TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.004389	0.015829	0.011716	0.018078	0.024958	0.021140	0.019780	0.026246	0.021343	0.057952	0.015357	0.041094	0.722118
None	0.002422	0.005569	0.003032	0.005616	0.008235	0.002312	0.001753	0.004037	0.001899	0.013369	0.001342	0.004383	0.946032
of	0.001582	0.003304	0.000655	0.001583	0.005049	0.000629	0.000391	0.000699	0.000470	0.004616	0.000437	0.002628	0.977957
the	0.004909	0.006561	0.003476	0.008056	0.013291	0.003440	0.001996	0.003717	0.002490	0.013711	0.001873	0.007800	0.928679
kids	0.014540	0.014139	0.004394	0.010385	0.026702	0.005815	0.002343	0.001799	0.001446	0.010410	0.001660	0.016875	0.889492
will	0.003388	0.005754	0.002512	0.005828	0.008734	0.003241	0.002298	0.003425	0.002965	0.008281	0.001552	0.007160	0.944862
be	0.005407	0.003615	0.001141	0.003319	0.009604	0.001893	0.001299	0.004232	0.003115	0.015303	0.001493	0.005268	0.944312
going	0.003116	0.001505	0.000317	0.000702	0.007201	0.000404	0.000341	0.002022	0.001941	0.019402	0.000435	0.002120	0.960494
to	0.001628	0.001395	0.000179	0.000697	0.006656	0.000268	0.000250	0.002360	0.003062	0.026628	0.000418	0.002617	0.953842
college	0.009256	0.005186	0.001085	0.002602	0.021463	0.001698	0.001269	0.006211	0.003206	0.052414	0.001583	0.005558	0.888470
yet	0.007020	0.003243	0.000793	0.003195	0.005179	0.001933	0.002195	0.007083	0.004931	0.032903	0.003953	0.004469	0.923104
.	0.006562	0.006702	0.003183	0.008225	0.007189	0.005299	0.003635	0.004748	0.003298	0.018967	0.003868	0.010772	0.917553
[SEP]	0.068344	0.073078	0.060284	0.067373	0.078996	0.065074	0.065648	0.072313	0.063807	0.086087	0.056876	0.080146	0.161974
