TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.012962	0.016036	0.014044	0.016888	0.026228	0.008089	0.001176	0.005987	0.011560	0.006029	0.006666	0.237308	0.637028
None	0.175732	0.002343	0.000695	0.005572	0.004384	0.004270	0.000111	0.000038	0.000067	0.000162	0.000155	0.016174	0.790299
of	0.024769	0.676304	0.025144	0.018101	0.033860	0.001889	0.000033	0.000531	0.000024	0.000030	0.000909	0.001486	0.216922
the	0.021305	0.132058	0.692115	0.031035	0.025426	0.008093	0.000564	0.000577	0.000610	0.000187	0.000312	0.002208	0.085510
kids	0.006947	0.033216	0.190553	0.556489	0.006626	0.002577	0.000510	0.000154	0.000276	0.000052	0.000013	0.001119	0.201468
will	0.012352	0.058265	0.004189	0.013633	0.481102	0.017838	0.000782	0.001855	0.000502	0.002585	0.008957	0.001178	0.396763
be	0.004628	0.002251	0.000172	0.001563	0.053714	0.681617	0.022500	0.012604	0.003623	0.010792	0.011705	0.001717	0.193115
going	0.004106	0.003246	0.000376	0.002640	0.020022	0.281830	0.559673	0.014642	0.011312	0.006068	0.008215	0.001942	0.085928
to	0.000652	0.003573	0.000043	0.000216	0.003096	0.012251	0.039396	0.811012	0.009750	0.006034	0.012390	0.000918	0.100671
college	0.000856	0.006481	0.001650	0.006311	0.006475	0.009132	0.046602	0.125263	0.455080	0.014512	0.010120	0.006926	0.310592
yet	0.000041	0.000093	0.000002	0.000109	0.003410	0.002569	0.000900	0.001319	0.000607	0.150088	0.003157	0.000868	0.836837
.	0.008768	0.001888	0.000467	0.001839	0.003515	0.003986	0.000797	0.004118	0.015547	0.033481	0.097806	0.082366	0.745421
[SEP]	0.003003	0.000564	0.000652	0.001222	0.000365	0.000454	0.000139	0.000234	0.000521	0.000349	0.000184	0.012376	0.979938
