TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.009204	0.214834	0.004503	0.021964	0.003965	0.098255	0.012227	0.002016	0.000533	0.002893	0.016237	0.548917	0.064453
None	0.061226	0.015395	0.001113	0.003515	0.008600	0.022933	0.005867	0.003771	0.000751	0.025320	0.014499	0.008120	0.828891
of	0.053433	0.057906	0.001855	0.007074	0.006298	0.029450	0.004469	0.001927	0.000065	0.020605	0.024789	0.005198	0.786934
the	0.083609	0.040308	0.002841	0.006998	0.006423	0.025948	0.005844	0.001079	0.000065	0.006930	0.024089	0.003920	0.791947
kids	0.051106	0.170078	0.024225	0.101042	0.027969	0.041960	0.022204	0.013998	0.001059	0.028347	0.037980	0.006215	0.473819
will	0.055447	0.028254	0.000746	0.003013	0.002003	0.008905	0.001838	0.000329	0.000127	0.001316	0.007171	0.006795	0.884057
be	0.068476	0.058274	0.000332	0.001104	0.000483	0.127397	0.021985	0.001290	0.000272	0.003486	0.029284	0.013001	0.674615
going	0.070422	0.033582	0.000315	0.001531	0.001638	0.123950	0.102165	0.011584	0.002301	0.015851	0.115197	0.010854	0.510609
to	0.039791	0.023966	0.000481	0.000976	0.002099	0.071803	0.120363	0.057170	0.009398	0.034251	0.075578	0.006284	0.557840
college	0.017459	0.012845	0.000964	0.002841	0.005226	0.043550	0.106149	0.172242	0.137088	0.093077	0.066550	0.004896	0.337112
yet	0.032711	0.004411	0.000271	0.001257	0.001687	0.014317	0.006050	0.003921	0.004075	0.012941	0.031661	0.008842	0.877856
.	0.034817	0.054808	0.001690	0.004462	0.004892	0.055132	0.010675	0.007086	0.002701	0.009046	0.021899	0.023825	0.768967
[SEP]	0.081481	0.045598	0.016973	0.032864	0.037328	0.051821	0.026091	0.029362	0.012193	0.049270	0.046841	0.064403	0.505775
