TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.020420	0.015058	0.125497	0.031423	0.005690	0.069345	0.053015	0.017384	0.085899	0.013178	0.055140	0.104496	0.403455
None	0.043105	0.012879	0.051164	0.416416	0.034224	0.061968	0.072667	0.018053	0.056379	0.020715	0.052828	0.059349	0.100253
of	0.024437	0.018700	0.083397	0.061530	0.056073	0.072580	0.086134	0.151117	0.096010	0.016758	0.125467	0.049662	0.158136
the	0.004983	0.022308	0.138503	0.025865	0.024573	0.103399	0.144297	0.054884	0.167589	0.007682	0.097792	0.072509	0.135617
kids	0.058172	0.075629	0.005489	0.034735	0.125570	0.027511	0.005460	0.064654	0.011451	0.356923	0.156606	0.013287	0.064515
will	0.024728	0.077136	0.052539	0.104562	0.054608	0.045246	0.060742	0.106057	0.091979	0.017722	0.073871	0.139791	0.151020
be	0.061315	0.034540	0.051982	0.103106	0.026535	0.048562	0.016590	0.048062	0.045692	0.002989	0.105152	0.045490	0.409984
going	0.091100	0.060809	0.015592	0.089090	0.176345	0.080623	0.049170	0.061751	0.063043	0.040915	0.084995	0.051528	0.135038
to	0.043247	0.037759	0.064092	0.092417	0.032299	0.050407	0.063632	0.066313	0.065840	0.010787	0.095585	0.077596	0.300027
college	0.006632	0.042845	0.002383	0.026391	0.215740	0.052918	0.015947	0.277099	0.012124	0.202710	0.083477	0.014061	0.047672
yet	0.240160	0.049554	0.094493	0.074509	0.007230	0.036155	0.018633	0.022533	0.056013	0.006835	0.018962	0.067430	0.307493
.	0.000518	0.007049	0.059839	0.051885	0.014367	0.086630	0.129810	0.049043	0.102490	0.010336	0.073922	0.288131	0.125982
[SEP]	0.005322	0.020993	0.007732	0.017030	0.001062	0.019926	0.007269	0.004450	0.002651	0.001694	0.005299	0.051451	0.855121
