TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.035168	0.152164	0.005942	0.045090	0.111443	0.043590	0.021072	0.017249	0.007988	0.091671	0.006918	0.090882	0.370822
None	0.000202	0.001746	0.740083	0.244642	0.006452	0.002557	0.000345	0.000310	0.000054	0.000236	0.000001	0.000416	0.002956
of	0.000029	0.001552	0.005589	0.971569	0.020763	0.000082	0.000023	0.000101	0.000002	0.000105	0.000000	0.000027	0.000159
the	0.000050	0.000749	0.000120	0.001046	0.997002	0.000073	0.000033	0.000142	0.000005	0.000419	0.000002	0.000020	0.000339
kids	0.013023	0.013435	0.002518	0.023305	0.016018	0.320206	0.147960	0.123026	0.008824	0.003151	0.000598	0.010995	0.316938
will	0.001827	0.002331	0.000044	0.002951	0.001636	0.005933	0.916683	0.054248	0.000662	0.003202	0.000017	0.000379	0.010087
be	0.000216	0.000025	0.000002	0.000406	0.001625	0.000152	0.017622	0.922350	0.005051	0.051551	0.000018	0.000088	0.000896
going	0.000165	0.000310	0.000042	0.000557	0.000491	0.000250	0.001903	0.060716	0.877472	0.054495	0.000080	0.000477	0.003043
to	0.000020	0.000004	0.000000	0.000483	0.000155	0.000001	0.000012	0.013763	0.000738	0.984646	0.000005	0.000059	0.000113
college	0.004018	0.000102	0.000000	0.000002	0.000030	0.000115	0.000225	0.002452	0.000786	0.006950	0.758077	0.077573	0.149670
yet	0.003439	0.000466	0.000018	0.000029	0.000046	0.000306	0.001780	0.001807	0.006036	0.006039	0.000471	0.145713	0.833850
.	0.000859	0.003542	0.000021	0.000303	0.000128	0.000030	0.000010	0.000014	0.000004	0.000016	0.000008	0.009276	0.985790
[SEP]	0.113271	0.016955	0.001819	0.009116	0.011911	0.005687	0.003324	0.006761	0.006676	0.008750	0.001940	0.044655	0.769136
