TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.006638	0.137804	0.049235	0.120106	0.020559	0.087261	0.072915	0.015110	0.008103	0.006422	0.032343	0.087968	0.355535
None	0.055760	0.069212	0.053072	0.042039	0.041434	0.009522	0.012723	0.002823	0.000186	0.000807	0.004644	0.005630	0.702149
of	0.035819	0.022468	0.245964	0.200798	0.189930	0.001130	0.001042	0.000809	0.000036	0.000324	0.000385	0.004015	0.297282
the	0.031975	0.023469	0.103838	0.284721	0.066233	0.002079	0.001499	0.004916	0.000564	0.002112	0.000269	0.007863	0.470461
kids	0.009748	0.002144	0.009949	0.012741	0.057935	0.000589	0.000623	0.005052	0.006541	0.011221	0.000117	0.005525	0.877816
will	0.015133	0.002954	0.000517	0.000806	0.002415	0.248220	0.045766	0.007281	0.002011	0.001071	0.012179	0.004607	0.657041
be	0.024656	0.004354	0.000773	0.001141	0.004796	0.176633	0.290650	0.023094	0.003820	0.004879	0.035940	0.005298	0.423968
going	0.033322	0.000356	0.000077	0.000303	0.007653	0.003026	0.005608	0.052735	0.022166	0.098753	0.001545	0.003184	0.771272
to	0.013117	0.000380	0.000042	0.000246	0.015488	0.003188	0.006037	0.046138	0.043846	0.140174	0.002046	0.001839	0.727458
college	0.011142	0.000136	0.000097	0.000251	0.008442	0.000239	0.000592	0.008650	0.019294	0.149492	0.000169	0.003092	0.798406
yet	0.045502	0.005785	0.001116	0.001075	0.002551	0.061106	0.094450	0.002681	0.000429	0.002108	0.040400	0.001783	0.741015
.	0.093781	0.002841	0.000560	0.002304	0.005470	0.003365	0.000682	0.000487	0.000170	0.000756	0.000684	0.009188	0.879712
[SEP]	0.010389	0.006500	0.001420	0.004143	0.005737	0.003745	0.002333	0.001846	0.000444	0.003566	0.001913	0.008078	0.949886
