TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.016385	0.211772	0.009007	0.028504	0.016138	0.170075	0.023155	0.004830	0.000682	0.008555	0.016576	0.220457	0.273864
None	0.005991	0.062652	0.000891	0.004326	0.004721	0.013105	0.007550	0.001724	0.000366	0.004309	0.010302	0.004185	0.879878
of	0.004124	0.025651	0.000886	0.008164	0.036844	0.013890	0.009063	0.004112	0.000627	0.019730	0.008963	0.003237	0.864709
the	0.003668	0.013568	0.000800	0.009429	0.025815	0.007609	0.003744	0.000954	0.000257	0.012338	0.004962	0.001385	0.915470
kids	0.004868	0.004115	0.000337	0.004225	0.048546	0.006612	0.001578	0.001473	0.000289	0.011214	0.001618	0.001052	0.914073
will	0.007003	0.030374	0.001099	0.006256	0.004727	0.064272	0.021037	0.002592	0.000918	0.003427	0.015616	0.005671	0.837008
be	0.003925	0.005304	0.000080	0.001085	0.002224	0.007423	0.009221	0.005470	0.002045	0.010939	0.008894	0.000819	0.942571
going	0.002074	0.001981	0.000065	0.000563	0.003097	0.002353	0.002636	0.006738	0.003709	0.020804	0.002604	0.000665	0.952712
to	0.004463	0.003505	0.000139	0.001576	0.004332	0.004282	0.003768	0.014144	0.017281	0.054897	0.006795	0.001742	0.883077
college	0.004490	0.003138	0.000162	0.001130	0.009303	0.002190	0.001811	0.006643	0.003644	0.054552	0.004065	0.001946	0.906926
yet	0.002590	0.002855	0.000062	0.000762	0.002815	0.003786	0.002529	0.002711	0.001063	0.006980	0.007283	0.000584	0.965981
.	0.014812	0.056031	0.001339	0.005288	0.000895	0.077471	0.008196	0.001269	0.000135	0.000976	0.017085	0.032164	0.784340
[SEP]	0.002861	0.004905	0.000571	0.001268	0.001342	0.003058	0.000319	0.000201	0.000054	0.000583	0.001314	0.001213	0.982311
