TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.756015	0.016039	0.017899	0.017200	0.010994	0.020986	0.007318	0.007484	0.018174	0.018007	0.005084	0.025924	0.078875
None	0.876451	0.038653	0.026416	0.038359	0.013061	0.001505	0.000008	0.000164	0.000046	0.000112	0.000008	0.000095	0.005122
of	0.152656	0.815537	0.005551	0.001575	0.008742	0.014751	0.000417	0.000005	0.000008	0.000444	0.000159	0.000001	0.000155
the	0.037816	0.004254	0.945758	0.004755	0.001393	0.000474	0.005033	0.000384	0.000000	0.000016	0.000101	0.000014	0.000003
kids	0.092093	0.000535	0.005403	0.863257	0.016920	0.000989	0.001609	0.018661	0.000038	0.000004	0.000067	0.000276	0.000148
will	0.088580	0.001601	0.000675	0.011959	0.854890	0.013361	0.002979	0.012894	0.011872	0.000687	0.000002	0.000090	0.000411
be	0.010889	0.000243	0.000039	0.000080	0.003966	0.981827	0.001434	0.000253	0.000769	0.000464	0.000027	0.000000	0.000008
going	0.037732	0.000129	0.001742	0.000470	0.000195	0.003647	0.930384	0.017898	0.000176	0.000721	0.006815	0.000088	0.000002
to	0.006143	0.000001	0.000001	0.000223	0.000205	0.000011	0.000628	0.989743	0.000959	0.000269	0.001009	0.000772	0.000037
college	0.108792	0.000057	0.000002	0.000207	0.004601	0.005605	0.001162	0.020195	0.818184	0.015599	0.001137	0.014816	0.009642
yet	0.544163	0.001443	0.000276	0.000004	0.000027	0.010379	0.017525	0.006015	0.007943	0.384401	0.017499	0.003833	0.006492
.	0.121207	0.000012	0.000010	0.000004	0.000000	0.000009	0.000380	0.000284	0.000045	0.002472	0.870414	0.004539	0.000625
[SEP]	0.967676	0.000004	0.000007	0.000016	0.000021	0.000000	0.000002	0.000183	0.000102	0.000199	0.000076	0.027015	0.004701
