TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.025838	0.017489	0.005092	0.009151	0.014531	0.011212	0.004647	0.006152	0.003803	0.014274	0.012334	0.012494	0.862982
None	0.012620	0.112092	0.007582	0.009019	0.012294	0.015024	0.011536	0.003325	0.002296	0.003165	0.002073	0.020331	0.788643
of	0.022869	0.054637	0.024040	0.014830	0.045042	0.004922	0.005382	0.001078	0.000343	0.002090	0.000364	0.039894	0.784508
the	0.036453	0.106956	0.048141	0.055883	0.066737	0.017806	0.013524	0.007316	0.003534	0.010170	0.003337	0.076244	0.553898
kids	0.021186	0.114518	0.023773	0.094470	0.070379	0.021201	0.016793	0.033521	0.004941	0.018369	0.002220	0.052450	0.526178
will	0.036992	0.018181	0.020039	0.042263	0.039829	0.050417	0.029271	0.018732	0.026115	0.024031	0.005327	0.090920	0.597884
be	0.046477	0.033747	0.019019	0.047134	0.073433	0.019547	0.024732	0.055508	0.025300	0.040288	0.009617	0.075602	0.529598
going	0.020988	0.025147	0.029534	0.114772	0.079608	0.040492	0.065433	0.073645	0.048917	0.107666	0.028893	0.044641	0.320264
to	0.019916	0.045932	0.039223	0.025805	0.109048	0.010280	0.044024	0.050973	0.079276	0.062039	0.015886	0.026182	0.471417
college	0.017706	0.040457	0.006624	0.021089	0.090102	0.017882	0.023535	0.077211	0.020505	0.086580	0.035057	0.054173	0.509081
yet	0.055931	0.191273	0.008082	0.016507	0.034254	0.106429	0.098171	0.097314	0.063264	0.121622	0.030451	0.046879	0.129823
.	0.049942	0.064723	0.018487	0.094063	0.043935	0.112379	0.047613	0.053986	0.035610	0.127469	0.139064	0.080506	0.132222
[SEP]	0.009080	0.005163	0.005960	0.011158	0.008157	0.003699	0.003078	0.004824	0.004694	0.003932	0.003081	0.011618	0.925557
