TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.107905	0.063235	0.011637	0.051860	0.020653	0.104971	0.063483	0.008417	0.006864	0.015201	0.037545	0.170427	0.337800
None	0.049573	0.076192	0.007001	0.051081	0.011510	0.064270	0.011886	0.004395	0.002617	0.008937	0.011444	0.077298	0.623797
of	0.046691	0.029662	0.014584	0.054863	0.016659	0.036331	0.006838	0.004263	0.004762	0.014039	0.005664	0.035662	0.729979
the	0.035995	0.026639	0.008623	0.047849	0.015284	0.042298	0.012817	0.007251	0.007155	0.013849	0.017397	0.042357	0.722485
kids	0.032841	0.018483	0.006733	0.037261	0.018682	0.038910	0.007256	0.011327	0.010693	0.017790	0.008889	0.024263	0.766873
will	0.023057	0.039627	0.008005	0.037730	0.029298	0.045287	0.019108	0.010197	0.005289	0.021791	0.018529	0.050897	0.691186
be	0.013503	0.032460	0.004946	0.021313	0.011407	0.036874	0.023968	0.010019	0.005830	0.019233	0.010039	0.051687	0.758722
going	0.022164	0.014828	0.007208	0.018476	0.015688	0.020740	0.005141	0.008579	0.008572	0.014568	0.003424	0.020310	0.840304
to	0.025736	0.017055	0.013010	0.021328	0.017858	0.018603	0.006191	0.011845	0.019500	0.019811	0.006430	0.032747	0.789885
college	0.037382	0.016136	0.007904	0.030300	0.014987	0.041070	0.008458	0.015321	0.024460	0.025222	0.008971	0.034408	0.735379
yet	0.012736	0.010884	0.003979	0.030641	0.012214	0.027192	0.012647	0.008860	0.007477	0.017288	0.030286	0.021996	0.803799
.	0.078321	0.062693	0.010767	0.048246	0.028377	0.073398	0.019384	0.009345	0.006364	0.023587	0.033107	0.136207	0.470202
[SEP]	0.091734	0.068194	0.073410	0.089364	0.060225	0.108951	0.081656	0.058638	0.061987	0.052181	0.074921	0.100066	0.078674
