TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.002302	0.006819	0.001981	0.004517	0.003854	0.025490	0.001170	0.000877	0.000813	0.002614	0.003352	0.000628	0.945582
None	0.001605	0.011722	0.001000	0.002418	0.003595	0.003038	0.000381	0.001354	0.000648	0.002398	0.001222	0.000780	0.969839
of	0.000841	0.001584	0.001660	0.001689	0.001432	0.003517	0.000164	0.000456	0.000202	0.000539	0.000637	0.000479	0.986803
the	0.002485	0.003770	0.001332	0.010320	0.005734	0.002548	0.000305	0.000779	0.000381	0.003030	0.001351	0.001524	0.966441
kids	0.000543	0.001352	0.000482	0.001616	0.013517	0.003131	0.000931	0.002454	0.000754	0.002600	0.001696	0.000408	0.970515
will	0.003038	0.004537	0.001159	0.004605	0.008206	0.046964	0.001807	0.001836	0.001707	0.001879	0.004249	0.002038	0.917975
be	0.001074	0.001230	0.000216	0.001396	0.002907	0.005138	0.029634	0.006191	0.004116	0.003393	0.001337	0.000518	0.942852
going	0.000748	0.000976	0.000144	0.001044	0.001694	0.002293	0.005217	0.011830	0.007136	0.004574	0.002099	0.000525	0.961722
to	0.000649	0.000595	0.000049	0.000372	0.000672	0.001035	0.003297	0.009579	0.044146	0.015465	0.003778	0.001219	0.919143
college	0.000280	0.000537	0.000058	0.000402	0.000351	0.000250	0.000457	0.001348	0.001491	0.019903	0.003140	0.000151	0.971632
yet	0.000571	0.000597	0.000070	0.000396	0.000352	0.001501	0.000304	0.001288	0.000687	0.003566	0.007253	0.000494	0.982920
.	0.005353	0.008964	0.001169	0.004046	0.003523	0.004079	0.000734	0.002923	0.001887	0.004995	0.004063	0.019439	0.938827
[SEP]	0.001141	0.004815	0.001073	0.003620	0.002386	0.004548	0.000510	0.000784	0.000523	0.001592	0.002064	0.001763	0.975181
