TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.033715	0.029130	0.014700	0.056006	0.027393	0.024801	0.008001	0.018536	0.017048	0.025367	0.006741	0.057762	0.680798
None	0.009722	0.018287	0.006462	0.016429	0.010420	0.020753	0.007909	0.006850	0.005545	0.007120	0.009959	0.020474	0.860069
of	0.003572	0.011071	0.002835	0.007454	0.003743	0.006193	0.002774	0.002019	0.001176	0.002320	0.002194	0.010149	0.944500
the	0.002480	0.005465	0.001638	0.004407	0.005716	0.002920	0.002228	0.003583	0.003749	0.007080	0.002035	0.006858	0.951841
kids	0.004627	0.011017	0.004375	0.012498	0.012150	0.013803	0.005269	0.004914	0.004792	0.007269	0.003798	0.011492	0.903997
will	0.006628	0.010597	0.004518	0.011074	0.011003	0.009063	0.005710	0.007995	0.006363	0.006944	0.005696	0.010130	0.904281
be	0.008540	0.021041	0.008983	0.018194	0.012601	0.027976	0.016562	0.012978	0.008206	0.007325	0.014888	0.009986	0.832719
going	0.003736	0.012456	0.007365	0.009958	0.009295	0.009773	0.008202	0.006753	0.007124	0.007727	0.009300	0.006363	0.901948
to	0.001697	0.008439	0.005165	0.005657	0.007224	0.005281	0.003882	0.005664	0.006325	0.005982	0.005168	0.003843	0.935672
college	0.003497	0.009938	0.003450	0.008353	0.008613	0.010361	0.004539	0.004434	0.003037	0.006035	0.003268	0.006926	0.927549
yet	0.005844	0.009341	0.002587	0.006876	0.006159	0.009696	0.005715	0.005005	0.002860	0.005016	0.005016	0.009305	0.926579
.	0.024288	0.026758	0.010801	0.032574	0.023370	0.030350	0.012257	0.017432	0.012322	0.023119	0.012720	0.029046	0.744962
[SEP]	0.091756	0.082867	0.082256	0.092210	0.068096	0.086052	0.055635	0.062708	0.065141	0.064172	0.050826	0.093583	0.104699
