TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.043747	0.002916	0.005766	0.013036	0.021433	0.006071	0.002380	0.000522	0.001302	0.003026	0.000589	0.027915	0.871296
None	0.005075	0.048480	0.029316	0.040329	0.034327	0.034349	0.046285	0.023425	0.016125	0.038633	0.030082	0.143742	0.509832
of	0.010235	0.072665	0.070258	0.105106	0.084388	0.107693	0.099879	0.051970	0.048813	0.047211	0.047094	0.123033	0.131655
the	0.011133	0.036752	0.047130	0.087655	0.071775	0.073058	0.125268	0.061549	0.042842	0.079021	0.020352	0.126005	0.217458
kids	0.025431	0.028907	0.114208	0.065976	0.099987	0.032133	0.048172	0.038196	0.020570	0.012290	0.016378	0.080109	0.417644
will	0.009311	0.056258	0.016419	0.036516	0.036478	0.040555	0.052513	0.013198	0.007975	0.002753	0.033576	0.281620	0.412827
be	0.016991	0.061061	0.014044	0.036562	0.060735	0.043107	0.079246	0.030532	0.016984	0.005368	0.122545	0.296366	0.216459
going	0.027356	0.049631	0.017613	0.041148	0.024953	0.028076	0.048377	0.028167	0.011390	0.015405	0.046615	0.156202	0.505069
to	0.027737	0.031572	0.007677	0.018584	0.004719	0.011264	0.022647	0.027068	0.010983	0.016415	0.041110	0.092742	0.687482
college	0.118616	0.026776	0.004329	0.027778	0.008178	0.006236	0.004703	0.007177	0.002945	0.019781	0.025743	0.071525	0.676213
yet	0.023264	0.029622	0.012115	0.017080	0.009587	0.011043	0.017587	0.011019	0.004360	0.008839	0.044991	0.337893	0.472601
.	0.009429	0.007086	0.003839	0.017048	0.014266	0.018482	0.008527	0.003868	0.002849	0.011035	0.002726	0.047257	0.853588
[SEP]	0.015224	0.006104	0.002013	0.005020	0.006989	0.005573	0.004658	0.005649	0.007468	0.009098	0.003962	0.007220	0.921022
