TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.014122	0.071539	0.011307	0.039260	0.011423	0.102846	0.040210	0.031827	0.005314	0.009308	0.012099	0.407679	0.243067
None	0.014881	0.036817	0.004162	0.008761	0.006878	0.081669	0.038018	0.030169	0.008734	0.011069	0.022866	0.400746	0.335232
of	0.009713	0.040118	0.002880	0.006504	0.007535	0.079595	0.032211	0.027709	0.013357	0.015044	0.019282	0.552070	0.193981
the	0.022996	0.041120	0.002684	0.010131	0.007088	0.073382	0.031878	0.034715	0.015626	0.022531	0.019977	0.514711	0.203160
kids	0.045535	0.028406	0.004942	0.015092	0.016160	0.051435	0.033382	0.051780	0.059574	0.048656	0.017858	0.089745	0.537434
will	0.026498	0.042247	0.000626	0.002155	0.001716	0.038559	0.015979	0.007639	0.001547	0.004946	0.027255	0.359906	0.470929
be	0.016610	0.044950	0.000744	0.002085	0.002361	0.036581	0.026132	0.012994	0.011784	0.022515	0.064432	0.318639	0.440173
going	0.016795	0.025117	0.001402	0.001661	0.003755	0.032242	0.023984	0.018365	0.064732	0.057724	0.047662	0.118924	0.587637
to	0.011772	0.015931	0.000379	0.000988	0.001726	0.010697	0.003865	0.004725	0.007626	0.018058	0.037021	0.178024	0.709187
college	0.026717	0.013194	0.001649	0.002107	0.006035	0.010452	0.005326	0.012082	0.012453	0.028027	0.037228	0.102519	0.742211
yet	0.022225	0.005767	0.000403	0.000892	0.005313	0.006421	0.006986	0.009055	0.003835	0.033690	0.009837	0.160165	0.735411
.	0.022833	0.014710	0.001575	0.004115	0.003283	0.025762	0.008029	0.007267	0.002494	0.008430	0.009580	0.032900	0.859022
[SEP]	0.037774	0.011605	0.003709	0.007993	0.006867	0.013378	0.007608	0.005658	0.006105	0.019071	0.011570	0.004954	0.863706
