TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.199352	0.006606	0.053742	0.330915	0.015765	0.013648	0.030289	0.006197	0.241125	0.019835	0.007832	0.044694	0.030000
None	0.005543	0.058434	0.025774	0.074487	0.135876	0.101436	0.090413	0.255207	0.026312	0.007236	0.141828	0.039551	0.037902
of	0.001247	0.160864	0.135107	0.101276	0.047251	0.060883	0.046523	0.122752	0.108287	0.040422	0.040800	0.033449	0.101138
the	0.001507	0.158117	0.294276	0.033859	0.069512	0.047447	0.057648	0.094376	0.045949	0.046699	0.044145	0.019274	0.087190
kids	0.014152	0.117360	0.092973	0.070640	0.151433	0.038213	0.043609	0.081955	0.053029	0.208010	0.062955	0.025866	0.039804
will	0.004539	0.354638	0.008085	0.010466	0.241463	0.029994	0.056535	0.121506	0.006396	0.046951	0.081927	0.008165	0.029335
be	0.002823	0.125679	0.015172	0.018557	0.145640	0.348488	0.018102	0.094528	0.017232	0.058911	0.084926	0.024467	0.045473
going	0.003528	0.042650	0.013041	0.017864	0.369936	0.070169	0.031209	0.045544	0.017120	0.293579	0.025859	0.022198	0.047303
to	0.001441	0.139122	0.034149	0.033974	0.135303	0.055010	0.052415	0.159018	0.030481	0.108834	0.110492	0.033767	0.105994
college	0.013161	0.146344	0.052693	0.034789	0.133057	0.031968	0.064880	0.121559	0.118808	0.042473	0.053398	0.068430	0.118439
yet	0.020109	0.110148	0.011209	0.010211	0.268039	0.140649	0.072681	0.115157	0.022075	0.087752	0.067877	0.027624	0.046470
.	0.002681	0.046670	0.052316	0.124869	0.018645	0.029021	0.028019	0.082293	0.079819	0.026610	0.100647	0.169870	0.238541
[SEP]	0.253424	0.025680	0.047180	0.156546	0.019563	0.022332	0.035234	0.013851	0.194768	0.019845	0.035650	0.121278	0.054649
