TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.018229	0.006446	0.003514	0.007963	0.018581	0.021666	0.026191	0.014886	0.024438	0.046910	0.033715	0.054645	0.722816
None	0.002071	0.001881	0.001024	0.001490	0.005030	0.003003	0.001657	0.001626	0.001845	0.010810	0.002510	0.008185	0.958868
of	0.000895	0.000446	0.000264	0.000415	0.002360	0.000502	0.000368	0.000609	0.001070	0.007413	0.000583	0.002837	0.982238
the	0.001908	0.001883	0.001303	0.002444	0.009899	0.002452	0.001321	0.002558	0.003298	0.020696	0.001983	0.007293	0.942962
kids	0.003285	0.001165	0.001370	0.002783	0.009757	0.002896	0.000908	0.002087	0.003864	0.016055	0.001228	0.005752	0.948849
will	0.001606	0.002382	0.002230	0.003080	0.012260	0.002993	0.003482	0.005270	0.011001	0.030237	0.003340	0.007707	0.914414
be	0.000919	0.000896	0.000965	0.001189	0.009017	0.000853	0.000975	0.002544	0.006677	0.024915	0.001531	0.004156	0.945364
going	0.001974	0.000394	0.000346	0.000583	0.003455	0.000399	0.000540	0.000748	0.001543	0.011721	0.000413	0.003242	0.974642
to	0.002460	0.000784	0.000360	0.000657	0.003264	0.000412	0.000630	0.001129	0.001771	0.019212	0.000486	0.003720	0.965113
college	0.003510	0.001790	0.001308	0.003176	0.011787	0.002529	0.002585	0.005131	0.012475	0.037397	0.002232	0.006230	0.909851
yet	0.001520	0.001252	0.000819	0.002576	0.005305	0.001793	0.001569	0.002315	0.005714	0.013092	0.002084	0.003418	0.958544
.	0.006847	0.010255	0.005661	0.010395	0.017133	0.013609	0.009389	0.008952	0.012370	0.038475	0.012790	0.019468	0.834656
[SEP]	0.065336	0.076832	0.077360	0.077599	0.074287	0.085479	0.078392	0.071219	0.070277	0.074596	0.072868	0.091271	0.084484
