TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.091256	0.009109	0.001231	0.011603	0.008221	0.191257	0.016084	0.007798	0.002273	0.001813	0.017691	0.044807	0.596855
None	0.066659	0.023018	0.003493	0.018240	0.015320	0.069898	0.052852	0.138561	0.024397	0.025530	0.065206	0.088295	0.408530
of	0.061470	0.041956	0.020228	0.038846	0.042871	0.019202	0.058591	0.351749	0.084450	0.042870	0.034581	0.042687	0.160498
the	0.061841	0.056216	0.025428	0.044978	0.083824	0.082081	0.058057	0.140170	0.041912	0.035482	0.053610	0.073192	0.243209
kids	0.051637	0.051350	0.008726	0.030616	0.058644	0.016390	0.053478	0.180774	0.022555	0.048236	0.024479	0.022592	0.430522
will	0.068355	0.041666	0.007434	0.022579	0.011279	0.080873	0.033713	0.045936	0.011711	0.009458	0.134254	0.077192	0.455550
be	0.033963	0.007789	0.001902	0.007249	0.005248	0.011495	0.009396	0.015831	0.005437	0.022042	0.049345	0.035978	0.794324
going	0.014720	0.009004	0.002020	0.005039	0.008625	0.005938	0.016962	0.019065	0.041955	0.098380	0.020984	0.048304	0.709004
to	0.008613	0.009064	0.003570	0.008456	0.007242	0.004255	0.011791	0.014212	0.044891	0.072834	0.037879	0.021393	0.755800
college	0.011006	0.006412	0.001340	0.006721	0.013540	0.002946	0.008405	0.003525	0.009341	0.041623	0.012268	0.010788	0.872085
yet	0.032250	0.011711	0.004892	0.009304	0.002885	0.006206	0.002983	0.001871	0.001388	0.005259	0.011862	0.022340	0.887049
.	0.163987	0.026906	0.007316	0.036101	0.019859	0.241106	0.034475	0.015842	0.003573	0.003737	0.007964	0.061685	0.377449
[SEP]	0.026954	0.003265	0.001502	0.001483	0.003665	0.001407	0.000683	0.000652	0.001015	0.001426	0.000587	0.007553	0.949808
