TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.019930	0.051852	0.033056	0.049326	0.059253	0.103795	0.051490	0.050865	0.042158	0.063356	0.036030	0.061286	0.377602
None	0.026236	0.065539	0.016563	0.023446	0.033004	0.036298	0.017691	0.019332	0.012900	0.032669	0.023931	0.047634	0.644757
of	0.039275	0.050663	0.017615	0.024322	0.032450	0.037456	0.037449	0.046025	0.024968	0.039784	0.022059	0.041494	0.586441
the	0.037012	0.028078	0.012145	0.018654	0.023578	0.027117	0.022276	0.027398	0.018820	0.028191	0.025988	0.033079	0.697664
kids	0.016424	0.025321	0.010111	0.014048	0.014671	0.019299	0.017036	0.015075	0.010828	0.013043	0.011217	0.020097	0.812831
will	0.043540	0.045284	0.011087	0.018197	0.020799	0.015663	0.016185	0.018101	0.010883	0.021593	0.018103	0.040102	0.720462
be	0.048150	0.083920	0.016262	0.015827	0.041629	0.030552	0.033699	0.031964	0.020890	0.037478	0.025912	0.045142	0.568575
going	0.041302	0.080720	0.018835	0.020510	0.025541	0.030374	0.029115	0.029355	0.020953	0.025695	0.024640	0.025695	0.627265
to	0.030108	0.086539	0.023224	0.018144	0.017981	0.025105	0.022437	0.031409	0.033589	0.022045	0.022160	0.028252	0.639007
college	0.023355	0.046146	0.017678	0.015840	0.015822	0.026412	0.021551	0.018446	0.019072	0.016824	0.015237	0.014571	0.749046
yet	0.065189	0.122717	0.027224	0.038054	0.036074	0.042305	0.033560	0.038927	0.022231	0.034588	0.037679	0.050756	0.450696
.	0.136039	0.129560	0.020662	0.028911	0.036052	0.054813	0.038463	0.029583	0.012692	0.026081	0.035553	0.038311	0.413282
[SEP]	0.082696	0.089600	0.076137	0.072741	0.077119	0.074100	0.078991	0.075746	0.076746	0.072663	0.089318	0.084715	0.049430
