TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.003908	0.086751	0.021905	0.045089	0.102869	0.200323	0.045576	0.148918	0.034318	0.071870	0.009777	0.060833	0.167864
None	0.028584	0.024684	0.007585	0.026738	0.025231	0.039757	0.029999	0.003269	0.000597	0.000169	0.002484	0.028619	0.782283
of	0.102759	0.011961	0.021060	0.027125	0.013583	0.011467	0.013127	0.000856	0.000421	0.000122	0.000500	0.043735	0.753284
the	0.239849	0.012108	0.012137	0.039283	0.016735	0.052677	0.025252	0.002235	0.000957	0.000379	0.000775	0.063199	0.534415
kids	0.072970	0.003268	0.003701	0.015899	0.016718	0.149868	0.064572	0.008742	0.003629	0.001749	0.003205	0.054686	0.600994
will	0.142391	0.010162	0.001992	0.007617	0.001862	0.108269	0.111746	0.004754	0.001565	0.000160	0.005235	0.056473	0.547776
be	0.089544	0.004577	0.001893	0.005337	0.002291	0.090974	0.130318	0.015854	0.004326	0.000443	0.005549	0.045148	0.603747
going	0.226319	0.001292	0.001379	0.007013	0.003133	0.038956	0.097691	0.027083	0.041564	0.006819	0.003202	0.062792	0.482757
to	0.185033	0.001315	0.001732	0.012872	0.003403	0.020484	0.042348	0.028040	0.076197	0.005623	0.002271	0.076495	0.544187
college	0.124819	0.000258	0.000095	0.001574	0.001520	0.008653	0.008950	0.016296	0.033698	0.016421	0.005493	0.091938	0.690286
yet	0.020511	0.001783	0.000403	0.001965	0.002135	0.013508	0.017331	0.018758	0.004505	0.004117	0.035673	0.050579	0.828730
.	0.110047	0.019507	0.002412	0.009119	0.005573	0.066408	0.019292	0.010061	0.006353	0.003729	0.027838	0.185781	0.533882
[SEP]	0.015729	0.004276	0.002914	0.003429	0.013689	0.005199	0.003424	0.007752	0.007339	0.009153	0.010246	0.005943	0.910908
