TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.679825	0.001516	0.030940	0.003737	0.000613	0.001051	0.002377	0.000508	0.009125	0.000889	0.002016	0.107830	0.159573
None	0.678735	0.011421	0.037278	0.014399	0.000376	0.022775	0.017798	0.004037	0.041028	0.002091	0.048837	0.096627	0.024598
of	0.727615	0.010995	0.017470	0.034965	0.001362	0.005052	0.011979	0.002117	0.018215	0.001041	0.003221	0.055911	0.110058
the	0.786553	0.004453	0.019233	0.016418	0.001676	0.005796	0.008227	0.001479	0.014367	0.001727	0.006532	0.059660	0.073879
kids	0.346575	0.012671	0.016775	0.001112	0.015225	0.004738	0.020533	0.001892	0.028812	0.278370	0.091287	0.032288	0.149720
will	0.232866	0.080129	0.008171	0.007964	0.007728	0.035573	0.299266	0.017622	0.012108	0.027298	0.215363	0.013318	0.042593
be	0.630924	0.027769	0.020216	0.014479	0.004605	0.060413	0.005874	0.003957	0.058891	0.014772	0.059730	0.037878	0.060492
going	0.527084	0.009559	0.024059	0.007780	0.001565	0.052682	0.037805	0.001181	0.102913	0.022430	0.128956	0.048082	0.035905
to	0.740590	0.008875	0.021595	0.039834	0.006812	0.004964	0.012866	0.004403	0.008852	0.001298	0.013826	0.065242	0.070846
college	0.599798	0.003587	0.036372	0.000991	0.071147	0.015130	0.006215	0.006862	0.015858	0.041245	0.070092	0.085452	0.047250
yet	0.794869	0.013905	0.016427	0.007144	0.002326	0.028652	0.010069	0.001649	0.037781	0.001679	0.007145	0.042625	0.035729
.	0.506217	0.008090	0.054513	0.109652	0.004654	0.004531	0.007350	0.003518	0.031498	0.002408	0.009480	0.160966	0.097123
[SEP]	0.002560	0.000189	0.003830	0.982710	0.000307	0.000088	0.000121	0.000144	0.001371	0.000025	0.000107	0.008018	0.000531
