TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.041869	0.015805	0.010564	0.030540	0.014937	0.025883	0.016843	0.013551	0.037363	0.016849	0.038948	0.080651	0.656198
None	0.007513	0.187584	0.002770	0.003312	0.000496	0.005420	0.001139	0.001481	0.003305	0.000191	0.007380	0.056555	0.722853
of	0.008302	0.001525	0.641033	0.020371	0.000495	0.009524	0.002375	0.000198	0.010946	0.001059	0.000303	0.040882	0.262987
the	0.065127	0.006221	0.010734	0.352294	0.007406	0.011288	0.002041	0.002898	0.011698	0.009209	0.000518	0.080096	0.440472
kids	0.037747	0.000684	0.000098	0.004445	0.445470	0.000935	0.000547	0.001119	0.006301	0.010536	0.001103	0.051002	0.440012
will	0.041928	0.000372	0.002242	0.005057	0.000209	0.476897	0.003321	0.002411	0.004582	0.000349	0.000482	0.034425	0.427725
be	0.029389	0.000778	0.002320	0.005924	0.000574	0.047823	0.170592	0.002420	0.006193	0.001040	0.000580	0.040064	0.692303
going	0.032715	0.001732	0.000131	0.005639	0.002098	0.021407	0.002030	0.188959	0.012624	0.000776	0.000735	0.019731	0.711422
to	0.050052	0.005403	0.003472	0.009402	0.003529	0.011653	0.002220	0.003559	0.331478	0.002613	0.005259	0.049761	0.521600
college	0.048356	0.000255	0.001217	0.018012	0.017352	0.008918	0.003703	0.002610	0.006998	0.318865	0.000848	0.060835	0.512031
yet	0.058341	0.005972	0.001022	0.001806	0.003287	0.007609	0.000889	0.001370	0.009107	0.000360	0.130405	0.028131	0.751702
.	0.029917	0.009097	0.012611	0.012142	0.003616	0.013556	0.011483	0.001846	0.012303	0.010471	0.005473	0.052754	0.824732
[SEP]	0.014910	0.006833	0.006647	0.008663	0.003606	0.006546	0.003801	0.003511	0.008828	0.003848	0.007933	0.019629	0.905245
