TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.177615	0.010037	0.002171	0.022051	0.016293	0.071879	0.015037	0.009093	0.003701	0.001141	0.019717	0.056795	0.594469
None	0.004163	0.021495	0.012970	0.141104	0.022787	0.429526	0.063115	0.085015	0.009390	0.009591	0.050024	0.033117	0.117703
of	0.006114	0.069529	0.022907	0.169221	0.090087	0.113923	0.009344	0.012782	0.000896	0.001124	0.000824	0.005307	0.497941
the	0.009224	0.011983	0.004525	0.063236	0.112468	0.188989	0.015038	0.011395	0.002613	0.004731	0.010280	0.006368	0.559150
kids	0.009149	0.004462	0.002001	0.008968	0.025024	0.045283	0.006557	0.013178	0.006294	0.002403	0.006334	0.007836	0.862511
will	0.015342	0.017839	0.007036	0.028428	0.036784	0.058152	0.251935	0.096642	0.037366	0.023555	0.084368	0.065298	0.277255
be	0.008314	0.003734	0.000912	0.008073	0.019916	0.041905	0.036824	0.302265	0.071075	0.087660	0.089687	0.033542	0.296093
going	0.004002	0.001980	0.000286	0.001373	0.006899	0.004051	0.012379	0.033827	0.051981	0.050765	0.025170	0.011060	0.796227
to	0.003366	0.000411	0.000104	0.000648	0.004110	0.001008	0.002362	0.024218	0.011514	0.240479	0.050838	0.012690	0.648253
college	0.003359	0.000461	0.000269	0.001151	0.000576	0.000358	0.000098	0.001299	0.000845	0.002491	0.011788	0.005381	0.971924
yet	0.006455	0.017883	0.001545	0.003213	0.004958	0.006386	0.006822	0.032527	0.030855	0.029602	0.011906	0.134681	0.713166
.	0.035326	0.011619	0.003700	0.007567	0.004923	0.008263	0.002304	0.001410	0.001501	0.002132	0.011126	0.042247	0.867882
[SEP]	0.023375	0.001117	0.000688	0.002577	0.002131	0.001521	0.000761	0.001306	0.001029	0.003819	0.001128	0.009909	0.950639
