TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.037051	0.105828	0.080145	0.050538	0.041895	0.044195	0.052367	0.055422	0.133502	0.045102	0.096569	0.211571	0.045815
None	0.207785	0.120117	0.051475	0.016982	0.111982	0.068606	0.041045	0.069054	0.029523	0.053731	0.073356	0.031279	0.125066
of	0.089572	0.098892	0.077921	0.062608	0.078527	0.076052	0.062458	0.058126	0.041008	0.041586	0.049507	0.062262	0.201481
the	0.099646	0.128956	0.073248	0.075104	0.096802	0.064848	0.048214	0.051545	0.040282	0.037343	0.049191	0.047117	0.187703
kids	0.425591	0.033995	0.054363	0.021316	0.038984	0.079905	0.057470	0.039061	0.030259	0.033631	0.022221	0.053387	0.109817
will	0.128363	0.053011	0.069180	0.017075	0.165633	0.071590	0.070694	0.135395	0.035265	0.094538	0.045914	0.025542	0.087800
be	0.208996	0.088257	0.042153	0.038192	0.123013	0.084471	0.040552	0.081282	0.028179	0.051974	0.050948	0.038483	0.123500
going	0.207368	0.063266	0.109122	0.027886	0.046108	0.062887	0.067109	0.026711	0.047823	0.040206	0.032187	0.095594	0.173732
to	0.097977	0.087820	0.064899	0.047222	0.094209	0.082882	0.056817	0.064766	0.040743	0.043431	0.063451	0.067715	0.188068
college	0.056136	0.099934	0.086148	0.171928	0.049883	0.161974	0.051099	0.122218	0.028431	0.007535	0.052609	0.049464	0.062642
yet	0.263413	0.080470	0.039980	0.036141	0.044706	0.069593	0.061243	0.058482	0.058306	0.028648	0.063126	0.083956	0.111938
.	0.056126	0.097356	0.064769	0.093758	0.067312	0.039471	0.061515	0.051381	0.063508	0.039322	0.061458	0.110054	0.193970
[SEP]	0.061022	0.125358	0.062715	0.173803	0.034270	0.041363	0.067127	0.033215	0.043738	0.014657	0.072639	0.079903	0.190190
