TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.013328	0.026177	0.008945	0.055062	0.123461	0.029474	0.048070	0.099400	0.024979	0.278358	0.098298	0.044958	0.149490
None	0.023284	0.038947	0.028756	0.038770	0.046744	0.036729	0.071286	0.023773	0.016255	0.029352	0.017287	0.022675	0.606142
of	0.007477	0.005767	0.003125	0.007492	0.015718	0.007754	0.011094	0.007934	0.006722	0.020190	0.003281	0.009135	0.894310
the	0.012811	0.020236	0.007461	0.016990	0.027052	0.012675	0.009156	0.005306	0.004269	0.020599	0.007251	0.019215	0.836981
kids	0.015123	0.022029	0.007158	0.016560	0.036376	0.019392	0.014783	0.005707	0.006098	0.012171	0.008413	0.014616	0.821574
will	0.022908	0.046187	0.008874	0.025833	0.034006	0.023587	0.035142	0.017203	0.014923	0.027980	0.016367	0.025360	0.701629
be	0.012769	0.023334	0.009405	0.014461	0.027859	0.017599	0.040387	0.020545	0.039583	0.040210	0.015014	0.011040	0.727797
going	0.005235	0.002396	0.002605	0.005409	0.017758	0.005818	0.011179	0.005720	0.040322	0.031340	0.007184	0.005077	0.859958
to	0.005364	0.004111	0.001417	0.003269	0.008926	0.003520	0.003471	0.003203	0.003591	0.035875	0.003625	0.005320	0.918310
college	0.009536	0.004677	0.003373	0.008360	0.045152	0.006073	0.017703	0.018331	0.043585	0.100516	0.010229	0.006245	0.726220
yet	0.017938	0.011020	0.006578	0.019866	0.030446	0.013291	0.038604	0.021548	0.036388	0.030709	0.011008	0.010496	0.752110
.	0.038687	0.046559	0.007112	0.035696	0.016604	0.039592	0.013973	0.009136	0.005344	0.012262	0.008951	0.053897	0.712186
[SEP]	0.046511	0.065704	0.059811	0.065153	0.118015	0.061201	0.071990	0.084247	0.073157	0.137820	0.071270	0.070275	0.074845
