TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.017015	0.007620	0.002979	0.003672	0.003482	0.000783	0.000306	0.000192	0.000068	0.000455	0.001356	0.019077	0.942995
None	0.009046	0.009451	0.000411	0.000827	0.004319	0.001070	0.000186	0.000426	0.000203	0.000223	0.000136	0.006191	0.967513
of	0.041676	0.118472	0.047446	0.034063	0.052365	0.006387	0.000770	0.000245	0.000042	0.000868	0.000934	0.053662	0.643071
the	0.028267	0.044205	0.045851	0.021867	0.027314	0.002248	0.000312	0.000592	0.000186	0.000645	0.000482	0.028024	0.800005
kids	0.008688	0.025891	0.015700	0.017009	0.026895	0.002324	0.000654	0.002002	0.001157	0.002157	0.000428	0.006076	0.891020
will	0.029983	0.003827	0.004779	0.019061	0.024002	0.005843	0.000996	0.004301	0.001682	0.002173	0.000793	0.039175	0.863384
be	0.009507	0.008716	0.002554	0.018585	0.026821	0.006017	0.002807	0.015387	0.008758	0.002685	0.001253	0.021095	0.875815
going	0.014467	0.015425	0.004043	0.017936	0.018689	0.004882	0.003749	0.011057	0.002515	0.008782	0.003389	0.025193	0.869874
to	0.007330	0.004098	0.001659	0.006791	0.022325	0.001841	0.001831	0.015340	0.019883	0.019039	0.002958	0.011278	0.885626
college	0.004047	0.008750	0.000334	0.002928	0.013178	0.004703	0.004120	0.018797	0.010095	0.005907	0.002056	0.004803	0.920283
yet	0.003644	0.006315	0.000141	0.000874	0.001238	0.001631	0.001534	0.005063	0.002310	0.002660	0.002806	0.002591	0.969194
.	0.072588	0.005708	0.001063	0.001470	0.001805	0.001340	0.000548	0.000877	0.000649	0.009803	0.015406	0.294169	0.594575
[SEP]	0.023292	0.007640	0.002292	0.003582	0.006040	0.004894	0.002667	0.005149	0.004385	0.005252	0.002778	0.041252	0.890778
