TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.732323	0.022856	0.033247	0.019270	0.014672	0.065485	0.022292	0.023424	0.013842	0.013112	0.021217	0.011385	0.006874
None	0.000801	0.000850	0.997488	0.000254	0.000039	0.000054	0.000507	0.000004	0.000000	0.000001	0.000001	0.000000	0.000000
of	0.003495	0.000025	0.000134	0.995871	0.000225	0.000002	0.000002	0.000244	0.000000	0.000000	0.000001	0.000000	0.000001
the	0.001781	0.000070	0.000012	0.000552	0.997386	0.000115	0.000004	0.000010	0.000069	0.000002	0.000000	0.000000	0.000001
kids	0.616181	0.001567	0.001616	0.000651	0.013274	0.361599	0.000255	0.000004	0.000083	0.004598	0.000000	0.000000	0.000174
will	0.003829	0.000003	0.000074	0.000005	0.000007	0.000221	0.995558	0.000226	0.000004	0.000051	0.000021	0.000000	0.000000
be	0.000371	0.000000	0.000001	0.000034	0.000013	0.000002	0.000215	0.999346	0.000011	0.000003	0.000003	0.000001	0.000000
going	0.000044	0.000000	0.000000	0.000000	0.000047	0.000003	0.000001	0.000134	0.999745	0.000014	0.000001	0.000001	0.000011
to	0.001892	0.000001	0.000000	0.000000	0.000012	0.000127	0.000128	0.000027	0.001323	0.996330	0.000015	0.000002	0.000144
college	0.236878	0.000002	0.000044	0.000002	0.000001	0.000185	0.002939	0.000815	0.000357	0.020703	0.730915	0.004854	0.002306
yet	0.004470	0.000000	0.000000	0.000005	0.000002	0.000000	0.000002	0.001378	0.000185	0.000019	0.000342	0.993407	0.000189
.	0.006204	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000001	0.000165	0.000146	0.000006	0.000245	0.993230
[SEP]	0.999815	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000096	0.000001	0.000002	0.000085
