TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.014721	0.005078	0.001847	0.003404	0.002876	0.014032	0.005005	0.005012	0.001669	0.001908	0.004576	0.010549	0.929323
None	0.010162	0.010924	0.003778	0.009092	0.015892	0.047691	0.013876	0.005637	0.002539	0.022799	0.020224	0.042771	0.794615
of	0.013650	0.002587	0.002056	0.014825	0.003292	0.011227	0.010300	0.001203	0.000380	0.008206	0.005052	0.091574	0.835647
the	0.021401	0.028045	0.047573	0.036148	0.018385	0.077390	0.039014	0.010674	0.002636	0.025860	0.017673	0.079330	0.595871
kids	0.047706	0.022242	0.121523	0.064047	0.003670	0.024645	0.027930	0.001975	0.001415	0.082430	0.027514	0.119063	0.455840
will	0.046493	0.083609	0.007268	0.019386	0.008188	0.004132	0.004445	0.000452	0.001619	0.000922	0.011436	0.067607	0.744443
be	0.083288	0.148302	0.013514	0.023990	0.015182	0.052819	0.024438	0.005875	0.005145	0.005311	0.139888	0.116883	0.365364
going	0.050017	0.196716	0.029949	0.036985	0.021831	0.115071	0.178479	0.004959	0.003293	0.018491	0.086877	0.066127	0.191204
to	0.018728	0.094105	0.002587	0.017810	0.006726	0.105983	0.196234	0.324259	0.010044	0.023120	0.105379	0.018958	0.076068
college	0.001154	0.002541	0.000230	0.001262	0.005949	0.006897	0.015232	0.417002	0.494059	0.010428	0.027698	0.003182	0.014368
yet	0.051827	0.268071	0.001738	0.037584	0.002003	0.186343	0.299141	0.001920	0.001966	0.011546	0.003182	0.098766	0.035913
.	0.014219	0.017545	0.003575	0.003914	0.006667	0.030382	0.006291	0.006342	0.002214	0.006500	0.002664	0.011461	0.888224
[SEP]	0.004189	0.004691	0.001615	0.001461	0.001132	0.007293	0.001538	0.000726	0.000427	0.000399	0.002984	0.002205	0.971341
