TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.010086	0.013853	0.005712	0.014476	0.018093	0.044548	0.015869	0.009075	0.003978	0.012056	0.020679	0.014563	0.817012
None	0.002291	0.110143	0.093819	0.122113	0.077532	0.018129	0.024144	0.032537	0.016598	0.068524	0.033190	0.044642	0.356337
of	0.005058	0.118320	0.077318	0.095370	0.134806	0.013531	0.008928	0.038979	0.014616	0.170147	0.013246	0.041866	0.267814
the	0.010887	0.063612	0.042666	0.062968	0.138013	0.028659	0.009457	0.030352	0.012876	0.132707	0.011957	0.083794	0.372052
kids	0.003100	0.025747	0.026124	0.034117	0.049320	0.009530	0.006756	0.037547	0.019473	0.045703	0.002309	0.034030	0.706244
will	0.011960	0.056383	0.030129	0.045604	0.156425	0.071553	0.016788	0.024421	0.017734	0.071841	0.048094	0.088943	0.360125
be	0.005363	0.065726	0.035694	0.034833	0.089055	0.010019	0.012933	0.055717	0.035391	0.117980	0.046600	0.047266	0.443425
going	0.002175	0.021738	0.014732	0.020960	0.046917	0.003606	0.011273	0.060634	0.044562	0.139755	0.033145	0.012600	0.587903
to	0.001942	0.017412	0.011784	0.011515	0.028863	0.003330	0.015526	0.131984	0.087259	0.166000	0.030927	0.018035	0.475422
college	0.001825	0.024463	0.015191	0.017680	0.039358	0.002271	0.009281	0.061977	0.062218	0.102836	0.019781	0.014090	0.629028
yet	0.004618	0.063893	0.019410	0.041863	0.025444	0.008122	0.012821	0.016206	0.015209	0.034850	0.090476	0.048418	0.618672
.	0.002263	0.033110	0.010830	0.033836	0.035707	0.048132	0.038676	0.033671	0.013415	0.032610	0.026838	0.031401	0.659512
[SEP]	0.000773	0.000550	0.000085	0.000292	0.000409	0.000433	0.000187	0.000235	0.000234	0.000315	0.000282	0.000931	0.995275
