TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.079160	0.007214	0.002120	0.007024	0.002366	0.030217	0.004943	0.001695	0.000823	0.000765	0.003751	0.056151	0.803772
None	0.084388	0.024862	0.020018	0.025238	0.011795	0.016768	0.014031	0.023053	0.009049	0.009214	0.034139	0.089478	0.637966
of	0.059582	0.054447	0.010746	0.014616	0.011394	0.088536	0.038660	0.020078	0.007050	0.024078	0.080631	0.159674	0.430510
the	0.074202	0.043349	0.014639	0.025076	0.012800	0.308144	0.108845	0.027070	0.004585	0.006726	0.085196	0.147922	0.141447
kids	0.023630	0.021158	0.011134	0.040976	0.042644	0.150742	0.108112	0.082472	0.064683	0.063665	0.097673	0.075084	0.218028
will	0.106812	0.031093	0.022133	0.017238	0.006111	0.358012	0.033364	0.007565	0.002850	0.000964	0.060878	0.164465	0.188514
be	0.084264	0.039062	0.015636	0.014074	0.012387	0.173180	0.057600	0.011283	0.009146	0.003897	0.154467	0.074002	0.351002
going	0.026875	0.082257	0.009010	0.031403	0.042138	0.111576	0.194202	0.031188	0.034578	0.009765	0.133271	0.030049	0.263687
to	0.057120	0.070211	0.012505	0.034883	0.044066	0.036140	0.051859	0.020565	0.016146	0.029708	0.213512	0.051613	0.361671
college	0.017253	0.017126	0.003320	0.009370	0.079389	0.032930	0.049941	0.086942	0.116553	0.079508	0.065711	0.025609	0.416347
yet	0.023529	0.035441	0.004099	0.005219	0.000578	0.028402	0.023888	0.001368	0.005957	0.000556	0.003631	0.068875	0.798457
.	0.085837	0.045453	0.013919	0.024362	0.005529	0.124127	0.014165	0.002838	0.001719	0.000944	0.007307	0.101793	0.572009
[SEP]	0.001788	0.000869	0.000502	0.000321	0.000868	0.000134	0.000230	0.000102	0.000583	0.000299	0.000346	0.001475	0.992482
