TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.015081	0.013576	0.008113	0.020847	0.021316	0.003612	0.001358	0.007087	0.002479	0.012591	0.000454	0.017159	0.876328
None	0.003422	0.008835	0.006050	0.025452	0.033657	0.019778	0.009830	0.058690	0.025592	0.013541	0.002648	0.007742	0.784763
of	0.003520	0.007190	0.002345	0.029413	0.130351	0.011583	0.006397	0.034176	0.004303	0.025881	0.001978	0.010014	0.732849
the	0.005273	0.008559	0.005007	0.028857	0.116305	0.008267	0.004027	0.011724	0.002383	0.021658	0.001262	0.007467	0.779211
kids	0.002689	0.005197	0.001645	0.004139	0.017674	0.001014	0.000740	0.004833	0.002135	0.022929	0.000578	0.001963	0.934463
will	0.002228	0.021716	0.004633	0.014904	0.009356	0.012381	0.014087	0.030438	0.007326	0.016648	0.009231	0.023868	0.833184
be	0.001940	0.025021	0.007588	0.019259	0.025140	0.013451	0.016253	0.100518	0.045845	0.062398	0.008968	0.007373	0.666248
going	0.001711	0.006012	0.002255	0.003930	0.016993	0.002062	0.003325	0.036103	0.020848	0.198332	0.001447	0.001086	0.705895
to	0.000968	0.003293	0.000307	0.001048	0.012580	0.001063	0.001530	0.054482	0.021877	0.486467	0.000685	0.001147	0.414554
college	0.005450	0.005849	0.002840	0.004406	0.053798	0.000995	0.001271	0.023991	0.029542	0.083096	0.000391	0.001400	0.786971
yet	0.003658	0.013192	0.014092	0.023106	0.027924	0.016155	0.021038	0.083797	0.039922	0.041254	0.007926	0.002547	0.705389
.	0.004137	0.035537	0.005359	0.021515	0.007240	0.045259	0.010000	0.017358	0.009579	0.007055	0.005698	0.048367	0.782896
[SEP]	0.020487	0.003651	0.001606	0.002805	0.001825	0.001526	0.000816	0.001272	0.000630	0.001762	0.000878	0.009671	0.953070
