TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.059171	0.017460	0.002458	0.031295	0.005337	0.022731	0.005338	0.002295	0.000445	0.009811	0.001201	0.034601	0.807858
None	0.005309	0.177231	0.042607	0.043481	0.013256	0.062198	0.027314	0.013922	0.003217	0.008426	0.028943	0.011175	0.562920
of	0.004856	0.686207	0.032629	0.060177	0.027924	0.029795	0.030863	0.007508	0.001285	0.007139	0.014681	0.004967	0.091969
the	0.006169	0.626764	0.048973	0.032660	0.023085	0.034023	0.031456	0.016986	0.002540	0.015715	0.019853	0.013040	0.128737
kids	0.004639	0.213665	0.015141	0.028283	0.026991	0.008758	0.009245	0.007254	0.001413	0.013063	0.007633	0.005214	0.658702
will	0.003151	0.749117	0.001802	0.003986	0.001751	0.008852	0.024452	0.003207	0.001607	0.002172	0.137639	0.006464	0.055800
be	0.000665	0.814471	0.002264	0.002394	0.001095	0.008222	0.011784	0.002880	0.001140	0.002599	0.139782	0.001019	0.011685
going	0.002063	0.439751	0.034663	0.007751	0.006921	0.010504	0.039002	0.019101	0.034623	0.045218	0.120067	0.002956	0.237381
to	0.003891	0.124519	0.011026	0.006008	0.004439	0.014559	0.045399	0.146274	0.030494	0.057954	0.298370	0.009359	0.247707
college	0.002551	0.091729	0.000394	0.000925	0.003671	0.004627	0.014953	0.012183	0.007518	0.004712	0.078907	0.006357	0.771474
yet	0.008565	0.210214	0.014230	0.007780	0.002915	0.007636	0.021096	0.003745	0.017808	0.016447	0.007997	0.031188	0.650379
.	0.007612	0.046942	0.006612	0.009104	0.005671	0.023058	0.009762	0.003455	0.003061	0.021984	0.012317	0.047483	0.802939
[SEP]	0.004921	0.004799	0.001740	0.001872	0.001286	0.002145	0.001027	0.000471	0.000299	0.000747	0.002220	0.005221	0.973253
