TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.002094	0.046356	0.003846	0.013662	0.001172	0.118477	0.010134	0.001507	0.002980	0.002751	0.044597	0.730056	0.022371
None	0.034579	0.021600	0.002033	0.005437	0.001011	0.034109	0.005267	0.001629	0.000590	0.001224	0.008544	0.055337	0.828640
of	0.059327	0.183528	0.012594	0.009567	0.002798	0.103648	0.029508	0.006681	0.000767	0.003133	0.029629	0.066669	0.492150
the	0.040197	0.056023	0.010568	0.013246	0.004942	0.059543	0.013734	0.004550	0.001640	0.003030	0.020713	0.061505	0.710309
kids	0.059012	0.152069	0.049308	0.065290	0.014752	0.073509	0.066545	0.020239	0.002839	0.003804	0.021005	0.039231	0.432395
will	0.076412	0.109027	0.010441	0.049431	0.013110	0.053406	0.004591	0.000653	0.000388	0.003282	0.011044	0.091672	0.576544
be	0.024472	0.162376	0.008260	0.007225	0.003688	0.115953	0.035831	0.006783	0.001042	0.003048	0.022192	0.042565	0.566564
going	0.020141	0.100956	0.004979	0.005100	0.002364	0.077295	0.109496	0.024660	0.004058	0.004555	0.039615	0.024973	0.581808
to	0.016536	0.082182	0.004532	0.003069	0.004597	0.061302	0.071502	0.037553	0.005655	0.013315	0.047393	0.013031	0.639332
college	0.059741	0.045583	0.002953	0.002727	0.001842	0.061323	0.121038	0.137837	0.049151	0.020694	0.095695	0.047085	0.354331
yet	0.035338	0.076454	0.003604	0.007442	0.002464	0.087851	0.036054	0.004629	0.001680	0.004543	0.010106	0.047783	0.682052
.	0.033687	0.024874	0.002264	0.009099	0.002912	0.095628	0.008042	0.001998	0.001683	0.003348	0.015643	0.115126	0.685695
[SEP]	0.046539	0.008290	0.004421	0.012926	0.012799	0.021648	0.008037	0.010410	0.011126	0.018216	0.012690	0.037037	0.795862
