TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.091885	0.025724	0.013367	0.080746	0.186234	0.214759	0.032770	0.070622	0.038887	0.092368	0.023906	0.023112	0.105621
None	0.018533	0.039189	0.017284	0.035189	0.085522	0.054534	0.024932	0.029182	0.007858	0.058343	0.009558	0.093932	0.525943
of	0.032003	0.052989	0.029244	0.060091	0.120447	0.305703	0.022927	0.010917	0.002923	0.024310	0.008505	0.097647	0.232294
the	0.019006	0.029781	0.015845	0.025250	0.130119	0.148011	0.025995	0.025265	0.011514	0.070408	0.015945	0.164438	0.318423
kids	0.028611	0.029878	0.008720	0.051496	0.034123	0.159896	0.007917	0.007630	0.002562	0.011278	0.006754	0.111135	0.539999
will	0.014880	0.018798	0.014136	0.048308	0.300628	0.063380	0.052519	0.030045	0.017533	0.055231	0.011165	0.070600	0.302778
be	0.029808	0.041852	0.026696	0.058187	0.162097	0.090688	0.023602	0.022242	0.005132	0.033507	0.006638	0.064359	0.435190
going	0.031250	0.051996	0.019288	0.076129	0.061542	0.075419	0.012905	0.005187	0.001459	0.005701	0.003463	0.070900	0.584761
to	0.023824	0.064027	0.018539	0.079580	0.041590	0.105192	0.015834	0.003657	0.000937	0.004349	0.007427	0.051025	0.584018
college	0.018752	0.014375	0.004489	0.028769	0.018126	0.041635	0.004971	0.003087	0.001207	0.002852	0.005928	0.057416	0.798392
yet	0.024913	0.009289	0.004151	0.015034	0.082960	0.015901	0.008977	0.021796	0.010309	0.086720	0.008880	0.074930	0.636141
.	0.008334	0.029447	0.008954	0.018602	0.084523	0.079642	0.015180	0.016459	0.009664	0.100438	0.011833	0.169837	0.447088
[SEP]	0.015791	0.022357	0.006886	0.013397	0.027961	0.030060	0.016459	0.013134	0.011575	0.031126	0.015034	0.009152	0.787067
