TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.790655	0.024384	0.000265	0.000567	0.001458	0.001049	0.000268	0.001113	0.000321	0.002290	0.005001	0.031586	0.141042
None	0.014283	0.137094	0.052325	0.085208	0.074519	0.032869	0.013370	0.092636	0.043327	0.010451	0.081770	0.029660	0.332489
of	0.010260	0.317442	0.038449	0.047200	0.093881	0.053150	0.014350	0.060221	0.031355	0.037866	0.106665	0.021565	0.167593
the	0.008515	0.069165	0.089667	0.121359	0.152646	0.060933	0.043663	0.113402	0.027376	0.063041	0.087339	0.028657	0.134237
kids	0.018457	0.027582	0.110346	0.028300	0.079900	0.044569	0.039104	0.102597	0.016846	0.446827	0.026652	0.009172	0.049647
will	0.013846	0.030252	0.074457	0.027683	0.090739	0.037624	0.113920	0.390180	0.031841	0.028552	0.060827	0.027793	0.072286
be	0.019536	0.069005	0.097000	0.014008	0.029232	0.125263	0.015056	0.325571	0.030757	0.088103	0.078084	0.012454	0.095933
going	0.010935	0.046394	0.053477	0.025033	0.041036	0.111311	0.114786	0.065850	0.051626	0.194175	0.189345	0.029915	0.066117
to	0.003852	0.058319	0.045534	0.014803	0.008657	0.023587	0.020569	0.630409	0.011996	0.018544	0.082992	0.012636	0.068102
college	0.015002	0.004504	0.025914	0.032625	0.151975	0.032074	0.030780	0.130034	0.087376	0.061582	0.041598	0.027454	0.359081
yet	0.039964	0.095033	0.033862	0.007783	0.021828	0.039353	0.029581	0.174602	0.038055	0.180517	0.054519	0.053398	0.231506
.	0.014387	0.049852	0.033530	0.060698	0.008942	0.015576	0.028521	0.009218	0.052823	0.025392	0.064303	0.020714	0.616045
[SEP]	0.041207	0.023605	0.003630	0.006673	0.006073	0.003919	0.006189	0.015888	0.005715	0.011119	0.037231	0.156494	0.682257
