TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.019672	0.081355	0.020470	0.082025	0.020049	0.120429	0.096425	0.019929	0.006231	0.025465	0.105614	0.043954	0.358382
None	0.005364	0.408137	0.039798	0.088165	0.024433	0.053291	0.058217	0.012611	0.004163	0.009453	0.033363	0.005179	0.257826
of	0.021700	0.069102	0.312123	0.112525	0.043453	0.059544	0.140297	0.048193	0.032016	0.016003	0.030716	0.009851	0.104477
the	0.019214	0.077775	0.051894	0.374054	0.014685	0.084504	0.104542	0.017854	0.014402	0.008584	0.014133	0.015763	0.202594
kids	0.008447	0.014002	0.014570	0.014531	0.676822	0.011793	0.018710	0.025942	0.007909	0.011842	0.004156	0.001736	0.189540
will	0.012335	0.034333	0.008816	0.038703	0.016628	0.450829	0.109763	0.018737	0.003866	0.006405	0.026373	0.017796	0.255416
be	0.004088	0.018423	0.008911	0.015945	0.009633	0.049068	0.675247	0.066356	0.023874	0.023008	0.011974	0.003761	0.089715
going	0.004415	0.004777	0.001793	0.001604	0.005431	0.003712	0.053597	0.721708	0.121602	0.060756	0.008372	0.001308	0.010926
to	0.001535	0.000322	0.000420	0.000654	0.000437	0.000330	0.009031	0.044887	0.931197	0.008868	0.000554	0.000306	0.001460
college	0.004132	0.002685	0.000993	0.001581	0.006497	0.001473	0.014388	0.087533	0.039114	0.792977	0.007519	0.001193	0.039917
yet	0.012437	0.028320	0.004171	0.007414	0.006085	0.060580	0.050490	0.044506	0.005400	0.078583	0.579432	0.013454	0.109126
.	0.021332	0.039866	0.021480	0.053361	0.005593	0.154512	0.052861	0.014706	0.007652	0.017499	0.045004	0.182417	0.383717
[SEP]	0.036817	0.057001	0.048670	0.072115	0.085282	0.084020	0.062844	0.054055	0.034732	0.083122	0.064497	0.074919	0.241924
