TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.000005	0.000003	0.000399	0.000429	0.000001	0.000038	0.000083	0.000031	0.000264	0.000001	0.000173	0.000001	0.998571
None	0.018391	0.038652	0.098435	0.051366	0.020082	0.146470	0.031964	0.095161	0.079481	0.008625	0.377917	0.007549	0.025906
of	0.010951	0.061509	0.025791	0.023446	0.008036	0.020863	0.022312	0.012018	0.121241	0.010222	0.013851	0.664440	0.005320
the	0.040402	0.034992	0.022780	0.008568	0.009387	0.008462	0.018583	0.009592	0.046063	0.016424	0.011368	0.766928	0.006452
kids	0.009056	0.097372	0.052737	0.011176	0.374802	0.070238	0.031949	0.132989	0.013428	0.120647	0.037999	0.019498	0.028108
will	0.096196	0.109205	0.053224	0.026621	0.224763	0.024441	0.046231	0.079804	0.081550	0.102804	0.055432	0.063011	0.036718
be	0.028926	0.144649	0.054429	0.044065	0.041665	0.088454	0.017559	0.081018	0.305220	0.040629	0.055205	0.087112	0.011069
going	0.059022	0.106546	0.057972	0.039340	0.212628	0.087999	0.052328	0.055549	0.134917	0.083949	0.060196	0.034281	0.015273
to	0.033679	0.047123	0.039299	0.022781	0.022429	0.025339	0.030992	0.024740	0.090127	0.015031	0.013565	0.625565	0.009328
college	0.004240	0.054669	0.020290	0.006888	0.636111	0.026967	0.017526	0.053224	0.010692	0.112368	0.035352	0.015660	0.006011
yet	0.015833	0.071215	0.053879	0.090879	0.214442	0.081102	0.043314	0.078374	0.229040	0.070767	0.016927	0.027843	0.006384
.	0.021003	0.037704	0.018118	0.009417	0.004358	0.003917	0.011738	0.004712	0.042228	0.009409	0.006272	0.829754	0.001369
[SEP]	0.092842	0.023571	0.048388	0.246892	0.008559	0.060812	0.042092	0.026994	0.346417	0.007684	0.030527	0.037775	0.027448
