TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.014334	0.002072	0.000263	0.004923	0.006330	0.001698	0.001390	0.000367	0.000714	0.000558	0.001773	0.217550	0.748027
None	0.013375	0.004124	0.001345	0.007688	0.007099	0.007123	0.001365	0.000332	0.000214	0.000205	0.004216	0.002642	0.950273
of	0.034392	0.103494	0.004488	0.008984	0.014086	0.025901	0.002736	0.001037	0.000508	0.000323	0.024319	0.002413	0.777319
the	0.068077	0.126674	0.044089	0.028447	0.011732	0.041549	0.010681	0.003484	0.002201	0.000309	0.008373	0.003010	0.651375
kids	0.023684	0.221541	0.108111	0.279194	0.011501	0.011177	0.004281	0.005591	0.011151	0.001607	0.003308	0.000579	0.318273
will	0.035731	0.006272	0.002273	0.007466	0.034865	0.034196	0.007385	0.003355	0.000933	0.000972	0.007463	0.002031	0.857057
be	0.025159	0.005113	0.001608	0.004538	0.020503	0.333249	0.045254	0.024031	0.002741	0.001751	0.021854	0.015412	0.498787
going	0.014561	0.008583	0.000993	0.006605	0.015678	0.227656	0.186932	0.034531	0.013197	0.002588	0.077250	0.003334	0.408092
to	0.010063	0.007630	0.001205	0.008439	0.016242	0.121437	0.095892	0.107628	0.043757	0.007781	0.067255	0.003184	0.509485
college	0.006865	0.027551	0.003264	0.020762	0.037924	0.067505	0.067691	0.125989	0.326160	0.042149	0.095051	0.002452	0.176637
yet	0.028859	0.001566	0.000361	0.000839	0.006429	0.019420	0.008152	0.003336	0.003944	0.012076	0.003411	0.008933	0.902673
.	0.038858	0.014435	0.001308	0.002136	0.003340	0.009046	0.005314	0.002376	0.003101	0.005196	0.030985	0.124761	0.759145
[SEP]	0.016239	0.006337	0.004595	0.029520	0.012933	0.017348	0.014800	0.007078	0.008099	0.007022	0.003439	0.003611	0.868980
