TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.205937	0.008142	0.035074	0.024494	0.005344	0.009472	0.010681	0.013602	0.022896	0.009547	0.010019	0.046059	0.598733
None	0.267378	0.086864	0.002986	0.000647	0.000022	0.000019	0.000081	0.000091	0.000207	0.000042	0.000125	0.007940	0.633599
of	0.267700	0.000154	0.083503	0.001728	0.000019	0.000142	0.000037	0.000108	0.000632	0.000034	0.000019	0.002697	0.643226
the	0.384911	0.002217	0.025467	0.071027	0.000291	0.000144	0.000232	0.000155	0.000854	0.000548	0.000032	0.009013	0.505109
kids	0.357442	0.000693	0.003097	0.004458	0.334601	0.000280	0.000062	0.000301	0.000098	0.001027	0.000011	0.006835	0.291094
will	0.303799	0.000427	0.010661	0.005472	0.000392	0.355838	0.000806	0.001806	0.000671	0.000024	0.000048	0.012806	0.307250
be	0.299478	0.009660	0.013072	0.030598	0.001386	0.002605	0.333191	0.000863	0.000207	0.000127	0.000044	0.004124	0.304644
going	0.370873	0.006482	0.012013	0.008423	0.001806	0.007363	0.001823	0.302584	0.000193	0.000021	0.000025	0.003554	0.284839
to	0.440732	0.004478	0.088364	0.055041	0.001321	0.009366	0.000972	0.001362	0.039953	0.000204	0.000207	0.004611	0.353388
college	0.400381	0.001009	0.007351	0.026584	0.012147	0.001021	0.000767	0.000234	0.004772	0.162229	0.000155	0.012834	0.370516
yet	0.237137	0.139020	0.012301	0.019325	0.002726	0.014123	0.007284	0.002697	0.003634	0.000336	0.381152	0.004799	0.175466
.	0.309996	0.036129	0.029097	0.113260	0.022650	0.041796	0.030100	0.005742	0.021267	0.007034	0.009236	0.031046	0.342647
[SEP]	0.263446	0.018198	0.068316	0.042583	0.014114	0.012426	0.010468	0.023991	0.029420	0.005436	0.008621	0.034838	0.468145
