TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.007890	0.311660	0.005422	0.004621	0.020426	0.025547	0.016465	0.009260	0.009969	0.016045	0.006416	0.024411	0.541868
None	0.004759	0.002402	0.000353	0.001991	0.000817	0.023141	0.002304	0.002572	0.000857	0.002706	0.001115	0.004177	0.952805
of	0.012694	0.012496	0.003674	0.010302	0.006115	0.003142	0.000344	0.000856	0.000562	0.003924	0.003023	0.011308	0.931559
the	0.011727	0.011922	0.009643	0.012305	0.005134	0.006886	0.001398	0.001437	0.000860	0.003830	0.004256	0.007216	0.923385
kids	0.017371	0.011921	0.006715	0.014214	0.007835	0.007883	0.003114	0.008279	0.002676	0.002662	0.005931	0.014766	0.896633
will	0.043809	0.031798	0.005843	0.009523	0.008921	0.040298	0.000448	0.001532	0.001376	0.003935	0.006465	0.062235	0.783818
be	0.017754	0.018914	0.002296	0.001153	0.004310	0.605815	0.013401	0.002825	0.000469	0.002560	0.003975	0.020653	0.305874
going	0.007195	0.003056	0.008320	0.003717	0.010179	0.096635	0.038784	0.010675	0.005812	0.009475	0.008421	0.006724	0.791008
to	0.013084	0.004702	0.005209	0.002603	0.004913	0.028027	0.021961	0.411687	0.021603	0.014747	0.058499	0.013880	0.399085
college	0.008268	0.003984	0.000799	0.001222	0.007061	0.018234	0.041962	0.142598	0.050013	0.029401	0.017290	0.011275	0.667893
yet	0.009585	0.025524	0.000721	0.002548	0.001937	0.121980	0.289064	0.019795	0.004755	0.002775	0.002458	0.018264	0.500593
.	0.005555	0.020986	0.000688	0.000596	0.003288	0.009259	0.006563	0.002790	0.001245	0.004800	0.001252	0.006089	0.936889
[SEP]	0.004155	0.002488	0.001197	0.003261	0.000957	0.004714	0.005648	0.002733	0.003752	0.001873	0.001516	0.001892	0.965814
