TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.171972	0.009078	0.005321	0.015566	0.029731	0.012976	0.007298	0.031417	0.009519	0.051302	0.010113	0.032133	0.613575
None	0.015170	0.012335	0.016985	0.021787	0.013617	0.018300	0.015300	0.011682	0.019588	0.027402	0.014453	0.052866	0.760515
of	0.012160	0.026793	0.011373	0.022922	0.033541	0.076168	0.047813	0.050762	0.014732	0.017887	0.029496	0.021801	0.634551
the	0.017640	0.042626	0.016817	0.028627	0.043227	0.101257	0.035449	0.089151	0.018086	0.033050	0.022969	0.033019	0.518082
kids	0.008856	0.007535	0.007382	0.016061	0.014911	0.014991	0.009639	0.031338	0.015010	0.026988	0.006973	0.018602	0.821715
will	0.005980	0.011337	0.018310	0.016472	0.030217	0.174261	0.118451	0.038331	0.016255	0.033634	0.011556	0.028777	0.496419
be	0.001947	0.007448	0.011058	0.009001	0.011861	0.049407	0.026552	0.018269	0.009463	0.007714	0.005873	0.009322	0.832084
going	0.003052	0.004309	0.005420	0.004561	0.011733	0.006448	0.008416	0.011795	0.006465	0.006222	0.004799	0.010588	0.916192
to	0.003717	0.006988	0.005928	0.014925	0.014608	0.038672	0.020282	0.025203	0.004409	0.009139	0.006964	0.008544	0.840621
college	0.025461	0.006197	0.005483	0.008336	0.014481	0.005773	0.004227	0.007742	0.007959	0.018914	0.006211	0.018049	0.871165
yet	0.001824	0.002302	0.006762	0.007992	0.001292	0.014461	0.012842	0.002783	0.003431	0.001066	0.003233	0.023858	0.918154
.	0.015546	0.035107	0.021634	0.023058	0.055671	0.116552	0.028035	0.089852	0.015817	0.025347	0.018772	0.071435	0.483172
[SEP]	0.005275	0.000669	0.002018	0.002229	0.001381	0.001281	0.000552	0.000641	0.000934	0.000927	0.001386	0.015259	0.967448
