TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.791977	0.003447	0.018986	0.014522	0.011286	0.009223	0.005179	0.007577	0.020485	0.026137	0.008186	0.034041	0.048954
None	0.374596	0.011685	0.050866	0.083910	0.009760	0.032483	0.025394	0.027402	0.098691	0.015195	0.036354	0.095165	0.138501
of	0.353581	0.020984	0.036050	0.144551	0.025438	0.018719	0.021576	0.031439	0.079199	0.027333	0.035020	0.117446	0.088664
the	0.194467	0.024498	0.088430	0.166382	0.024376	0.026026	0.030179	0.034477	0.104413	0.019764	0.033630	0.156180	0.097179
kids	0.228722	0.051930	0.058611	0.068379	0.015778	0.042393	0.041235	0.054399	0.143502	0.016828	0.052573	0.111028	0.114623
will	0.241411	0.036749	0.059878	0.069389	0.021459	0.052867	0.037099	0.048347	0.056244	0.020467	0.044213	0.165517	0.146360
be	0.290164	0.018833	0.055720	0.163098	0.012540	0.016179	0.012563	0.014762	0.084440	0.014093	0.027743	0.163834	0.126031
going	0.177278	0.033502	0.060304	0.223806	0.013413	0.014150	0.042835	0.028891	0.102013	0.016870	0.031359	0.114025	0.141555
to	0.114217	0.029945	0.110393	0.146055	0.027724	0.016516	0.034546	0.038526	0.149391	0.020206	0.025165	0.167114	0.120201
college	0.103029	0.040131	0.032870	0.077323	0.084270	0.044515	0.073214	0.063509	0.070786	0.057270	0.046576	0.080389	0.226117
yet	0.148367	0.032876	0.050466	0.178477	0.010675	0.018156	0.024896	0.017966	0.127262	0.015147	0.016442	0.145581	0.213689
.	0.101777	0.032097	0.067188	0.189029	0.029831	0.030289	0.036836	0.042715	0.087029	0.043053	0.040395	0.137325	0.162436
[SEP]	0.658768	0.002526	0.026183	0.038132	0.001819	0.003452	0.002562	0.002553	0.029126	0.006295	0.005386	0.044808	0.178390
