TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.763833	0.026602	0.029648	0.036998	0.006369	0.012068	0.008046	0.011066	0.015733	0.002966	0.010191	0.039161	0.037319
None	0.887751	0.015780	0.054798	0.030972	0.000972	0.005191	0.000252	0.000010	0.001024	0.000087	0.000154	0.000343	0.002668
of	0.187151	0.798263	0.005848	0.007724	0.000300	0.000052	0.000063	0.000001	0.000060	0.000017	0.000004	0.000052	0.000464
the	0.682051	0.185765	0.106817	0.023475	0.000579	0.000235	0.000411	0.000016	0.000028	0.000008	0.000091	0.000108	0.000417
kids	0.503657	0.002089	0.069655	0.404585	0.007907	0.003158	0.004075	0.002833	0.001210	0.000030	0.000065	0.000387	0.000349
will	0.691642	0.008337	0.041795	0.158610	0.016252	0.021156	0.003080	0.004495	0.051459	0.000019	0.000006	0.000884	0.002265
be	0.174017	0.000943	0.002076	0.011939	0.000807	0.757600	0.000139	0.048023	0.003783	0.000028	0.000106	0.000037	0.000503
going	0.438709	0.003981	0.004099	0.005492	0.000458	0.012133	0.490253	0.003006	0.039904	0.000591	0.000179	0.000846	0.000347
to	0.210717	0.000019	0.001093	0.003075	0.000031	0.001118	0.016850	0.747459	0.011826	0.000061	0.001457	0.004701	0.001592
college	0.724412	0.000157	0.000556	0.012425	0.037036	0.000291	0.000865	0.008445	0.109552	0.023364	0.001866	0.044976	0.036057
yet	0.485800	0.017692	0.000375	0.000270	0.000050	0.008338	0.003723	0.000596	0.349321	0.003656	0.002923	0.018768	0.108487
.	0.875962	0.000701	0.000332	0.000157	0.000004	0.000097	0.000578	0.000333	0.016299	0.000417	0.016807	0.047210	0.041104
[SEP]	0.905982	0.000057	0.000389	0.000284	0.000029	0.000013	0.000047	0.000356	0.000903	0.000627	0.002027	0.044164	0.045122
