TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.247979	0.058861	0.039605	0.044273	0.022166	0.073189	0.054554	0.076803	0.038104	0.025806	0.067879	0.075924	0.174855
None	0.244230	0.017488	0.014468	0.015613	0.012913	0.079048	0.023257	0.060488	0.039151	0.045044	0.043320	0.020805	0.384173
of	0.643059	0.008978	0.004880	0.011235	0.004751	0.033713	0.011537	0.025890	0.010366	0.007843	0.012169	0.030390	0.195188
the	0.427011	0.030467	0.028366	0.015548	0.008202	0.065894	0.022831	0.031787	0.027026	0.006257	0.026458	0.058244	0.251906
kids	0.551212	0.004498	0.006546	0.049855	0.030034	0.042344	0.021998	0.032381	0.025537	0.084005	0.009800	0.045701	0.096088
will	0.344296	0.007217	0.001655	0.002619	0.004941	0.401355	0.010932	0.055482	0.002647	0.001360	0.014273	0.011898	0.141327
be	0.538401	0.004894	0.003760	0.007278	0.013673	0.160675	0.004248	0.083298	0.007264	0.003042	0.013192	0.021931	0.138345
going	0.485705	0.006359	0.002360	0.008004	0.005648	0.185475	0.017808	0.120952	0.006054	0.010622	0.032759	0.015937	0.102316
to	0.602869	0.012697	0.013538	0.012594	0.003861	0.043237	0.012306	0.039843	0.007711	0.013483	0.029257	0.025456	0.183148
college	0.404584	0.002065	0.009118	0.097894	0.047556	0.007065	0.022046	0.042625	0.049036	0.222993	0.007826	0.054416	0.032776
yet	0.552585	0.008003	0.002561	0.012859	0.001343	0.029184	0.005044	0.019371	0.006281	0.003096	0.012119	0.015539	0.332016
.	0.463438	0.023192	0.009332	0.011874	0.005998	0.040600	0.014374	0.030897	0.005307	0.004972	0.028640	0.033174	0.328204
[SEP]	0.789266	0.004837	0.009957	0.031255	0.005251	0.006293	0.004091	0.005361	0.008797	0.018229	0.002085	0.063573	0.051006
