TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.326271	0.011976	0.004528	0.017261	0.101590	0.029058	0.007121	0.011212	0.021817	0.126010	0.006154	0.051532	0.285470
None	0.068383	0.031039	0.007369	0.038943	0.049409	0.152153	0.018807	0.032187	0.029697	0.105081	0.085718	0.091072	0.290142
of	0.033148	0.036400	0.007226	0.025259	0.017739	0.094578	0.015785	0.017653	0.031707	0.015108	0.111807	0.072110	0.521480
the	0.047585	0.057925	0.014450	0.031219	0.037096	0.074840	0.020663	0.012287	0.045009	0.148078	0.038244	0.063825	0.408780
kids	0.213860	0.026567	0.006183	0.035256	0.018634	0.066646	0.024012	0.011843	0.034807	0.062991	0.139349	0.071319	0.288532
will	0.091581	0.288557	0.009447	0.029487	0.124180	0.031205	0.024346	0.017716	0.019523	0.058882	0.090768	0.068466	0.145841
be	0.044968	0.053726	0.006153	0.021804	0.033480	0.070086	0.019609	0.018277	0.032893	0.032083	0.064686	0.055104	0.547133
going	0.123290	0.079172	0.006577	0.020127	0.085138	0.026312	0.025033	0.010307	0.021884	0.207957	0.052598	0.121610	0.219996
to	0.077362	0.031739	0.008866	0.024390	0.081117	0.052550	0.023163	0.037282	0.034211	0.128540	0.104779	0.063648	0.332352
college	0.280750	0.031280	0.005832	0.055563	0.052456	0.076715	0.012824	0.009606	0.026086	0.007255	0.063802	0.099645	0.278186
yet	0.040415	0.099696	0.013658	0.021172	0.056356	0.086308	0.033580	0.021489	0.038856	0.045294	0.025310	0.039570	0.478297
.	0.057799	0.026050	0.009104	0.027046	0.093637	0.182910	0.014425	0.027806	0.047804	0.151313	0.056654	0.091567	0.213886
[SEP]	0.042238	0.010819	0.004609	0.012723	0.020319	0.014812	0.005824	0.006659	0.009882	0.015037	0.017861	0.029610	0.809607
