TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.027429	0.153037	0.033487	0.128803	0.101577	0.221879	0.059606	0.020577	0.014315	0.015003	0.074168	0.045553	0.104567
None	0.042830	0.062569	0.037920	0.068121	0.056234	0.042837	0.069229	0.096331	0.060151	0.039235	0.018215	0.024990	0.381338
of	0.022155	0.010956	0.021770	0.047376	0.103788	0.057838	0.077632	0.094102	0.070827	0.057339	0.006974	0.018510	0.410733
the	0.024963	0.034009	0.019960	0.052153	0.134104	0.167821	0.135646	0.115673	0.086147	0.037677	0.015007	0.019801	0.157038
kids	0.011190	0.013706	0.020469	0.027166	0.131960	0.028552	0.078158	0.181206	0.118942	0.092201	0.005630	0.008186	0.282634
will	0.064500	0.019435	0.011802	0.031010	0.091035	0.149399	0.061411	0.068300	0.048610	0.057383	0.041673	0.028382	0.327060
be	0.033214	0.016655	0.016549	0.032253	0.085733	0.028290	0.098428	0.143495	0.113429	0.061273	0.024866	0.018759	0.327058
going	0.003130	0.006370	0.018391	0.023412	0.147028	0.011835	0.063739	0.149165	0.177175	0.144595	0.008137	0.008771	0.238251
to	0.001827	0.005357	0.014288	0.010904	0.095226	0.004150	0.033188	0.124957	0.133499	0.148674	0.003825	0.009805	0.414299
college	0.001420	0.008489	0.011333	0.018632	0.147208	0.004074	0.035654	0.100326	0.062574	0.055665	0.002702	0.010314	0.541609
yet	0.024502	0.023429	0.010373	0.048532	0.063898	0.044446	0.054152	0.037417	0.011033	0.022605	0.030835	0.035240	0.593539
.	0.016574	0.060389	0.021210	0.077110	0.065056	0.098192	0.039930	0.016919	0.015007	0.012206	0.031273	0.033762	0.512370
[SEP]	0.011037	0.009748	0.004393	0.007896	0.016643	0.008060	0.008339	0.016376	0.016592	0.014901	0.010980	0.028800	0.846236
