TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.015558	0.010823	0.000561	0.003923	0.015024	0.002095	0.002103	0.007282	0.004486	0.014483	0.005721	0.048527	0.869414
None	0.006313	0.005623	0.001022	0.007527	0.007425	0.010009	0.005395	0.003696	0.000662	0.002793	0.001159	0.010167	0.938209
of	0.052076	0.084682	0.003813	0.069633	0.157197	0.008333	0.009956	0.002655	0.000812	0.015318	0.008559	0.020654	0.566313
the	0.055994	0.395968	0.018074	0.027578	0.180222	0.023713	0.013405	0.021929	0.003239	0.023464	0.016244	0.031814	0.188356
kids	0.034533	0.406954	0.027903	0.048040	0.094514	0.023274	0.021807	0.064789	0.006502	0.025664	0.016415	0.010510	0.219094
will	0.076449	0.015073	0.009074	0.044914	0.149128	0.021777	0.007246	0.008875	0.005348	0.021772	0.010007	0.064836	0.565500
be	0.016702	0.002471	0.000425	0.005100	0.065096	0.617393	0.030778	0.047551	0.003985	0.004497	0.004894	0.012225	0.188882
going	0.019599	0.017287	0.000898	0.007826	0.084927	0.205765	0.304950	0.158025	0.019901	0.025810	0.031753	0.011896	0.111364
to	0.018530	0.003011	0.000427	0.005685	0.024877	0.115637	0.315195	0.112509	0.063972	0.032617	0.041666	0.012258	0.253617
college	0.006191	0.007346	0.000278	0.004027	0.027443	0.032648	0.075089	0.539702	0.131182	0.029294	0.038422	0.006943	0.101436
yet	0.020394	0.002244	0.000273	0.009665	0.019073	0.042997	0.029822	0.051138	0.004640	0.028132	0.010148	0.078088	0.703385
.	0.019337	0.007287	0.000339	0.007334	0.016082	0.015988	0.014789	0.033934	0.029239	0.024799	0.027469	0.136434	0.666969
[SEP]	0.002977	0.010374	0.002230	0.015931	0.002379	0.005467	0.008220	0.002474	0.007988	0.002080	0.001405	0.014980	0.923494
