TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.248141	0.043270	0.021367	0.043472	0.027793	0.138905	0.035237	0.025257	0.025002	0.032963	0.055750	0.034438	0.268404
None	0.273653	0.005561	0.002608	0.006725	0.003766	0.038417	0.009831	0.004224	0.003317	0.008029	0.022890	0.137801	0.483177
of	0.160054	0.010520	0.001185	0.008351	0.009302	0.020429	0.003626	0.003413	0.001767	0.011617	0.006655	0.122027	0.641055
the	0.061730	0.012235	0.001906	0.006296	0.012929	0.012834	0.005280	0.004151	0.002015	0.018751	0.013974	0.077756	0.770144
kids	0.315454	0.005804	0.001400	0.009319	0.022267	0.012764	0.003551	0.003270	0.001110	0.027391	0.002507	0.071370	0.523792
will	0.028647	0.015262	0.002955	0.007615	0.002096	0.010936	0.004418	0.001210	0.000542	0.001165	0.013348	0.059217	0.852587
be	0.269725	0.016440	0.003761	0.017968	0.010323	0.040546	0.002624	0.003390	0.001687	0.004849	0.014818	0.082848	0.531021
going	0.472771	0.006744	0.001580	0.015541	0.006229	0.012338	0.001209	0.000593	0.000302	0.003517	0.003718	0.081540	0.393918
to	0.459778	0.009149	0.002546	0.016365	0.006527	0.008244	0.002018	0.001247	0.000523	0.004568	0.004336	0.077674	0.407025
college	0.506544	0.008163	0.002337	0.014541	0.018399	0.002848	0.002375	0.002772	0.001724	0.007458	0.002395	0.030359	0.400084
yet	0.255817	0.061336	0.004745	0.012310	0.008611	0.036334	0.012476	0.010199	0.005075	0.012090	0.003259	0.170885	0.406862
.	0.173862	0.105236	0.005893	0.015529	0.009254	0.024256	0.009094	0.004148	0.002545	0.003720	0.016405	0.158444	0.471616
[SEP]	0.297320	0.082037	0.043455	0.043105	0.035044	0.063095	0.034876	0.031543	0.029425	0.027332	0.026325	0.229735	0.056707
