TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.063565	0.056792	0.011307	0.029585	0.088326	0.019738	0.009079	0.026154	0.009452	0.024827	0.010090	0.026247	0.624838
None	0.006252	0.032253	0.011000	0.025110	0.240236	0.024489	0.029658	0.034729	0.015457	0.084433	0.144072	0.007294	0.345018
of	0.006905	0.024838	0.005291	0.017257	0.367237	0.055656	0.018366	0.019632	0.005645	0.105628	0.097889	0.007810	0.267848
the	0.007478	0.029218	0.008606	0.019050	0.462259	0.066905	0.018526	0.043481	0.009107	0.134908	0.024130	0.014363	0.161970
kids	0.010663	0.013157	0.005360	0.014428	0.196398	0.027361	0.008509	0.021472	0.003150	0.034020	0.007218	0.013710	0.644556
will	0.008233	0.076837	0.008010	0.012462	0.234309	0.032382	0.055068	0.040513	0.014058	0.151476	0.149989	0.009830	0.206833
be	0.005035	0.034500	0.002607	0.005418	0.154288	0.021629	0.045854	0.065199	0.030406	0.173494	0.312550	0.008060	0.140961
going	0.003194	0.012139	0.003131	0.005552	0.285611	0.022614	0.038018	0.066088	0.039034	0.190512	0.073417	0.004604	0.256085
to	0.003809	0.018128	0.003891	0.008356	0.124020	0.010524	0.026571	0.032683	0.021249	0.090401	0.120296	0.004313	0.535760
college	0.006510	0.024432	0.008824	0.011218	0.137222	0.027006	0.017089	0.044146	0.009428	0.045542	0.022806	0.005236	0.640541
yet	0.007730	0.049536	0.006445	0.029944	0.136697	0.062421	0.110601	0.067695	0.006193	0.049541	0.154183	0.008566	0.310448
.	0.009194	0.035719	0.009919	0.031979	0.252927	0.113453	0.061770	0.067514	0.016131	0.072307	0.154799	0.005025	0.169264
[SEP]	0.014098	0.002738	0.002868	0.005725	0.009326	0.013295	0.008010	0.007037	0.006145	0.013488	0.013105	0.007248	0.896917
