TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.663469	0.006949	0.005142	0.005728	0.019852	0.009614	0.003059	0.005981	0.002712	0.020240	0.004858	0.015036	0.237361
None	0.245898	0.016800	0.045080	0.037723	0.004577	0.078816	0.015822	0.006661	0.018867	0.008138	0.040271	0.143754	0.337593
of	0.336664	0.010231	0.014265	0.015767	0.003095	0.027179	0.004257	0.008044	0.009664	0.007385	0.015517	0.072505	0.475427
the	0.244338	0.079152	0.036483	0.032837	0.048016	0.083768	0.028337	0.027391	0.018543	0.026806	0.034144	0.134378	0.205804
kids	0.313622	0.049961	0.015617	0.015061	0.033351	0.049943	0.016956	0.008323	0.004178	0.038857	0.015480	0.137238	0.301413
will	0.109159	0.035629	0.014515	0.009501	0.038452	0.318051	0.121505	0.035501	0.001871	0.012932	0.039673	0.101593	0.161618
be	0.205570	0.006026	0.012549	0.013270	0.004256	0.372505	0.014840	0.011588	0.004888	0.003926	0.007030	0.086804	0.256747
going	0.344526	0.009065	0.020269	0.040176	0.035240	0.047476	0.031483	0.006620	0.005065	0.017702	0.010725	0.052970	0.378682
to	0.408635	0.009792	0.030833	0.037409	0.021390	0.024311	0.010898	0.013683	0.012719	0.012341	0.005767	0.057227	0.354996
college	0.333301	0.005261	0.005365	0.008773	0.041804	0.007231	0.006647	0.007304	0.002182	0.021501	0.010902	0.039126	0.510604
yet	0.269969	0.028014	0.037209	0.023074	0.003039	0.199725	0.021876	0.037255	0.009173	0.001587	0.005712	0.066475	0.296891
.	0.266289	0.015665	0.134946	0.049958	0.014293	0.017328	0.009840	0.008021	0.054792	0.008170	0.014884	0.103295	0.302520
[SEP]	0.315179	0.000843	0.036706	0.070372	0.001940	0.003766	0.002339	0.002435	0.052540	0.002415	0.002607	0.087292	0.421567
