TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.002279	0.051644	0.011897	0.030897	0.021525	0.132922	0.067776	0.026567	0.019193	0.186750	0.169149	0.054162	0.225238
None	0.029923	0.066973	0.002961	0.006436	0.009467	0.016300	0.045725	0.004321	0.000337	0.002090	0.009153	0.002410	0.803905
of	0.050824	0.016299	0.007507	0.007096	0.055593	0.011815	0.019295	0.004578	0.000327	0.003146	0.005005	0.003838	0.814678
the	0.059582	0.021905	0.014110	0.045627	0.076926	0.008626	0.016051	0.007505	0.001499	0.007134	0.010397	0.005772	0.724867
kids	0.074467	0.015964	0.016462	0.015762	0.064815	0.010593	0.013077	0.003855	0.000495	0.001037	0.002542	0.003501	0.777431
will	0.102861	0.014672	0.003125	0.005967	0.016537	0.068666	0.075742	0.013188	0.001056	0.005461	0.022886	0.004505	0.665334
be	0.054415	0.006544	0.001154	0.002180	0.008661	0.016808	0.109830	0.017568	0.002406	0.012922	0.013185	0.002095	0.752234
going	0.029309	0.001072	0.000259	0.000370	0.001834	0.002461	0.008494	0.043658	0.019752	0.021874	0.003170	0.001110	0.866636
to	0.030185	0.000207	0.000049	0.000149	0.000385	0.000832	0.002744	0.018362	0.274201	0.108599	0.007120	0.002087	0.555080
college	0.124141	0.001447	0.000503	0.000827	0.001396	0.002393	0.009146	0.014985	0.031255	0.099033	0.021864	0.003696	0.689313
yet	0.163481	0.004062	0.001039	0.001916	0.010675	0.005274	0.030461	0.019512	0.016993	0.082720	0.074066	0.007801	0.581999
.	0.040957	0.007331	0.004762	0.006477	0.005619	0.010033	0.014258	0.006004	0.002539	0.008008	0.027471	0.050276	0.816263
[SEP]	0.025770	0.009006	0.004806	0.004370	0.004251	0.005355	0.005168	0.003472	0.001514	0.003510	0.005644	0.021347	0.905787
