TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.006132	0.000312	0.000259	0.000605	0.000199	0.000541	0.000899	0.000350	0.000496	0.006630	0.000904	0.002169	0.000899	0.001709	0.000752	0.000845	0.000431	0.000204	0.000085	0.000388	0.000505	0.001776	0.000642	0.000599	0.000547	0.000146	0.000388	0.002913	0.001002	0.000033	0.000335	0.000203	0.000357	0.000440	0.000345	0.000284	0.000544	0.003670	0.001030	0.007664	0.001781	0.000499	0.000524	0.001893	0.000092	0.001870	0.000778	0.000710	0.003450	0.000336	0.000382	0.000839	0.370941	0.567674
Although	0.000509	0.006846	0.000295	0.000313	0.000096	0.000169	0.000157	0.000033	0.000025	0.000065	0.000006	0.000133	0.000005	0.000011	0.000002	0.000010	0.000020	0.000022	0.000047	0.000032	0.000011	0.000020	0.000020	0.000012	0.000057	0.000004	0.000028	0.000424	0.000124	0.000017	0.000016	0.000005	0.000052	0.000057	0.000047	0.000070	0.000072	0.000212	0.000071	0.000283	0.000142	0.000181	0.000308	0.000130	0.000039	0.000069	0.000061	0.000048	0.000057	0.000007	0.000031	0.000033	0.374306	0.614192
other	0.001841	0.014459	0.015125	0.001165	0.000923	0.004200	0.002668	0.000976	0.000409	0.000545	0.000079	0.001784	0.000055	0.000076	0.000010	0.000062	0.000353	0.000160	0.000238	0.000253	0.000299	0.000199	0.000079	0.000080	0.000191	0.000051	0.000285	0.002671	0.001153	0.000070	0.000044	0.000051	0.000580	0.000132	0.000129	0.000379	0.000289	0.000716	0.000388	0.005337	0.000410	0.000347	0.000701	0.001260	0.000188	0.000142	0.000308	0.000071	0.000289	0.000095	0.000306	0.000381	0.375282	0.561720
types	0.000618	0.000488	0.000403	0.006841	0.000870	0.000474	0.000928	0.000249	0.000361	0.000349	0.000011	0.000295	0.000014	0.000028	0.000006	0.000009	0.000121	0.000065	0.000055	0.000043	0.000067	0.000067	0.000031	0.000021	0.000085	0.000019	0.000072	0.000701	0.000704	0.000010	0.000023	0.000012	0.000050	0.000066	0.000038	0.000037	0.000131	0.000220	0.000015	0.000176	0.000215	0.000114	0.000200	0.000334	0.000108	0.000121	0.000054	0.000074	0.000038	0.000034	0.000036	0.000013	0.384780	0.599103
of	0.000720	0.003324	0.003533	0.008721	0.033904	0.009139	0.004804	0.003205	0.001377	0.004727	0.000667	0.001509	0.000113	0.000106	0.000038	0.000301	0.000618	0.000472	0.001595	0.000419	0.002412	0.000319	0.000236	0.000284	0.000444	0.000062	0.000293	0.003590	0.002577	0.000415	0.000104	0.000222	0.000689	0.000431	0.000387	0.000416	0.000409	0.000725	0.000037	0.000175	0.000153	0.000312	0.000514	0.000389	0.001088	0.001460	0.000836	0.000942	0.000229	0.000155	0.000070	0.000143	0.361147	0.539040
for	0.000941	0.001033	0.000752	0.000853	0.001634	0.199641	0.011246	0.001004	0.000458	0.000442	0.000025	0.000473	0.000014	0.000012	0.000008	0.000048	0.000181	0.000085	0.000204	0.000853	0.000234	0.000055	0.000024	0.000024	0.000170	0.000009	0.000110	0.005212	0.002420	0.000168	0.000022	0.000049	0.000650	0.000514	0.000303	0.000259	0.000528	0.000729	0.000045	0.000310	0.000099	0.000039	0.000259	0.000482	0.000458	0.000603	0.000670	0.000459	0.004960	0.000714	0.000310	0.000226	0.301392	0.457589
##feit	0.000796	0.000292	0.000856	0.000788	0.000698	0.007998	0.011627	0.003262	0.001299	0.000568	0.000068	0.001779	0.000065	0.000075	0.000026	0.000121	0.000570	0.000541	0.000185	0.000352	0.000244	0.000342	0.000071	0.000041	0.000407	0.000074	0.000603	0.008285	0.001901	0.000111	0.000053	0.000054	0.000769	0.000544	0.000139	0.000218	0.000386	0.000704	0.000056	0.001322	0.000312	0.000076	0.000354	0.001129	0.000244	0.000271	0.000191	0.000198	0.002211	0.000250	0.000586	0.000373	0.366530	0.578985
##ed	0.000704	0.000579	0.002720	0.001032	0.002228	0.003297	0.005037	0.005210	0.001382	0.000600	0.000064	0.001287	0.000036	0.000019	0.000007	0.000125	0.001302	0.000472	0.000399	0.000182	0.000384	0.000369	0.000121	0.000076	0.000385	0.000040	0.000647	0.004223	0.001674	0.000300	0.000098	0.000101	0.000889	0.000432	0.000437	0.000326	0.000285	0.000423	0.000033	0.000302	0.000087	0.000072	0.000236	0.000304	0.000118	0.000146	0.000109	0.000110	0.000201	0.000101	0.000152	0.000268	0.368855	0.591013
property	0.000571	0.000384	0.000696	0.001160	0.001126	0.000822	0.001202	0.000840	0.004308	0.001577	0.000094	0.001165	0.000153	0.000031	0.000015	0.000022	0.000792	0.000501	0.000805	0.000141	0.000313	0.000684	0.000743	0.000191	0.000179	0.000086	0.000213	0.002297	0.002194	0.000550	0.000099	0.000188	0.000304	0.000619	0.000323	0.000143	0.000367	0.000536	0.000030	0.000302	0.000239	0.000060	0.000266	0.000591	0.000335	0.000169	0.000045	0.000108	0.000198	0.000088	0.000048	0.000080	0.391150	0.579858
must	0.001080	0.000911	0.000745	0.001423	0.002938	0.001588	0.004061	0.001392	0.001568	0.010253	0.000341	0.002926	0.000275	0.000162	0.000086	0.000055	0.000309	0.000309	0.000808	0.000584	0.001182	0.000785	0.000502	0.000224	0.000345	0.000194	0.000543	0.002449	0.002670	0.000133	0.000302	0.001085	0.000277	0.000441	0.000491	0.000707	0.000739	0.002870	0.000325	0.001918	0.001159	0.000331	0.000468	0.000499	0.000419	0.001082	0.000320	0.001166	0.000771	0.000123	0.000070	0.000131	0.378044	0.565420
