TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.083934	0.007415	0.003304	0.003674	0.002522	0.005735	0.007491	0.004335	0.013875	0.050862	0.006282	0.011500	0.001376	0.001942	0.002077	0.004749	0.011616	0.024395	0.003613	0.001015	0.002153	0.002784	0.001729	0.001141	0.001694	0.000315	0.001467	0.016265	0.002243	0.000788	0.000580	0.000291	0.000402	0.002321	0.006258	0.022730	0.048894	0.046243	0.031180	0.056586	0.015591	0.021989	0.011377	0.014903	0.012862	0.053911	0.018934	0.008471	0.008295	0.005003	0.008272	0.011371	0.147251	0.163995
Although	0.054483	0.021420	0.001574	0.000113	0.000202	0.000227	0.000187	0.000060	0.000369	0.007354	0.000946	0.000200	0.000642	0.001083	0.000981	0.000790	0.000743	0.013531	0.000521	0.000217	0.000527	0.000142	0.001091	0.000310	0.000115	0.000160	0.000813	0.005978	0.000949	0.000693	0.000099	0.001246	0.000799	0.000190	0.002511	0.014630	0.003176	0.011660	0.009769	0.004175	0.006221	0.002672	0.009345	0.001879	0.005087	0.014206	0.009692	0.013654	0.003193	0.000929	0.001172	0.002128	0.348075	0.417073
other	0.011850	0.028974	0.052356	0.005401	0.009355	0.004426	0.002132	0.002350	0.002000	0.086089	0.018528	0.002402	0.003636	0.004162	0.003893	0.003701	0.002972	0.009085	0.003096	0.000566	0.002734	0.000604	0.000963	0.004076	0.000385	0.000120	0.001285	0.021283	0.002306	0.003034	0.000387	0.000469	0.000797	0.000315	0.006662	0.021241	0.002649	0.013245	0.005076	0.009075	0.009363	0.005925	0.068223	0.070045	0.013858	0.039731	0.020821	0.090825	0.042021	0.002300	0.007889	0.014633	0.112403	0.148286
types	0.016199	0.004899	0.028295	0.022688	0.024975	0.009929	0.005954	0.005411	0.003931	0.163124	0.033965	0.002806	0.003287	0.001331	0.002414	0.008274	0.003071	0.001272	0.002377	0.001600	0.001958	0.000980	0.001188	0.004373	0.000826	0.000038	0.001038	0.007364	0.001140	0.001082	0.001098	0.000548	0.000631	0.000936	0.002495	0.002963	0.002018	0.007939	0.001923	0.004943	0.010298	0.006168	0.025152	0.130310	0.002401	0.009260	0.019715	0.009561	0.017986	0.001191	0.005820	0.013257	0.146951	0.210648
of	0.010132	0.004056	0.014853	0.008198	0.021500	0.008585	0.012716	0.009108	0.010117	0.125965	0.052196	0.010189	0.002655	0.001641	0.002686	0.008569	0.012009	0.002315	0.000918	0.001403	0.004959	0.004904	0.000321	0.004023	0.002227	0.000099	0.001741	0.045576	0.012687	0.000554	0.002720	0.000501	0.002300	0.002889	0.001237	0.002405	0.004788	0.011510	0.001924	0.010711	0.020702	0.004526	0.065537	0.340072	0.001757	0.014129	0.013297	0.008800	0.017693	0.000310	0.004391	0.018275	0.023227	0.029396
for	0.008323	0.003585	0.005835	0.016318	0.014814	0.010646	0.011233	0.006115	0.006881	0.208341	0.058926	0.004606	0.006708	0.003089	0.007285	0.008253	0.007943	0.002465	0.001463	0.001016	0.005308	0.002762	0.000477	0.005805	0.001770	0.000269	0.002260	0.028157	0.013584	0.000850	0.003820	0.001216	0.002344	0.004165	0.000945	0.003500	0.020575	0.022260	0.004739	0.010541	0.010590	0.002978	0.030100	0.201746	0.001306	0.015869	0.018983	0.006425	0.004358	0.000515	0.001739	0.003998	0.073916	0.098288
##feit	0.007448	0.002548	0.004816	0.029333	0.042901	0.023922	0.017306	0.025268	0.013710	0.065970	0.035621	0.006101	0.008111	0.002621	0.006771	0.012949	0.027608	0.001336	0.000947	0.001702	0.005805	0.007485	0.000496	0.008154	0.005135	0.000793	0.002819	0.033319	0.017251	0.001667	0.011257	0.003862	0.005991	0.007657	0.001671	0.002512	0.005107	0.011245	0.002767	0.005900	0.010118	0.002998	0.040946	0.228256	0.001255	0.009945	0.013706	0.005814	0.005873	0.001444	0.002119	0.006762	0.082478	0.110399
##ed	0.009127	0.001212	0.005027	0.016469	0.037438	0.015997	0.027449	0.013154	0.007924	0.071032	0.037510	0.008176	0.001439	0.000519	0.001462	0.006452	0.015510	0.001243	0.000254	0.000656	0.002940	0.005065	0.000102	0.001478	0.003332	0.000075	0.001456	0.061105	0.018782	0.000349	0.002612	0.000295	0.001492	0.002705	0.000737	0.002022	0.003279	0.009932	0.001060	0.011685	0.006868	0.001148	0.030181	0.384402	0.000593	0.011039	0.008417	0.007459	0.007276	0.000344	0.001587	0.003632	0.054767	0.073737
property	0.008987	0.002699	0.008918	0.015915	0.068782	0.037621	0.048313	0.061118	0.089340	0.080084	0.031434	0.028202	0.001460	0.001012	0.001916	0.014861	0.018977	0.001473	0.000424	0.001144	0.001972	0.016966	0.000203	0.001780	0.010221	0.000376	0.002502	0.037691	0.005274	0.000634	0.002622	0.001035	0.003256	0.006712	0.002085	0.001587	0.001168	0.001931	0.000294	0.002693	0.002495	0.002116	0.036494	0.054436	0.001344	0.010092	0.013173	0.008312	0.008900	0.000841	0.001599	0.006288	0.096366	0.133861
must	0.043287	0.026199	0.005375	0.002144	0.002673	0.001579	0.000195	0.000385	0.000219	0.215261	0.024405	0.000176	0.005032	0.003959	0.006081	0.001259	0.000917	0.011661	0.001346	0.000289	0.000457	0.000084	0.000283	0.000774	0.000043	0.000069	0.000558	0.012809	0.004199	0.000666	0.000173	0.000961	0.000141	0.000291	0.000836	0.009312	0.011844	0.074116	0.028159	0.005695	0.033631	0.006602	0.164465	0.071165	0.007482	0.058897	0.015086	0.006639	0.007957	0.000412	0.000749	0.008733	0.051377	0.062896
be	0.013261	0.004130	0.007047	0.002226	0.001561	0.000444	0.000136	0.000241	0.000183	0.176037	0.021948	0.000484	0.003994	0.003062	0.003043	0.000540	0.000950	0.001910	0.000957	0.000173	0.000401	0.000295	0.000108	0.001693	0.000043	0.000038	0.000499	0.005610	0.007952	0.000186	0.000233	0.000236	0.000158	0.000411	0.000230	0.004618	0.008859	0.038609	0.011980	0.002388	0.021544	0.002899	0.207019	0.381976	0.002127	0.018262	0.004707	0.002739	0.006748	0.000189	0.000451	0.006791	0.007959	0.009715
sold	0.011301	0.002982	0.009243	0.010563	0.011225	0.005388	0.006474	0.004162	0.005649	0.031587	0.017660	0.005498	0.006526	0.004736	0.002982	0.002821	0.006080	0.001676	0.000520	0.000502	0.001889	0.003859	0.000322	0.001502	0.002130	0.000523	0.002498	0.015462	0.009209	0.000416	0.001137	0.001026	0.002376	0.004346	0.001086	0.001091	0.007952	0.009408	0.004289	0.002714	0.026793	0.005863	0.076330	0.565180	0.001717	0.009107	0.010912	0.006017	0.011082	0.000731	0.001814	0.013524	0.022622	0.027500
in	0.008251	0.010646	0.018733	0.005590	0.005089	0.005171	0.002881	0.001887	0.001599	0.137485	0.042431	0.001473	0.005500	0.004706	0.008573	0.004007	0.001509	0.004110	0.003205	0.002816	0.003373	0.000561	0.001631	0.006329	0.000269	0.000130	0.001604	0.022524	0.004514	0.001167	0.001165	0.000537	0.000462	0.000328	0.001538	0.007062	0.015821	0.038468	0.023536	0.009837	0.067881	0.007942	0.088777	0.219780	0.003410	0.043476	0.016422	0.019662	0.031180	0.001215	0.006596	0.028652	0.021888	0.026602
order	0.022090	0.003907	0.003965	0.001311	0.000486	0.000443	0.000129	0.000060	0.000130	0.134486	0.019985	0.000277	0.004922	0.009147	0.005561	0.000700	0.000501	0.004927	0.004024	0.000666	0.000948	0.000276	0.001445	0.007585	0.000125	0.000429	0.001507	0.005732	0.003376	0.001606	0.000648	0.001536	0.000381	0.000198	0.000478	0.009085	0.025842	0.056482	0.053511	0.010154	0.107950	0.011843	0.147372	0.150819	0.003866	0.046138	0.012086	0.012459	0.027051	0.001156	0.002403	0.018166	0.027660	0.031970
to	0.005983	0.013767	0.040639	0.003159	0.002526	0.001216	0.000459	0.000614	0.001372	0.167423	0.033150	0.002610	0.007666	0.011243	0.010305	0.001421	0.000725	0.004338	0.002948	0.003075	0.003816	0.001886	0.001364	0.010052	0.000347	0.001569	0.004425	0.015287	0.011160	0.003103	0.002525	0.002802	0.002165	0.002394	0.001098	0.015262	0.020850	0.049279	0.034304	0.007896	0.039389	0.004482	0.116544	0.140923	0.006627	0.050920	0.023658	0.016599	0.026269	0.001896	0.004995	0.025495	0.016507	0.019476
recognize	0.008413	0.006067	0.010136	0.005879	0.010146	0.005083	0.002212	0.003137	0.004227	0.101045	0.026111	0.003677	0.008462	0.016326	0.014845	0.004166	0.004204	0.005368	0.002962	0.002804	0.002210	0.003005	0.001287	0.010748	0.001478	0.005417	0.012778	0.031641	0.025186	0.003330	0.002905	0.003753	0.003156	0.002476	0.001182	0.010630	0.013140	0.021257	0.012495	0.008778	0.017420	0.004346	0.124909	0.151561	0.005023	0.034372	0.011981	0.015298	0.022421	0.002363	0.007147	0.015503	0.074630	0.090902
revenue	0.002612	0.008415	0.012598	0.010837	0.056113	0.029374	0.022256	0.024524	0.010751	0.057544	0.025089	0.009198	0.014163	0.012736	0.020443	0.026162	0.034046	0.003737	0.003732	0.004324	0.004098	0.007649	0.001706	0.010985	0.004292	0.001747	0.008754	0.033417	0.012855	0.002890	0.004732	0.001917	0.003682	0.002446	0.002839	0.004294	0.005009	0.008339	0.002478	0.007141	0.006337	0.002904	0.052887	0.166596	0.001668	0.005884	0.002862	0.003210	0.008412	0.002735	0.010553	0.005907	0.091031	0.119092
