TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.020587	0.014182	0.002104	0.001313	0.001370	0.000339	0.000837	0.000739	0.001094	0.002336	0.000449	0.001641	0.000370	0.000664	0.000204	0.000706	0.000197	0.000400	0.000189	0.000179	0.000078	0.000436	0.001079	0.000823	0.000609	0.000239	0.000428	0.001066	0.000320	0.000362	0.000242	0.000056	0.000170	0.000920	0.000659	0.001291	0.002487	0.000798	0.000470	0.002027	0.000917	0.000255	0.000745	0.000801	0.000312	0.000173	0.000136	0.000067	0.000319	0.000428	0.001028	0.000577	0.003011	0.926769
Although	0.041197	0.049391	0.038989	0.006577	0.005191	0.000930	0.001388	0.002072	0.003741	0.011585	0.001255	0.005095	0.001547	0.001360	0.000492	0.000876	0.000310	0.000341	0.000292	0.000087	0.000106	0.000357	0.000427	0.000345	0.000466	0.000321	0.001091	0.000650	0.000276	0.000230	0.000372	0.000450	0.000474	0.000660	0.002655	0.004859	0.001563	0.001416	0.000885	0.001300	0.001335	0.000979	0.001771	0.000475	0.000207	0.000057	0.000364	0.000027	0.000106	0.000135	0.000038	0.000062	0.000894	0.801933
other	0.016441	0.023248	0.045335	0.023623	0.008658	0.000656	0.000414	0.001923	0.000696	0.004324	0.000358	0.000533	0.000898	0.000219	0.000213	0.000078	0.000052	0.000032	0.000066	0.000014	0.000026	0.000025	0.000019	0.000027	0.000048	0.000020	0.000086	0.000094	0.000038	0.000032	0.000037	0.000028	0.000078	0.000034	0.000275	0.000770	0.000997	0.000407	0.000213	0.000139	0.000492	0.000124	0.000083	0.000056	0.000044	0.000024	0.000057	0.000006	0.000029	0.000040	0.000005	0.000007	0.000133	0.867725
types	0.025077	0.011048	0.039584	0.017689	0.018333	0.000722	0.000407	0.001811	0.008383	0.003603	0.002660	0.002043	0.000577	0.000617	0.001415	0.000865	0.000918	0.000252	0.000483	0.000027	0.000039	0.000215	0.000019	0.000023	0.000132	0.000024	0.000069	0.000075	0.000455	0.000051	0.000051	0.000077	0.000078	0.000193	0.000202	0.000641	0.000426	0.000237	0.000188	0.000020	0.000539	0.000110	0.000096	0.001052	0.000081	0.000217	0.000053	0.000015	0.000016	0.000015	0.000023	0.000094	0.000608	0.857353
of	0.072016	0.032649	0.146808	0.031381	0.048592	0.001654	0.000566	0.002876	0.013170	0.004472	0.001235	0.005861	0.000598	0.000488	0.001585	0.001897	0.000920	0.000397	0.000781	0.000036	0.000054	0.000288	0.000074	0.000065	0.000157	0.000026	0.000166	0.000202	0.000589	0.000105	0.000132	0.000137	0.000337	0.000153	0.000168	0.001073	0.000441	0.000120	0.000138	0.000010	0.000216	0.000078	0.000321	0.000878	0.000501	0.000192	0.000149	0.000028	0.000064	0.000044	0.000036	0.000071	0.000811	0.624195
for	0.021605	0.014666	0.026717	0.005814	0.019910	0.021134	0.013760	0.005413	0.035140	0.004911	0.000799	0.032342	0.000587	0.000142	0.000736	0.001700	0.003256	0.000497	0.000204	0.000261	0.000144	0.003992	0.000177	0.000043	0.004433	0.000521	0.000122	0.000083	0.000234	0.000039	0.000561	0.000234	0.000252	0.000468	0.000901	0.002122	0.000780	0.000255	0.000069	0.000057	0.000410	0.000090	0.000102	0.000307	0.000112	0.000126	0.000223	0.000024	0.000547	0.000318	0.000390	0.000348	0.001824	0.770095
##feit	0.012523	0.009482	0.017058	0.018325	0.020792	0.009942	0.006849	0.015119	0.073359	0.004997	0.002079	0.016601	0.000678	0.000462	0.000948	0.004102	0.011124	0.000697	0.000378	0.000290	0.000187	0.001174	0.000030	0.000048	0.000723	0.000149	0.000023	0.000059	0.000098	0.000014	0.000183	0.000250	0.000349	0.000504	0.000117	0.000752	0.000777	0.000223	0.000110	0.000054	0.000499	0.000120	0.000025	0.000274	0.000049	0.000179	0.000162	0.000011	0.000278	0.000226	0.000433	0.000297	0.001177	0.764640
##ed	0.024672	0.018430	0.103906	0.059099	0.043224	0.006333	0.004596	0.014484	0.125268	0.008364	0.002314	0.012832	0.000343	0.000300	0.003110	0.001530	0.005996	0.000356	0.000431	0.000170	0.000197	0.001286	0.000078	0.000074	0.000456	0.000095	0.000106	0.000119	0.000458	0.000011	0.000104	0.000072	0.000154	0.000250	0.000207	0.000811	0.000363	0.000150	0.000096	0.000025	0.000200	0.000051	0.000034	0.000322	0.000047	0.000215	0.000031	0.000014	0.000095	0.000048	0.000029	0.000308	0.001518	0.556215
property	0.098434	0.039580	0.061539	0.114168	0.094708	0.004002	0.008021	0.010539	0.045859	0.010972	0.004538	0.003936	0.000882	0.000654	0.000650	0.001280	0.002423	0.003072	0.001557	0.000227	0.000555	0.000340	0.000333	0.000377	0.000250	0.000380	0.000282	0.000269	0.001055	0.000048	0.000114	0.000251	0.000165	0.000438	0.000679	0.002289	0.005879	0.001152	0.000686	0.000233	0.001435	0.000646	0.000281	0.002702	0.000274	0.000359	0.000049	0.000045	0.000395	0.000086	0.000128	0.000978	0.008212	0.461595
must	0.052746	0.059227	0.130334	0.096895	0.072076	0.018090	0.036513	0.021809	0.042975	0.028973	0.014561	0.026506	0.003153	0.001502	0.002275	0.008687	0.002112	0.000912	0.001852	0.000526	0.000944	0.000817	0.000141	0.000956	0.000712	0.000238	0.000060	0.000092	0.000107	0.000066	0.000073	0.000275	0.000121	0.000179	0.000147	0.001539	0.001554	0.002217	0.001186	0.000225	0.001142	0.001236	0.000208	0.001124	0.000117	0.000223	0.000266	0.000030	0.000128	0.000362	0.000155	0.000211	0.002065	0.359364
