TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.004756	0.003435	0.003689	0.017416	0.001534	0.002194	0.015887	0.004895	0.054484	0.030570	0.003193	0.008692	0.001690	0.005932	0.001312	0.051841	0.070441	0.003827	0.007061	0.013479	0.017859	0.016101	0.005431	0.015025	0.011916	0.006123	0.014662	0.068576	0.072668	0.002652	0.005415	0.003045	0.015200	0.009911	0.002975	0.009383	0.026993	0.041203	0.009502	0.007271	0.065794	0.005456	0.021086	0.071314	0.013030	0.027235	0.024837	0.010556	0.007781	0.014970	0.025274	0.023701	0.014636	0.006090
Although	0.119145	0.020713	0.031998	0.009606	0.025113	0.010530	0.004477	0.008525	0.010780	0.010032	0.010367	0.012541	0.013946	0.006039	0.007563	0.003366	0.004881	0.020403	0.010412	0.002407	0.007170	0.010027	0.007073	0.005534	0.004904	0.005050	0.007169	0.006842	0.003093	0.006110	0.002656	0.004622	0.003542	0.005015	0.011762	0.035093	0.012254	0.003560	0.013728	0.005188	0.004329	0.004906	0.015369	0.004820	0.001185	0.000786	0.001499	0.001394	0.001437	0.002157	0.000941	0.002435	0.026107	0.429402
other	0.231968	0.095712	0.011282	0.001864	0.021680	0.011819	0.001356	0.025316	0.003893	0.001661	0.003143	0.010840	0.018261	0.003328	0.003313	0.001039	0.001089	0.007853	0.001219	0.000809	0.002274	0.003437	0.000256	0.002544	0.000717	0.004274	0.001997	0.004407	0.000536	0.001715	0.001095	0.005384	0.001233	0.001990	0.006389	0.012173	0.001788	0.000373	0.001981	0.000130	0.000182	0.002029	0.006449	0.000352	0.000326	0.000144	0.000415	0.000686	0.000484	0.000846	0.000131	0.001248	0.008783	0.465791
types	0.116417	0.012832	0.008007	0.001807	0.005655	0.003401	0.002737	0.012741	0.004120	0.008125	0.002677	0.008041	0.007137	0.005645	0.006456	0.001258	0.000859	0.003299	0.001788	0.000755	0.002192	0.002833	0.000236	0.001026	0.001229	0.003726	0.001380	0.004998	0.001403	0.001057	0.001672	0.001381	0.000440	0.000613	0.003256	0.008600	0.003438	0.001442	0.003035	0.000427	0.000987	0.002080	0.005778	0.001215	0.000405	0.000407	0.000352	0.000386	0.000349	0.000787	0.000418	0.001424	0.010104	0.717167
of	0.173546	0.064251	0.026551	0.008336	0.022422	0.004950	0.001339	0.012900	0.004870	0.007102	0.003749	0.004697	0.009299	0.002841	0.003128	0.002891	0.001755	0.004550	0.001946	0.000459	0.000979	0.001003	0.000459	0.000975	0.000748	0.001587	0.001163	0.002021	0.000790	0.001699	0.000456	0.001992	0.000583	0.000596	0.001686	0.002392	0.000738	0.000632	0.001078	0.000106	0.001037	0.001413	0.002249	0.001037	0.000183	0.000228	0.000262	0.000388	0.000242	0.000363	0.000151	0.000578	0.005444	0.603162
for	0.069523	0.008910	0.003205	0.002872	0.009130	0.009615	0.000502	0.002212	0.002005	0.001421	0.002102	0.004057	0.003636	0.001343	0.001883	0.001315	0.000797	0.002608	0.000412	0.000254	0.000320	0.000716	0.000063	0.000675	0.000491	0.001533	0.001262	0.001563	0.000258	0.000616	0.000254	0.001083	0.000373	0.000523	0.001134	0.000649	0.000083	0.000376	0.000868	0.000206	0.000267	0.000453	0.000459	0.000314	0.000108	0.000356	0.000088	0.000198	0.000275	0.000210	0.000049	0.000676	0.003603	0.852095
##feit	0.048810	0.021730	0.006910	0.004175	0.013119	0.003256	0.001377	0.002026	0.001630	0.010131	0.009066	0.005615	0.010921	0.001985	0.008910	0.003506	0.000873	0.003193	0.001824	0.000554	0.000564	0.001306	0.000467	0.001572	0.001542	0.005163	0.000358	0.000927	0.000532	0.002042	0.002808	0.002515	0.000284	0.000334	0.002151	0.001136	0.000130	0.004021	0.001308	0.000369	0.000605	0.002460	0.000336	0.000631	0.000331	0.003405	0.000120	0.000317	0.000390	0.000358	0.000164	0.000965	0.005473	0.795307
##ed	0.098746	0.074952	0.015553	0.030518	0.019713	0.007586	0.001163	0.001205	0.002466	0.075328	0.026498	0.003637	0.012909	0.021634	0.012454	0.012306	0.002880	0.008977	0.010682	0.000731	0.001658	0.000638	0.000654	0.008425	0.001284	0.004642	0.001427	0.001491	0.001764	0.007562	0.000469	0.002300	0.000284	0.001635	0.003262	0.002034	0.000470	0.005425	0.002752	0.000911	0.005917	0.002421	0.001704	0.001610	0.001403	0.006542	0.000082	0.002951	0.000334	0.000626	0.000148	0.004132	0.008605	0.474497
property	0.123550	0.018327	0.005252	0.004141	0.004087	0.003690	0.000384	0.002965	0.001538	0.001280	0.001000	0.001578	0.005041	0.001957	0.001414	0.000813	0.000546	0.007104	0.001329	0.000295	0.000606	0.000568	0.000259	0.003051	0.000557	0.001490	0.000515	0.002239	0.000615	0.001086	0.000373	0.000805	0.000154	0.000337	0.002384	0.002662	0.000298	0.000785	0.000804	0.000189	0.000387	0.000811	0.000422	0.000441	0.000335	0.000370	0.000063	0.000766	0.000264	0.000196	0.000098	0.000712	0.010136	0.778933
must	0.068057	0.107289	0.078054	0.029982	0.080931	0.017730	0.013391	0.026798	0.007104	0.063226	0.030355	0.007856	0.039138	0.010725	0.018632	0.005972	0.000883	0.019413	0.046399	0.002871	0.005981	0.004600	0.000534	0.011443	0.004901	0.002108	0.000520	0.001921	0.000780	0.010810	0.008786	0.001055	0.000466	0.000556	0.004280	0.013619	0.008372	0.013942	0.005514	0.003619	0.007569	0.009791	0.001147	0.002860	0.011165	0.001079	0.000802	0.000584	0.001473	0.000570	0.000248	0.000925	0.016655	0.166522
