TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.136410	0.000678	0.001487	0.001088	0.000505	0.000462	0.000483	0.000553	0.002512	0.000468	0.000063	0.000142	0.000122	0.000096	0.000071	0.000110	0.000651	0.000292	0.000309	0.000130	0.000101	0.000076	0.000028	0.000168	0.000038	0.000038	0.000114	0.000218	0.000377	0.000058	0.000033	0.000084	0.000062	0.000208	0.000061	0.000592	0.000302	0.000153	0.000054	0.000172	0.000227	0.000580	0.000279	0.004229	0.000518	0.000523	0.000194	0.000283	0.000142	0.000108	0.000163	0.000578	0.012699	0.829909
Although	0.001324	0.047699	0.025112	0.013373	0.023275	0.017942	0.022164	0.005165	0.013803	0.048803	0.007175	0.024563	0.015236	0.020269	0.004266	0.015083	0.010009	0.020553	0.018176	0.002219	0.000396	0.002235	0.001198	0.003186	0.000689	0.001987	0.001411	0.000465	0.000387	0.000182	0.000143	0.000184	0.000605	0.000437	0.003632	0.236965	0.073593	0.006573	0.005362	0.001234	0.001107	0.001250	0.004049	0.002774	0.000183	0.000463	0.000668	0.000063	0.000347	0.000319	0.000098	0.000149	0.061645	0.229812
other	0.000845	0.141204	0.080888	0.026473	0.068760	0.010161	0.010605	0.015119	0.028626	0.241364	0.059047	0.048630	0.031491	0.008199	0.007966	0.010350	0.008898	0.011739	0.006182	0.001265	0.002036	0.009189	0.000184	0.002199	0.000760	0.002205	0.003676	0.000822	0.000803	0.000251	0.000400	0.000616	0.000682	0.000449	0.001444	0.020486	0.003955	0.000671	0.002260	0.000650	0.000166	0.000142	0.003097	0.000854	0.000151	0.000378	0.001222	0.000231	0.000516	0.000346	0.000041	0.000486	0.023959	0.096860
types	0.003575	0.029293	0.017167	0.019924	0.032582	0.006600	0.013781	0.008452	0.036311	0.267753	0.143309	0.103770	0.009569	0.005527	0.008740	0.006812	0.012826	0.005638	0.006012	0.001578	0.002355	0.035065	0.000268	0.000881	0.001476	0.006255	0.002022	0.000650	0.002623	0.000231	0.000654	0.001145	0.000655	0.000361	0.001693	0.032569	0.003401	0.000916	0.002707	0.001450	0.001259	0.000548	0.002641	0.002292	0.000226	0.000541	0.002151	0.000137	0.000492	0.000526	0.000277	0.000974	0.022792	0.128549
of	0.000557	0.030362	0.025036	0.014885	0.218569	0.009335	0.015047	0.064940	0.094481	0.065194	0.254584	0.091059	0.022548	0.005260	0.004544	0.002803	0.004810	0.002505	0.001931	0.000395	0.000271	0.022367	0.000453	0.000297	0.000837	0.000771	0.000856	0.000476	0.000522	0.000064	0.000175	0.000184	0.000114	0.000298	0.000244	0.011462	0.002573	0.000395	0.000624	0.000082	0.000232	0.000299	0.001268	0.001360	0.000137	0.000167	0.000086	0.000032	0.000104	0.000139	0.000030	0.000598	0.006460	0.017174
for	0.001585	0.126734	0.031962	0.064945	0.021642	0.012496	0.025943	0.015841	0.080192	0.171817	0.122057	0.031272	0.031631	0.015113	0.005355	0.002468	0.004872	0.004895	0.006228	0.000617	0.000384	0.004486	0.001043	0.000937	0.000131	0.000275	0.001151	0.000419	0.000325	0.000142	0.000113	0.000204	0.000130	0.000158	0.000270	0.008590	0.005923	0.002061	0.003554	0.000402	0.000971	0.000277	0.001073	0.003482	0.000231	0.000457	0.000529	0.000123	0.000435	0.000412	0.000053	0.000232	0.016612	0.166749
##feit	0.005189	0.102397	0.012537	0.021652	0.012177	0.010182	0.022185	0.014295	0.014495	0.118975	0.083388	0.085704	0.079477	0.019679	0.017742	0.006592	0.002312	0.003126	0.012085	0.002842	0.000733	0.011108	0.002411	0.003027	0.000711	0.000361	0.000785	0.000391	0.000377	0.000422	0.000624	0.000180	0.000237	0.000168	0.000596	0.012218	0.011736	0.005438	0.009617	0.000465	0.002727	0.001508	0.003363	0.003946	0.000709	0.000699	0.000892	0.000140	0.000804	0.000720	0.000618	0.001020	0.016433	0.257784
##ed	0.003589	0.032664	0.017614	0.010342	0.032636	0.006816	0.022443	0.037829	0.011602	0.078074	0.113202	0.357533	0.043792	0.005891	0.005435	0.004744	0.002961	0.005563	0.010146	0.001894	0.001615	0.060562	0.000550	0.000856	0.001363	0.000450	0.000781	0.000135	0.000088	0.000124	0.000410	0.000204	0.000100	0.000412	0.000201	0.020855	0.015386	0.002096	0.004396	0.000674	0.000305	0.000659	0.001944	0.001184	0.000178	0.000399	0.000902	0.000143	0.000257	0.000211	0.000174	0.002264	0.016151	0.059206
property	0.011596	0.011184	0.018380	0.007507	0.063789	0.035888	0.044170	0.043773	0.083708	0.021895	0.048384	0.077435	0.009244	0.002503	0.006710	0.004446	0.012067	0.004915	0.007317	0.002989	0.002068	0.019950	0.000669	0.000937	0.003706	0.008382	0.001558	0.000503	0.000489	0.000693	0.001709	0.003534	0.000901	0.001320	0.001269	0.008324	0.003581	0.000933	0.000888	0.000286	0.000527	0.000446	0.002028	0.001367	0.000244	0.000762	0.000358	0.000143	0.000600	0.000936	0.000439	0.001471	0.022572	0.388506
must	0.001455	0.154594	0.033729	0.025769	0.011170	0.002884	0.003326	0.008311	0.006460	0.045597	0.014870	0.008127	0.063425	0.044030	0.064513	0.021259	0.012830	0.045100	0.069229	0.003210	0.003992	0.005144	0.002471	0.008531	0.000882	0.000156	0.000956	0.001252	0.003588	0.000721	0.000320	0.000097	0.000314	0.000518	0.003234	0.087137	0.014189	0.004211	0.002654	0.000615	0.000592	0.000316	0.001603	0.005194	0.001268	0.000466	0.001202	0.000212	0.000451	0.000336	0.000120	0.000554	0.043061	0.163755
be	0.000638	0.072011	0.036820	0.011753	0.036589	0.004294	0.007147	0.016488	0.007559	0.084140	0.055097	0.036697	0.079606	0.045111	0.053621	0.040813	0.036025	0.037291	0.078759	0.001719	0.001699	0.016942	0.000397	0.002343	0.000826	0.000193	0.001269	0.000390	0.000393	0.000916	0.000162	0.000087	0.000178	0.000547	0.000503	0.092827	0.012283	0.001981	0.001236	0.000318	0.000416	0.000171	0.001143	0.001750	0.000113	0.000137	0.000285	0.000051	0.000169	0.000139	0.000043	0.000310	0.026138	0.091469
sold	0.002948	0.033152	0.004743	0.005335	0.006801	0.008200	0.010234	0.023588	0.002987	0.064745	0.048227	0.183917	0.033473	0.028620	0.064966	0.051941	0.011000	0.008405	0.047690	0.004532	0.001338	0.039038	0.000364	0.000522	0.002937	0.000180	0.000384	0.000298	0.000217	0.000789	0.001106	0.000056	0.000165	0.000507	0.000315	0.013369	0.005522	0.001029	0.002106	0.000096	0.000382	0.000176	0.000593	0.000492	0.000107	0.000129	0.000265	0.000040	0.000398	0.000134	0.000189	0.001205	0.016035	0.264015
in	0.000729	0.036343	0.042324	0.007032	0.011184	0.006801	0.007461	0.007854	0.009798	0.013084	0.006543	0.009438	0.013258	0.008337	0.011334	0.007134	0.007870	0.096392	0.261659	0.003034	0.002182	0.006566	0.001568	0.002764	0.000544	0.000386	0.001091	0.001084	0.000160	0.000661	0.000081	0.000165	0.000185	0.000372	0.000951	0.060297	0.006542	0.000784	0.000475	0.000139	0.000030	0.000130	0.000429	0.000462	0.000153	0.000159	0.000471	0.000074	0.000223	0.000199	0.000026	0.000086	0.041645	0.301307
order	0.001705	0.012014	0.006330	0.002405	0.002995	0.001876	0.003110	0.003011	0.003329	0.011033	0.006898	0.007653	0.006931	0.005537	0.009274	0.007761	0.004235	0.079714	0.271728	0.000970	0.000864	0.009410	0.002178	0.005238	0.001092	0.001190	0.001338	0.000891	0.000124	0.003065	0.000289	0.000573	0.000243	0.001990	0.001308	0.033184	0.005792	0.001445	0.000901	0.000166	0.000133	0.000173	0.000468	0.000508	0.000055	0.000156	0.000211	0.000041	0.000225	0.000305	0.000041	0.000276	0.026331	0.451287
to	0.000793	0.012498	0.012318	0.004019	0.007990	0.002723	0.004547	0.004576	0.009684	0.011369	0.013220	0.014202	0.002588	0.004791	0.005774	0.011946	0.030122	0.094599	0.326773	0.002157	0.001548	0.033879	0.005717	0.009050	0.001940	0.001200	0.001927	0.001399	0.000277	0.001242	0.000168	0.000442	0.000270	0.003243	0.002125	0.059414	0.009936	0.001800	0.000911	0.000117	0.000137	0.000108	0.000571	0.001173	0.000043	0.000170	0.000213	0.000033	0.000184	0.000189	0.000028	0.000089	0.031741	0.252025
recognize	0.001773	0.007421	0.003491	0.002328	0.005801	0.002799	0.006450	0.006842	0.010621	0.006020	0.007912	0.030158	0.002964	0.002494	0.009638	0.015237	0.037601	0.033704	0.136399	0.004000	0.003748	0.148830	0.005672	0.005883	0.007274	0.001292	0.001324	0.001412	0.000099	0.003342	0.000524	0.000545	0.000554	0.004610	0.000937	0.011694	0.004918	0.001134	0.000719	0.000101	0.000156	0.000172	0.000277	0.000494	0.000011	0.000053	0.000162	0.000046	0.000123	0.000169	0.000136	0.000224	0.008335	0.451380
