TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.010997	0.023840	0.007286	0.017839	0.024666	0.016512	0.022546	0.014710	0.042755	0.044358	0.010704	0.017152	0.004405	0.004114	0.004464	0.020969	0.019297	0.005934	0.004258	0.003579	0.001614	0.010551	0.001952	0.008203	0.005997	0.001436	0.007435	0.056291	0.025057	0.002684	0.002493	0.002789	0.003568	0.011358	0.007565	0.009922	0.034945	0.040538	0.011821	0.009500	0.010748	0.002204	0.056843	0.034093	0.004701	0.045910	0.018923	0.009273	0.008696	0.005329	0.011099	0.011017	0.099581	0.105479
Although	0.006959	0.087227	0.003764	0.003536	0.005551	0.005594	0.035672	0.005167	0.056918	0.018185	0.002871	0.009444	0.003772	0.002373	0.004473	0.005317	0.028984	0.006444	0.009307	0.001451	0.001172	0.005907	0.006391	0.002616	0.002088	0.000918	0.002354	0.034412	0.019946	0.000907	0.000538	0.000204	0.004411	0.003715	0.008152	0.021145	0.014783	0.019405	0.006702	0.009266	0.007123	0.006377	0.007062	0.015874	0.019624	0.017890	0.017034	0.008441	0.009374	0.005175	0.005904	0.005599	0.192223	0.214261
other	0.018152	0.034808	0.007510	0.006546	0.015291	0.006659	0.008352	0.006093	0.011148	0.032251	0.013233	0.009181	0.009453	0.004064	0.004530	0.004453	0.004671	0.008249	0.026826	0.001433	0.003062	0.002824	0.006194	0.006429	0.002876	0.002331	0.007673	0.018088	0.008948	0.005219	0.001359	0.000452	0.002559	0.002190	0.003968	0.020433	0.010474	0.013154	0.008273	0.008014	0.008484	0.005887	0.012658	0.004919	0.003382	0.006424	0.004232	0.004147	0.002404	0.001477	0.001298	0.001932	0.271606	0.303731
types	0.012660	0.009251	0.004570	0.009568	0.019323	0.019988	0.020280	0.014170	0.022162	0.013903	0.013081	0.027905	0.005000	0.003142	0.005807	0.008383	0.008628	0.004774	0.006161	0.006969	0.003268	0.008995	0.002202	0.004668	0.018439	0.007978	0.010263	0.021922	0.009414	0.003558	0.005512	0.001815	0.003910	0.011740	0.003960	0.011774	0.008877	0.008871	0.010160	0.012180	0.006278	0.005193	0.013702	0.009900	0.003348	0.005606	0.006475	0.002807	0.008492	0.002667	0.002671	0.003894	0.249079	0.274655
of	0.005121	0.008790	0.009339	0.031354	0.058573	0.040007	0.024312	0.030254	0.016907	0.025926	0.045972	0.040129	0.023199	0.009596	0.013666	0.020102	0.016897	0.012977	0.014281	0.005868	0.004092	0.017963	0.007591	0.019524	0.027379	0.015841	0.030741	0.019540	0.010032	0.031597	0.008763	0.003736	0.003656	0.013283	0.006463	0.008848	0.005902	0.005963	0.005125	0.006016	0.004054	0.002166	0.012207	0.010813	0.001779	0.003230	0.003318	0.001790	0.005609	0.002341	0.001212	0.003949	0.115823	0.126386
for	0.006663	0.003033	0.005490	0.014332	0.032916	0.030974	0.029317	0.019434	0.030736	0.021296	0.013417	0.026672	0.004478	0.001898	0.003703	0.009720	0.014574	0.005305	0.004135	0.004473	0.001779	0.011350	0.003716	0.001824	0.010789	0.007205	0.013756	0.042251	0.025127	0.003076	0.002003	0.000979	0.004302	0.010485	0.001817	0.004134	0.009560	0.012659	0.006692	0.007822	0.003970	0.002088	0.009658	0.006637	0.002319	0.007785	0.008542	0.002501	0.006350	0.002760	0.002043	0.005208	0.225632	0.250617
##feit	0.004174	0.003819	0.001727	0.008167	0.007176	0.004230	0.005862	0.005413	0.009523	0.009223	0.004592	0.008612	0.002102	0.001593	0.002190	0.003621	0.004853	0.003504	0.001840	0.002835	0.001031	0.004974	0.002100	0.002246	0.004765	0.002014	0.008715	0.013347	0.005057	0.001813	0.000940	0.000403	0.001114	0.004124	0.002171	0.002097	0.004343	0.003480	0.001847	0.004077	0.002839	0.001235	0.007167	0.006123	0.001857	0.004063	0.003865	0.002039	0.002885	0.001514	0.002054	0.002854	0.374127	0.421662
##ed	0.004520	0.003244	0.005892	0.019564	0.026912	0.022522	0.017775	0.015534	0.015983	0.015158	0.015894	0.028315	0.006995	0.003454	0.005490	0.010589	0.012566	0.006059	0.004379	0.005729	0.002801	0.012931	0.002616	0.004671	0.014601	0.008098	0.020373	0.027726	0.014509	0.004247	0.003318	0.001324	0.002686	0.009490	0.003092	0.003956	0.004996	0.006070	0.003012	0.006158	0.004730	0.002221	0.009562	0.011433	0.002503	0.005944	0.005461	0.003348	0.005956	0.002935	0.001656	0.003984	0.254625	0.282393
property	0.007524	0.010315	0.008016	0.027981	0.023376	0.010964	0.006558	0.010373	0.010780	0.028923	0.018079	0.011023	0.012665	0.006276	0.004309	0.004601	0.005211	0.005206	0.008350	0.002848	0.005650	0.004612	0.010230	0.011560	0.007912	0.004490	0.030621	0.024167	0.012627	0.014601	0.003768	0.002799	0.003543	0.007157	0.006058	0.008252	0.005738	0.007706	0.005383	0.006622	0.005304	0.002404	0.021522	0.010452	0.003336	0.009457	0.005890	0.006681	0.003004	0.003610	0.001647	0.003739	0.246823	0.269259
must	0.024342	0.020326	0.008259	0.007021	0.008783	0.010540	0.021242	0.013099	0.021519	0.006699	0.006373	0.020250	0.003124	0.003032	0.003015	0.011078	0.017596	0.009787	0.011373	0.005949	0.003701	0.017169	0.008084	0.006411	0.015341	0.006043	0.012856	0.019326	0.010951	0.007486	0.004452	0.001216	0.004503	0.010910	0.008883	0.022190	0.014537	0.004531	0.004361	0.010662	0.003758	0.003699	0.007532	0.008066	0.005679	0.005075	0.008701	0.005189	0.008406	0.004863	0.006662	0.006730	0.237932	0.260691
be	0.014321	0.006247	0.005917	0.010743	0.019753	0.012400	0.017054	0.013642	0.009872	0.012712	0.019374	0.029263	0.007990	0.007222	0.009953	0.015297	0.020103	0.013131	0.020521	0.008575	0.006995	0.019655	0.007273	0.010859	0.021103	0.012621	0.021031	0.016472	0.014459	0.027169	0.008862	0.001657	0.006348	0.016988	0.005093	0.010244	0.010265	0.004689	0.004758	0.007169	0.006875	0.002115	0.010585	0.011765	0.001914	0.003209	0.003562	0.002040	0.006297	0.003844	0.001744	0.004949	0.205505	0.227799
sold	0.009250	0.005133	0.004356	0.016331	0.019396	0.008906	0.010472	0.012754	0.008090	0.019049	0.012923	0.023854	0.004875	0.004061	0.004993	0.006418	0.007879	0.008146	0.007561	0.003794	0.003424	0.011578	0.003035	0.006792	0.013012	0.004455	0.020690	0.012952	0.006160	0.010419	0.003100	0.001105	0.001936	0.009702	0.002939	0.007531	0.008712	0.006002	0.004874	0.005111	0.004070	0.001712	0.013049	0.006716	0.001106	0.004298	0.002825	0.001863	0.003912	0.001799	0.001590	0.003534	0.289059	0.322700
in	0.009755	0.008976	0.005984	0.006839	0.007988	0.008310	0.008790	0.007740	0.007018	0.003597	0.008581	0.017435	0.009321	0.013442	0.017290	0.022367	0.017774	0.008927	0.016354	0.009622	0.004068	0.019503	0.013559	0.011631	0.028325	0.030381	0.025430	0.011087	0.008077	0.020406	0.010731	0.005419	0.005463	0.010799	0.015131	0.004351	0.004266	0.002058	0.002839	0.003519	0.003863	0.002755	0.003208	0.007815	0.001173	0.001788	0.001577	0.001747	0.006211	0.006289	0.002425	0.004005	0.240500	0.263492
order	0.018979	0.005969	0.002983	0.002735	0.003321	0.003375	0.008997	0.004573	0.006773	0.002048	0.003588	0.015101	0.004375	0.012573	0.014382	0.015878	0.014608	0.013516	0.014787	0.009838	0.003417	0.018324	0.005472	0.004356	0.020002	0.013745	0.018118	0.018171	0.010619	0.007671	0.005595	0.001158	0.007313	0.006226	0.011813	0.003673	0.005458	0.001903	0.001861	0.003207	0.005080	0.001416	0.002900	0.010319	0.001369	0.001852	0.001891	0.001461	0.004673	0.003994	0.003280	0.003451	0.288892	0.322918
to	0.014749	0.010851	0.004691	0.008570	0.008951	0.010177	0.016019	0.009438	0.015375	0.005299	0.009899	0.023953	0.009570	0.015156	0.018783	0.021828	0.028224	0.020383	0.012236	0.010270	0.004270	0.023057	0.011782	0.010592	0.031217	0.026478	0.017384	0.016432	0.011652	0.011583	0.005848	0.002105	0.007909	0.009985	0.009321	0.005860	0.007635	0.002665	0.004730	0.004691	0.004206	0.002555	0.004475	0.011238	0.001346	0.001315	0.002750	0.001012	0.005555	0.004783	0.002029	0.004027	0.215770	0.239323
recognize	0.007020	0.003858	0.003869	0.012404	0.015362	0.012275	0.008737	0.008374	0.011549	0.009499	0.007636	0.016774	0.011237	0.005536	0.008502	0.017073	0.018654	0.012183	0.007470	0.003304	0.002450	0.009328	0.010701	0.008737	0.010175	0.007738	0.014945	0.012527	0.008141	0.014530	0.002731	0.001336	0.002332	0.005590	0.005045	0.002055	0.003526	0.002595	0.001366	0.003756	0.003925	0.001480	0.006124	0.006856	0.000957	0.002745	0.002290	0.001318	0.002848	0.002615	0.000659	0.001312	0.298774	0.337174
revenue	0.003503	0.010327	0.003277	0.008438	0.006908	0.003585	0.002374	0.002268	0.003652	0.011240	0.008398	0.005446	0.009479	0.007088	0.005679	0.003798	0.003680	0.006177	0.014329	0.001711	0.002148	0.002465	0.007535	0.010474	0.004018	0.003571	0.013254	0.006108	0.003505	0.015592	0.001282	0.001112	0.001378	0.002397	0.007307	0.003983	0.002043	0.004237	0.002424	0.002467	0.004164	0.001600	0.006486	0.006483	0.001042	0.003657	0.001602	0.001801	0.001598	0.001413	0.000430	0.000822	0.353060	0.397185
