TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.014303	0.001107	0.003057	0.000340	0.000123	0.000343	0.000094	0.000233	0.000438	0.001480	0.000221	0.000127	0.000172	0.000196	0.000088	0.000110	0.000211	0.000044	0.000194	0.000018	0.000006	0.000128	0.000079	0.001846	0.000057	0.000205	0.000315	0.000178	0.000025	0.000147	0.000037	0.000049	0.000039	0.000710	0.000420	0.000871	0.000613	0.000137	0.000060	0.000064	0.000046	0.000012	0.000058	0.000195	0.000024	0.000137	0.000192	0.000020	0.000017	0.000047	0.000130	0.000024	0.009041	0.961172
Although	0.000693	0.100132	0.019893	0.000859	0.000551	0.000094	0.000135	0.000111	0.000131	0.039913	0.000856	0.000182	0.006433	0.009528	0.002384	0.000501	0.000230	0.001059	0.008388	0.000028	0.000060	0.000022	0.000379	0.000843	0.000041	0.000020	0.000172	0.000010	0.000003	0.000509	0.000050	0.000042	0.000039	0.000125	0.000964	0.002923	0.002548	0.003114	0.000845	0.000063	0.000025	0.000272	0.000432	0.000046	0.000246	0.000414	0.000266	0.000082	0.000010	0.000046	0.000043	0.000050	0.001987	0.791207
other	0.000965	0.389217	0.016009	0.011644	0.002065	0.000234	0.000062	0.000108	0.000995	0.057724	0.002760	0.000216	0.001300	0.000498	0.000441	0.000395	0.000202	0.001301	0.006535	0.000044	0.000051	0.000058	0.000328	0.003918	0.000066	0.000096	0.000029	0.000009	0.000009	0.000388	0.000066	0.000145	0.000006	0.000044	0.000476	0.005118	0.003244	0.007402	0.001516	0.000036	0.000326	0.000481	0.000254	0.000061	0.000072	0.000232	0.000037	0.000009	0.000009	0.000007	0.000018	0.000004	0.001120	0.481649
types	0.000685	0.053844	0.197752	0.016444	0.004538	0.000283	0.000212	0.002848	0.000670	0.135049	0.012173	0.000129	0.000804	0.000560	0.000107	0.000410	0.000131	0.000609	0.003234	0.000202	0.000798	0.000042	0.000331	0.001105	0.000014	0.000023	0.000290	0.000020	0.000034	0.000277	0.000045	0.000114	0.000022	0.000053	0.000645	0.002931	0.008226	0.009677	0.008036	0.000255	0.000179	0.000921	0.000134	0.000054	0.000171	0.000606	0.000133	0.000143	0.000048	0.000031	0.000013	0.000134	0.005917	0.527892
of	0.002297	0.018621	0.035155	0.057578	0.023229	0.002524	0.001037	0.001945	0.001483	0.149428	0.016180	0.000339	0.001237	0.000328	0.000418	0.000780	0.000199	0.000821	0.010658	0.000134	0.000390	0.000170	0.000096	0.001644	0.000038	0.000144	0.000458	0.000048	0.000023	0.000593	0.000071	0.000070	0.000018	0.000061	0.000281	0.002104	0.003791	0.000481	0.000340	0.000042	0.000043	0.000437	0.000232	0.000045	0.000569	0.001150	0.000036	0.000055	0.000102	0.000142	0.000005	0.000008	0.004354	0.657568
for	0.001164	0.027935	0.006159	0.033959	0.016618	0.014806	0.065379	0.039386	0.027638	0.065496	0.007398	0.003892	0.003169	0.001384	0.000830	0.003062	0.003477	0.005798	0.003763	0.003134	0.001836	0.000565	0.002772	0.000423	0.000053	0.000036	0.000108	0.000124	0.000119	0.000298	0.000054	0.000014	0.000032	0.000087	0.000171	0.002268	0.000835	0.000430	0.000123	0.000022	0.000289	0.000045	0.000100	0.000260	0.000114	0.000289	0.000607	0.000088	0.000658	0.001663	0.000431	0.000098	0.001482	0.649060
##feit	0.001728	0.015257	0.023698	0.012236	0.018337	0.006604	0.002706	0.134685	0.013766	0.018840	0.004534	0.000452	0.003178	0.000706	0.001585	0.001041	0.000448	0.009112	0.007302	0.000183	0.003618	0.000174	0.002599	0.001101	0.000060	0.000111	0.000360	0.000074	0.000093	0.000614	0.000109	0.000034	0.000024	0.000018	0.000513	0.002822	0.000766	0.001462	0.000157	0.000095	0.000383	0.000370	0.000903	0.000867	0.000656	0.001984	0.000245	0.000593	0.000122	0.000222	0.000087	0.001293	0.002545	0.698529
##ed	0.002989	0.107891	0.062332	0.019786	0.018903	0.002763	0.000628	0.001494	0.053699	0.023984	0.001015	0.000373	0.000142	0.000030	0.000148	0.000103	0.001116	0.000311	0.002023	0.000075	0.000026	0.000086	0.000492	0.000871	0.000020	0.000081	0.000297	0.001084	0.000148	0.000180	0.000005	0.000007	0.000050	0.000028	0.000150	0.004540	0.000468	0.000246	0.000081	0.000055	0.000148	0.000150	0.000581	0.000675	0.000100	0.000526	0.000541	0.000030	0.000092	0.000053	0.000001	0.000002	0.003452	0.684929
property	0.004766	0.007405	0.078384	0.138583	0.021479	0.001978	0.005496	0.002664	0.040592	0.039396	0.010644	0.013264	0.000872	0.000369	0.000196	0.001893	0.005831	0.001364	0.004313	0.000408	0.000294	0.002524	0.000993	0.003234	0.002205	0.001418	0.006725	0.000889	0.001024	0.000904	0.000640	0.000131	0.000252	0.000352	0.000976	0.000970	0.005025	0.003653	0.001370	0.000680	0.001898	0.001248	0.000846	0.001517	0.000348	0.000946	0.000349	0.000048	0.000249	0.000075	0.000011	0.000150	0.004787	0.573371
must	0.002459	0.202194	0.007064	0.001094	0.001471	0.001135	0.001773	0.002535	0.003378	0.060800	0.011382	0.002111	0.013650	0.008705	0.002012	0.001084	0.001122	0.002740	0.017704	0.000384	0.001098	0.000126	0.002569	0.002086	0.000059	0.000013	0.000095	0.000114	0.000045	0.002043	0.000073	0.000035	0.000028	0.000040	0.000304	0.004213	0.004755	0.000812	0.000474	0.000251	0.000244	0.000597	0.000563	0.000456	0.000677	0.000492	0.001235	0.000584	0.000385	0.000533	0.000025	0.000215	0.003211	0.626754
