TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.025481	0.001203	0.000047	0.000080	0.000119	0.000039	0.000034	0.000049	0.000368	0.000268	0.000013	0.000028	0.000049	0.000036	0.000133	0.000255	0.000475	0.000784	0.000142	0.000084	0.000061	0.000601	0.000791	0.000243	0.000131	0.001956	0.000693	0.000162	0.000600	0.000075	0.000077	0.000413	0.000079	0.002320	0.004358	0.024088	0.004525	0.003532	0.000813	0.000267	0.000420	0.004784	0.003182	0.002009	0.001493	0.001442	0.000755	0.001049	0.001410	0.000715	0.001300	0.013662	0.334683	0.557622
Although	0.008499	0.043986	0.012562	0.000871	0.000911	0.000018	0.000021	0.000173	0.002076	0.001634	0.000428	0.001338	0.000288	0.000021	0.000092	0.000247	0.000277	0.000294	0.000051	0.000002	0.000007	0.000227	0.000404	0.000009	0.000010	0.000009	0.000019	0.000009	0.000019	0.000011	0.000028	0.000019	0.000005	0.000117	0.000480	0.011421	0.000216	0.000028	0.000037	0.000002	0.000017	0.000006	0.000019	0.000041	0.000010	0.000016	0.000005	0.000003	0.000003	0.000000	0.000000	0.000041	0.000769	0.912205
other	0.000929	0.950832	0.011049	0.011577	0.007804	0.000091	0.000030	0.000043	0.000062	0.000108	0.000021	0.000008	0.000024	0.000008	0.000040	0.000233	0.000006	0.000042	0.000167	0.000003	0.000017	0.000004	0.000005	0.000010	0.000001	0.000011	0.000003	0.000000	0.000000	0.000000	0.000003	0.000014	0.000003	0.000000	0.000010	0.001022	0.000029	0.000024	0.000009	0.000000	0.000001	0.000002	0.000001	0.000002	0.000001	0.000002	0.000001	0.000000	0.000002	0.000000	0.000000	0.000000	0.000035	0.015709
types	0.000101	0.008360	0.621933	0.001313	0.001014	0.000111	0.000014	0.000038	0.000156	0.000101	0.000020	0.000023	0.000025	0.000002	0.000014	0.000020	0.000062	0.000066	0.000025	0.000011	0.000007	0.000032	0.000008	0.000002	0.000001	0.000000	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000004	0.000340	0.001784	0.000019	0.000032	0.000052	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000020	0.364277
of	0.000115	0.007913	0.016791	0.965185	0.002073	0.000130	0.000565	0.000008	0.001289	0.000027	0.000002	0.000001	0.000000	0.000005	0.000000	0.000002	0.000052	0.000124	0.000077	0.000285	0.000099	0.000011	0.000008	0.000017	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000014	0.000077	0.000043	0.000006	0.000003	0.000001	0.000054	0.000000	0.000000	0.000007	0.000000	0.000000	0.000001	0.000000	0.000001	0.000001	0.000001	0.000000	0.000005	0.005005
for	0.002323	0.023114	0.036259	0.030344	0.823699	0.001375	0.000303	0.000706	0.001202	0.001067	0.000629	0.000046	0.000033	0.000006	0.000061	0.000082	0.000020	0.000480	0.033010	0.000069	0.001035	0.000153	0.000360	0.000464	0.000003	0.000001	0.000002	0.000003	0.000000	0.000003	0.000001	0.000007	0.000003	0.000001	0.000016	0.000967	0.000168	0.000067	0.000313	0.000008	0.000020	0.000007	0.000015	0.000002	0.000002	0.000083	0.000001	0.000011	0.000019	0.000003	0.000000	0.000002	0.000154	0.041276
##feit	0.000455	0.007013	0.033390	0.027125	0.232246	0.577149	0.003065	0.001099	0.003612	0.005629	0.002514	0.000011	0.000036	0.000003	0.000075	0.000061	0.000008	0.000072	0.006115	0.000418	0.002408	0.000007	0.000102	0.000978	0.000003	0.000006	0.000004	0.000003	0.000000	0.000000	0.000000	0.000002	0.000019	0.000000	0.000004	0.000192	0.000040	0.000113	0.000090	0.000006	0.000009	0.000008	0.000005	0.000004	0.000006	0.000261	0.000010	0.000002	0.000267	0.000009	0.000000	0.000000	0.000106	0.095240
##ed	0.003803	0.014761	0.085621	0.384282	0.304247	0.010130	0.067597	0.002442	0.042073	0.003326	0.005974	0.000144	0.000016	0.000008	0.000011	0.000046	0.000071	0.000099	0.005577	0.000660	0.053625	0.000091	0.000139	0.008311	0.000090	0.000013	0.000065	0.000023	0.000003	0.000005	0.000004	0.000002	0.000008	0.000002	0.000006	0.000192	0.000101	0.000455	0.000778	0.000099	0.002431	0.000025	0.000049	0.000145	0.000029	0.000243	0.000070	0.000048	0.000118	0.000006	0.000016	0.000017	0.000056	0.001848
property	0.000034	0.001345	0.044864	0.001526	0.006381	0.000305	0.016613	0.850267	0.008160	0.000730	0.001214	0.002412	0.000046	0.000000	0.000001	0.000051	0.000080	0.000009	0.000005	0.000009	0.000228	0.001251	0.000041	0.000031	0.000177	0.000014	0.000138	0.000524	0.000002	0.000000	0.000002	0.000000	0.000016	0.000002	0.000008	0.000169	0.000284	0.000021	0.000058	0.000397	0.000050	0.000040	0.000035	0.000006	0.000001	0.000000	0.000002	0.000000	0.000001	0.000000	0.000001	0.000014	0.000015	0.062420
must	0.000205	0.001319	0.000654	0.000483	0.000137	0.000050	0.001924	0.000494	0.138018	0.021554	0.002020	0.004798	0.001439	0.000190	0.000023	0.000004	0.000372	0.000058	0.000010	0.000005	0.000010	0.000623	0.000583	0.000039	0.000070	0.000009	0.000014	0.000038	0.000090	0.000001	0.000001	0.000000	0.000000	0.000032	0.000106	0.000370	0.000177	0.000030	0.000018	0.000011	0.000128	0.000043	0.000029	0.000282	0.000042	0.000007	0.000001	0.000000	0.000003	0.000002	0.000002	0.000054	0.000101	0.823329
