TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.149550	0.010545	0.009589	0.001051	0.002759	0.006868	0.000772	0.001569	0.001165	0.003996	0.002362	0.000325	0.000906	0.000695	0.000388	0.001038	0.000180	0.000471	0.000380	0.000261	0.000742	0.000320	0.000170	0.001112	0.000598	0.000328	0.000349	0.000819	0.000174	0.000305	0.001548	0.001378	0.000155	0.000153	0.000898	0.003980	0.004563	0.003074	0.000723	0.000830	0.000601	0.000281	0.002168	0.000694	0.001619	0.001394	0.000660	0.000304	0.001225	0.000295	0.000173	0.000105	0.002726	0.770668
Although	0.001343	0.027249	0.508600	0.007332	0.007627	0.003722	0.017381	0.002196	0.004423	0.175439	0.035800	0.008211	0.023122	0.006897	0.014758	0.006119	0.002299	0.010461	0.006858	0.002634	0.009835	0.000961	0.006546	0.002907	0.003682	0.002265	0.001049	0.000019	0.000147	0.002675	0.001712	0.002164	0.000625	0.000323	0.007164	0.025978	0.000263	0.002864	0.000606	0.000826	0.000362	0.000445	0.000237	0.000096	0.000549	0.000576	0.000291	0.000374	0.000452	0.000113	0.000047	0.000145	0.003451	0.047778
other	0.002845	0.042620	0.021739	0.010209	0.018283	0.038800	0.016225	0.022351	0.001386	0.089956	0.022193	0.002025	0.002979	0.001499	0.004174	0.018507	0.001325	0.010084	0.015777	0.002227	0.016006	0.002115	0.003015	0.006573	0.001017	0.000520	0.000205	0.000047	0.000040	0.000457	0.000705	0.000518	0.000457	0.000120	0.000384	0.006738	0.000499	0.001449	0.000122	0.000430	0.000036	0.000097	0.000154	0.000031	0.000309	0.000984	0.000111	0.000132	0.000289	0.000239	0.000039	0.000049	0.001318	0.609593
types	0.001420	0.000219	0.002027	0.000625	0.002183	0.006387	0.006885	0.009737	0.002123	0.001195	0.000335	0.000126	0.000034	0.000033	0.000095	0.000136	0.000268	0.000326	0.001448	0.000168	0.001656	0.000365	0.000040	0.000045	0.000047	0.000026	0.000073	0.000030	0.000024	0.000020	0.000019	0.000081	0.000051	0.000076	0.000048	0.000265	0.000095	0.000055	0.000033	0.000020	0.000012	0.000012	0.000027	0.000014	0.000012	0.000060	0.000003	0.000031	0.000213	0.000071	0.000061	0.000045	0.000446	0.960154
of	0.000587	0.002168	0.002183	0.005242	0.013081	0.086881	0.093547	0.349179	0.036372	0.001717	0.002445	0.006063	0.000199	0.000100	0.000290	0.000646	0.002696	0.000339	0.000953	0.001401	0.005131	0.012160	0.000546	0.000579	0.002283	0.000686	0.000438	0.000082	0.000119	0.000022	0.001107	0.000514	0.000246	0.000372	0.000013	0.000075	0.000133	0.000077	0.000100	0.000109	0.000067	0.000083	0.000239	0.000065	0.000026	0.000100	0.000020	0.000028	0.000364	0.000028	0.000010	0.000024	0.000397	0.367669
for	0.000479	0.000368	0.001180	0.001940	0.001874	0.002515	0.102329	0.003680	0.004508	0.001378	0.001033	0.001071	0.000119	0.000028	0.000038	0.000401	0.000507	0.000365	0.000488	0.000168	0.001067	0.000908	0.000528	0.000706	0.000917	0.000128	0.000866	0.000169	0.000035	0.000015	0.000045	0.000055	0.000120	0.000136	0.000063	0.000092	0.000123	0.000026	0.000018	0.000020	0.000090	0.000043	0.000046	0.000086	0.000014	0.000045	0.000095	0.000012	0.000010	0.000236	0.000017	0.000014	0.000158	0.868630
##feit	0.000284	0.000158	0.000203	0.000443	0.000786	0.001621	0.001096	0.002246	0.012564	0.000731	0.000474	0.001007	0.000103	0.000053	0.000018	0.000067	0.000053	0.000073	0.000053	0.000006	0.000072	0.000355	0.000114	0.000051	0.000062	0.000062	0.000179	0.000643	0.000077	0.000001	0.000001	0.000015	0.000024	0.000006	0.000006	0.000056	0.000017	0.000016	0.000004	0.000008	0.000039	0.000088	0.000047	0.000114	0.000020	0.000017	0.000015	0.000002	0.000001	0.000015	0.000017	0.000022	0.000119	0.975676
##ed	0.000965	0.002160	0.008439	0.001578	0.003967	0.006960	0.018126	0.014435	0.082004	0.015196	0.003524	0.004529	0.000682	0.000172	0.000174	0.001042	0.001631	0.000641	0.000336	0.000074	0.000786	0.000361	0.000244	0.000192	0.000212	0.000199	0.002471	0.000976	0.000833	0.000019	0.000011	0.000055	0.000122	0.000029	0.000033	0.000172	0.000200	0.000037	0.000017	0.000011	0.000032	0.000109	0.000319	0.000503	0.000981	0.000128	0.000067	0.000042	0.000010	0.000079	0.000053	0.000091	0.000427	0.823546
property	0.003104	0.001667	0.000307	0.000444	0.000459	0.000407	0.002244	0.000879	0.004216	0.002566	0.001089	0.002716	0.000897	0.002080	0.000724	0.000174	0.000128	0.000194	0.000535	0.000021	0.000052	0.000256	0.000155	0.000229	0.000079	0.000100	0.000105	0.000894	0.000235	0.000049	0.000019	0.000028	0.000028	0.000009	0.000029	0.000422	0.000114	0.000069	0.000047	0.000028	0.000014	0.000047	0.000145	0.000179	0.000046	0.000161	0.000017	0.000018	0.000017	0.000036	0.000009	0.000085	0.000402	0.971024
must	0.004108	0.015994	0.010887	0.002009	0.005368	0.008103	0.010789	0.014942	0.004174	0.017902	0.246557	0.047242	0.030576	0.046099	0.042058	0.075970	0.002356	0.004498	0.006646	0.004094	0.010770	0.010662	0.004995	0.010336	0.007051	0.003593	0.008261	0.002389	0.001233	0.002302	0.007890	0.003262	0.000605	0.000071	0.001078	0.013071	0.001176	0.001998	0.002206	0.000596	0.000852	0.000787	0.001650	0.000337	0.001006	0.001729	0.005675	0.000573	0.000677	0.000315	0.000093	0.001238	0.004157	0.286992
be	0.001488	0.002964	0.001131	0.000409	0.001045	0.002091	0.068326	0.030691	0.002427	0.018417	0.017010	0.228915	0.004485	0.006976	0.009882	0.023152	0.010199	0.004306	0.007698	0.007875	0.005447	0.044837	0.002614	0.003840	0.033209	0.001360	0.002352	0.000602	0.000659	0.000633	0.081029	0.002269	0.001345	0.000475	0.000491	0.001375	0.000183	0.000126	0.000215	0.000151	0.000103	0.000049	0.000169	0.000140	0.000269	0.000530	0.000732	0.000250	0.001043	0.000084	0.000008	0.000884	0.001084	0.361956
sold	0.000684	0.001913	0.000325	0.000363	0.000303	0.000390	0.003588	0.000872	0.002285	0.008304	0.002952	0.016713	0.001212	0.005104	0.002150	0.006210	0.002346	0.000808	0.001284	0.000156	0.000109	0.001253	0.000180	0.000287	0.000214	0.000123	0.000507	0.000349	0.000288	0.000055	0.000092	0.000113	0.000109	0.000101	0.000016	0.000150	0.000044	0.000010	0.000002	0.000001	0.000006	0.000005	0.000017	0.000204	0.000114	0.000106	0.000055	0.000024	0.000051	0.000090	0.000023	0.000156	0.000182	0.937000
in	0.001043	0.024084	0.003225	0.000784	0.000324	0.000278	0.001933	0.000495	0.000980	0.011048	0.002918	0.020343	0.019055	0.434229	0.133056	0.118952	0.042756	0.003131	0.008100	0.023340	0.004711	0.004616	0.001504	0.008773	0.005568	0.001840	0.001739	0.000218	0.000665	0.000486	0.013862	0.001990	0.005935	0.000952	0.000694	0.001728	0.000366	0.000208	0.000177	0.000339	0.000149	0.000017	0.000237	0.000369	0.000636	0.000831	0.001026	0.000164	0.007306	0.000301	0.000081	0.000847	0.000673	0.080918
