TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.039608	0.000560	0.000343	0.002620	0.001110	0.002364	0.006388	0.001262	0.002845	0.001374	0.000638	0.005488	0.000105	0.000174	0.000260	0.003176	0.005287	0.000811	0.000045	0.000138	0.000133	0.001758	0.000140	0.000127	0.001041	0.000060	0.001264	0.008578	0.006546	0.000067	0.000155	0.000072	0.000445	0.001205	0.000291	0.000421	0.001038	0.001418	0.001016	0.000571	0.002835	0.000251	0.001603	0.006631	0.000262	0.001544	0.001586	0.000389	0.001290	0.000517	0.000718	0.003090	0.413282	0.465060
Although	0.001504	0.019141	0.002130	0.000186	0.002639	0.000837	0.000326	0.000294	0.000982	0.001545	0.000770	0.000089	0.000298	0.000208	0.000329	0.000388	0.000950	0.000983	0.003524	0.000253	0.000565	0.000080	0.000748	0.001547	0.000127	0.000135	0.004013	0.001908	0.000997	0.000855	0.000097	0.000302	0.000333	0.000044	0.001342	0.001872	0.001911	0.004552	0.001848	0.006595	0.002716	0.006367	0.005423	0.001035	0.000490	0.002847	0.001832	0.001109	0.000694	0.000242	0.000817	0.000295	0.424604	0.484281
other	0.007808	0.004921	0.276260	0.020259	0.011034	0.009628	0.008147	0.011129	0.005445	0.017831	0.006721	0.005549	0.006805	0.001732	0.005818	0.019059	0.015319	0.003828	0.008330	0.010108	0.010307	0.004307	0.003659	0.008319	0.007193	0.001213	0.076190	0.011092	0.011286	0.008814	0.005066	0.003500	0.012648	0.004070	0.004954	0.005105	0.008777	0.003008	0.002435	0.011250	0.003125	0.002451	0.004668	0.007222	0.000743	0.007772	0.007187	0.004492	0.003922	0.001326	0.003312	0.012118	0.133989	0.148745
types	0.001172	0.000095	0.000690	0.950892	0.000808	0.000772	0.001207	0.000866	0.006753	0.003533	0.000249	0.002611	0.000078	0.000152	0.000168	0.001305	0.001753	0.000068	0.000185	0.001344	0.000048	0.001565	0.000033	0.000087	0.001312	0.000053	0.000113	0.000443	0.002197	0.000021	0.000355	0.000126	0.000181	0.001651	0.000050	0.000044	0.000064	0.000047	0.000025	0.000117	0.002799	0.000052	0.000054	0.003638	0.000019	0.000078	0.000131	0.000048	0.000038	0.000014	0.000016	0.000053	0.004626	0.005202
of	0.011839	0.014017	0.006195	0.036841	0.214761	0.021358	0.016989	0.028341	0.080470	0.017667	0.011654	0.010043	0.000655	0.001067	0.002316	0.061412	0.031097	0.004461	0.006615	0.004334	0.003852	0.010236	0.001621	0.006875	0.010710	0.002143	0.005925	0.022324	0.010779	0.001437	0.002093	0.008958	0.005300	0.003077	0.001332	0.001538	0.001339	0.001719	0.000312	0.001982	0.002315	0.001367	0.003724	0.009810	0.000943	0.003919	0.010823	0.002766	0.000694	0.000226	0.000309	0.002874	0.129559	0.144987
for	0.004104	0.003307	0.009209	0.016145	0.011580	0.391135	0.031841	0.021737	0.026572	0.007519	0.009079	0.014014	0.001610	0.001509	0.001757	0.012259	0.096862	0.004576	0.002713	0.009263	0.006627	0.009455	0.001039	0.002441	0.030646	0.003405	0.005417	0.038058	0.015818	0.002828	0.006660	0.001657	0.013388	0.011532	0.002097	0.003357	0.003783	0.001195	0.000434	0.004054	0.006948	0.001274	0.002533	0.021412	0.002067	0.005097	0.011490	0.008497	0.013599	0.001980	0.003643	0.001736	0.037611	0.041434
##feit	0.001029	0.000154	0.000559	0.004201	0.000730	0.014173	0.518726	0.024327	0.011643	0.002633	0.000496	0.039501	0.000148	0.000214	0.000110	0.002882	0.023302	0.000790	0.000104	0.004387	0.000634	0.039799	0.000106	0.000080	0.020966	0.000118	0.000681	0.013494	0.002664	0.000061	0.000943	0.000081	0.001685	0.006699	0.000243	0.000310	0.001882	0.000591	0.000160	0.001459	0.001707	0.000084	0.000309	0.006168	0.000054	0.000293	0.000654	0.000189	0.001207	0.000505	0.016782	0.003378	0.104876	0.121031
##ed	0.011300	0.001882	0.005681	0.031646	0.016632	0.014698	0.063259	0.136740	0.110782	0.012169	0.003982	0.036056	0.000668	0.000728	0.000751	0.043820	0.053433	0.001647	0.000492	0.005044	0.003705	0.054784	0.001243	0.000833	0.033840	0.001264	0.003904	0.017576	0.008922	0.000412	0.006398	0.001460	0.005736	0.019506	0.001567	0.001756	0.001492	0.001769	0.000358	0.001620	0.002227	0.000266	0.000952	0.012916	0.000803	0.004757	0.009574	0.005528	0.001974	0.000659	0.003048	0.049434	0.088743	0.099565
property	0.004974	0.001475	0.002523	0.034315	0.005843	0.003900	0.009175	0.008395	0.560737	0.003639	0.001223	0.004631	0.000244	0.000521	0.000191	0.001958	0.068720	0.001785	0.000547	0.001975	0.001248	0.006132	0.001794	0.000847	0.009288	0.000603	0.000936	0.004076	0.006793	0.000374	0.001237	0.000333	0.002813	0.009623	0.000899	0.000682	0.000563	0.000664	0.000121	0.000679	0.004298	0.000346	0.001489	0.011996	0.000340	0.001234	0.001157	0.000801	0.000566	0.000217	0.001498	0.002845	0.097056	0.109682
must	0.006648	0.004051	0.001370	0.012106	0.001296	0.000881	0.003041	0.001480	0.002908	0.666657	0.008577	0.005343	0.009486	0.005495	0.003535	0.007370	0.006005	0.002777	0.007420	0.004449	0.001113	0.003109	0.001056	0.005656	0.001742	0.000409	0.001001	0.003098	0.003101	0.001308	0.001565	0.001215	0.000594	0.001308	0.001526	0.006109	0.015915	0.021854	0.003702	0.005579	0.008162	0.001012	0.001693	0.015541	0.001438	0.017408	0.013126	0.008349	0.002636	0.000406	0.002072	0.002445	0.039690	0.044166
be	0.025669	0.010784	0.003790	0.012918	0.007750	0.008810	0.010868	0.002153	0.014166	0.071799	0.090780	0.020070	0.003960	0.005096	0.005835	0.028601	0.028016	0.009041	0.030135	0.014388	0.014511	0.012898	0.005410	0.016563	0.011918	0.003525	0.007505	0.006367	0.021605	0.008755	0.004791	0.005681	0.007892	0.010752	0.002373	0.006209	0.013376	0.004407	0.001496	0.006614	0.014301	0.004814	0.004249	0.022681	0.002211	0.008125	0.018538	0.006939	0.003309	0.000607	0.004760	0.006222	0.153953	0.172012
