TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.274022	0.010848	0.012136	0.016052	0.019457	0.017369	0.017610	0.009740	0.019082	0.015397	0.009205	0.014953	0.014716	0.013078	0.017875	0.011167	0.018255	0.026760	0.012915	0.011924	0.009961	0.016339	0.012590	0.011346	0.009934	0.015778	0.009438	0.014652	0.011772	0.010677	0.008152	0.011029	0.009693	0.012584	0.011047	0.024175	0.008571	0.017172	0.014551	0.008091	0.010090	0.013417	0.014006	0.009845	0.009185	0.013455	0.009912	0.009454	0.009934	0.012053	0.009063	0.009767	0.029409	0.030298
Although	0.270022	0.001213	0.006433	0.008238	0.006340	0.012443	0.011595	0.005405	0.003907	0.084691	0.012966	0.005121	0.011141	0.012920	0.017150	0.016968	0.007256	0.011732	0.012219	0.002498	0.004117	0.006501	0.013897	0.052544	0.004616	0.015770	0.009921	0.004248	0.003628	0.010641	0.004421	0.014566	0.001741	0.007662	0.007916	0.013982	0.015466	0.030775	0.015079	0.027903	0.008453	0.011996	0.015361	0.014448	0.016593	0.024011	0.006006	0.007356	0.006364	0.011942	0.002078	0.006333	0.033634	0.049770
other	0.324657	0.004161	0.007309	0.019720	0.011895	0.013987	0.012664	0.008417	0.012757	0.022943	0.016827	0.011409	0.009441	0.008422	0.015814	0.009676	0.016281	0.012012	0.005267	0.010156	0.007315	0.014071	0.011197	0.006127	0.007698	0.013675	0.006791	0.008795	0.008254	0.004003	0.003544	0.010220	0.009202	0.011357	0.007902	0.011480	0.008200	0.015936	0.034612	0.015039	0.009031	0.009561	0.027427	0.005476	0.011442	0.013959	0.019537	0.005330	0.012001	0.004822	0.001989	0.007717	0.043089	0.059384
types	0.287820	0.005232	0.004548	0.000405	0.019416	0.019198	0.013853	0.026550	0.006388	0.011107	0.011760	0.014835	0.011584	0.008163	0.032484	0.003496	0.011434	0.016945	0.005939	0.002653	0.002605	0.021530	0.016448	0.017046	0.012304	0.026924	0.004653	0.001902	0.009951	0.003926	0.004908	0.013438	0.003359	0.007414	0.003555	0.013180	0.019125	0.006527	0.029668	0.006147	0.005190	0.008803	0.015394	0.012257	0.013174	0.007522	0.006081	0.007501	0.010431	0.024687	0.003893	0.005415	0.043605	0.097627
of	0.345795	0.004764	0.007510	0.014605	0.009511	0.014608	0.015895	0.005212	0.019169	0.016902	0.010805	0.012661	0.009637	0.009326	0.014035	0.009220	0.016250	0.012085	0.005331	0.012347	0.005288	0.016615	0.009183	0.006345	0.006523	0.014020	0.005168	0.010153	0.019598	0.004528	0.007766	0.009771	0.019390	0.025187	0.005264	0.012291	0.009345	0.013003	0.021854	0.011164	0.012007	0.011483	0.014766	0.011460	0.008259	0.011619	0.011618	0.005524	0.005603	0.006010	0.004489	0.004023	0.030051	0.064962
for	0.668887	0.002273	0.002892	0.006508	0.005663	0.005462	0.008732	0.002575	0.013020	0.007566	0.006035	0.005699	0.004465	0.006640	0.007296	0.004966	0.008141	0.006155	0.002040	0.009599	0.004472	0.007747	0.004393	0.004632	0.002263	0.006493	0.003147	0.002918	0.005961	0.001581	0.003495	0.003943	0.004377	0.009952	0.002096	0.005552	0.003897	0.007155	0.012042	0.003439	0.007536	0.004867	0.008107	0.006484	0.004732	0.006705	0.005909	0.003194	0.004287	0.004353	0.002635	0.002239	0.016769	0.038014
##feit	0.517138	0.003130	0.002573	0.011084	0.036274	0.012901	0.000257	0.002638	0.000854	0.001274	0.003102	0.000428	0.005784	0.001685	0.015755	0.003034	0.008715	0.013547	0.001368	0.006824	0.002516	0.000680	0.007776	0.001065	0.001771	0.013692	0.001400	0.003423	0.003318	0.001000	0.003058	0.003376	0.009912	0.012607	0.001920	0.013147	0.003788	0.002706	0.036539	0.001385	0.007028	0.008927	0.017848	0.001523	0.003390	0.002573	0.009173	0.002242	0.001572	0.007212	0.006032	0.004656	0.091771	0.062611
##ed	0.607110	0.003283	0.003563	0.009780	0.013430	0.011553	0.003243	0.001742	0.002995	0.010341	0.006830	0.001323	0.008532	0.008146	0.007046	0.007073	0.010034	0.013004	0.003803	0.004579	0.002957	0.001969	0.013844	0.004477	0.000722	0.007287	0.001467	0.004826	0.003844	0.003367	0.002738	0.005068	0.004340	0.010567	0.002738	0.013480	0.006350	0.027389	0.007848	0.003295	0.004223	0.008921	0.006981	0.002709	0.003836	0.017204	0.002033	0.004511	0.002109	0.010611	0.010528	0.004836	0.024429	0.031082
property	0.429755	0.000819	0.003769	0.006264	0.021892	0.012139	0.001693	0.005040	0.000367	0.004889	0.002266	0.001914	0.003278	0.004099	0.009873	0.002099	0.014310	0.007415	0.001306	0.003184	0.001304	0.003594	0.004343	0.000447	0.000859	0.010839	0.001114	0.004040	0.004516	0.000943	0.001577	0.003494	0.025677	0.007473	0.003308	0.008168	0.005935	0.004140	0.039664	0.009794	0.007244	0.005085	0.012517	0.004791	0.003213	0.004455	0.004865	0.001885	0.002839	0.008633	0.005029	0.004408	0.054511	0.202926
must	0.178685	0.016675	0.009110	0.003417	0.008650	0.010352	0.007298	0.012002	0.003577	0.002535	0.016722	0.037855	0.022270	0.004502	0.033467	0.002592	0.006329	0.028054	0.009172	0.002975	0.002452	0.065282	0.046676	0.006977	0.030944	0.024748	0.003485	0.002935	0.003270	0.006852	0.004202	0.012468	0.009687	0.005857	0.007174	0.035415	0.012399	0.033308	0.015013	0.010799	0.001127	0.016852	0.018518	0.003071	0.019668	0.017837	0.008837	0.002298	0.004585	0.002346	0.001697	0.002504	0.049563	0.094919
be	0.194129	0.014496	0.009824	0.009093	0.009753	0.022658	0.012977	0.016406	0.003464	0.014076	0.003493	0.024290	0.017266	0.015709	0.036425	0.008026	0.006084	0.016545	0.007248	0.004903	0.006743	0.037424	0.023170	0.010326	0.013708	0.034102	0.009438	0.004213	0.003979	0.005657	0.003770	0.019939	0.017205	0.016258	0.004700	0.018840	0.015273	0.013876	0.015398	0.045263	0.002841	0.015417	0.013539	0.007594	0.024853	0.008770	0.010021	0.010631	0.013786	0.013426	0.002480	0.003898	0.043583	0.063018
sold	0.194596	0.001799	0.006364	0.015084	0.035415	0.014158	0.002815	0.003904	0.003140	0.047793	0.008663	0.000213	0.006663	0.012784	0.011894	0.012736	0.006253	0.015611	0.003048	0.006099	0.004012	0.000303	0.009609	0.005899	0.002208	0.012081	0.005832	0.008983	0.011746	0.002810	0.002890	0.012653	0.021373	0.011126	0.005254	0.017881	0.015880	0.028476	0.038102	0.016925	0.009208	0.009474	0.024389	0.008754	0.020524	0.034075	0.010963	0.012095	0.004105	0.009538	0.006602	0.006021	0.084003	0.117174
in	0.460746	0.003947	0.004521	0.006356	0.011677	0.014756	0.011462	0.008808	0.009687	0.015457	0.007900	0.009747	0.007374	0.009218	0.021104	0.008029	0.018062	0.008808	0.004382	0.011663	0.005236	0.013155	0.006605	0.005957	0.004096	0.019616	0.004726	0.004394	0.010185	0.003411	0.005066	0.007569	0.008033	0.012249	0.006529	0.008147	0.012033	0.006705	0.019610	0.006675	0.004593	0.007847	0.011995	0.007621	0.012477	0.006381	0.008334	0.008211	0.006024	0.006054	0.003882	0.003075	0.030409	0.059395
order	0.142199	0.007576	0.007953	0.011707	0.031559	0.038982	0.006031	0.013394	0.007205	0.005023	0.019508	0.008017	0.021088	0.001074	0.031475	0.005216	0.043086	0.024569	0.003317	0.008370	0.004832	0.010523	0.019837	0.006780	0.008521	0.026706	0.006555	0.010931	0.028745	0.002549	0.007606	0.017936	0.011460	0.033492	0.002620	0.020944	0.010247	0.017318	0.030765	0.006897	0.007077	0.018564	0.023263	0.013412	0.009845	0.018834	0.006267	0.005223	0.010164	0.006843	0.006452	0.003122	0.048716	0.099604
to	0.282039	0.011446	0.012247	0.019315	0.009366	0.016608	0.012813	0.006899	0.012579	0.023623	0.017436	0.013351	0.014720	0.010363	0.017734	0.012639	0.016597	0.013854	0.008798	0.013969	0.009636	0.017430	0.014208	0.017797	0.005191	0.014453	0.007433	0.008100	0.006332	0.006594	0.007964	0.009073	0.009101	0.017320	0.006975	0.012237	0.013210	0.020400	0.015551	0.012379	0.008495	0.013542	0.013450	0.009543	0.015798	0.017534	0.014392	0.009345	0.017253	0.007037	0.005229	0.005346	0.027930	0.057327
recognize	0.275413	0.003169	0.005071	0.003790	0.006316	0.013972	0.011128	0.019126	0.005315	0.004409	0.006965	0.037781	0.006199	0.007228	0.018294	0.000121	0.005542	0.016337	0.004701	0.003059	0.005771	0.082272	0.005198	0.005744	0.009043	0.023381	0.007962	0.002598	0.004753	0.003459	0.005480	0.010858	0.022175	0.016261	0.004220	0.016240	0.005677	0.009789	0.017735	0.014077	0.002850	0.008110	0.014070	0.004167	0.008025	0.008815	0.001813	0.004234	0.023822	0.005046	0.002032	0.004114	0.070819	0.115452
