TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.008036	0.001346	0.005727	0.008365	0.004148	0.002902	0.012137	0.003184	0.024335	0.033768	0.005469	0.007688	0.002736	0.009213	0.001730	0.010935	0.008709	0.001273	0.001500	0.000829	0.001945	0.003236	0.003166	0.007328	0.004085	0.000601	0.009085	0.014483	0.012390	0.003011	0.001745	0.001684	0.004661	0.002789	0.002480	0.004356	0.009270	0.046630	0.019520	0.075266	0.042839	0.002672	0.019417	0.068677	0.002528	0.022455	0.010098	0.005257	0.031246	0.003701	0.006584	0.033705	0.159213	0.209849
Although	0.005418	0.003977	0.002153	0.001916	0.000633	0.001644	0.008270	0.001212	0.003821	0.023534	0.001232	0.001575	0.001055	0.001810	0.000658	0.007586	0.004831	0.015030	0.005195	0.000303	0.000443	0.000758	0.000919	0.001900	0.000225	0.000030	0.001438	0.011011	0.000731	0.002198	0.000080	0.000201	0.000530	0.000415	0.001435	0.004736	0.006852	0.016832	0.007011	0.006065	0.000498	0.000358	0.006557	0.003021	0.000925	0.005245	0.011449	0.005184	0.007026	0.001510	0.001168	0.002977	0.309690	0.488726
other	0.005096	0.000421	0.001119	0.005344	0.001525	0.007254	0.091903	0.004255	0.019599	0.010971	0.003140	0.018101	0.000438	0.001938	0.000754	0.012751	0.035474	0.001980	0.002511	0.001035	0.000681	0.006854	0.000496	0.001232	0.002517	0.000086	0.003605	0.022141	0.004173	0.001302	0.000663	0.000276	0.002222	0.004347	0.000278	0.000444	0.001741	0.000592	0.000587	0.001507	0.000295	0.000087	0.003078	0.009363	0.000240	0.001028	0.003629	0.001203	0.002539	0.000468	0.001051	0.003431	0.283511	0.408722
types	0.001582	0.000141	0.000273	0.000965	0.000213	0.001860	0.009256	0.000549	0.003352	0.001484	0.000439	0.001806	0.000128	0.000170	0.000093	0.002223	0.002573	0.000494	0.000417	0.000238	0.000170	0.001194	0.000052	0.000238	0.000397	0.000027	0.001085	0.003695	0.000881	0.000415	0.000084	0.000110	0.001241	0.000786	0.000118	0.000167	0.000276	0.000245	0.000120	0.000348	0.000043	0.000015	0.000134	0.000577	0.000027	0.000169	0.000402	0.000110	0.000216	0.000129	0.000211	0.000192	0.400864	0.557006
of	0.006535	0.000267	0.001198	0.002198	0.002906	0.007722	0.279641	0.012501	0.149673	0.002346	0.001112	0.010199	0.000100	0.000091	0.000110	0.010481	0.094109	0.003564	0.000699	0.000730	0.000876	0.014772	0.000315	0.000191	0.001912	0.000053	0.002423	0.053771	0.009851	0.000604	0.000333	0.000335	0.003702	0.003598	0.000298	0.000316	0.000463	0.000292	0.000092	0.000276	0.000053	0.000017	0.001446	0.005166	0.000153	0.000429	0.000689	0.000475	0.000514	0.000144	0.000360	0.000713	0.130341	0.178842
for	0.011729	0.000146	0.000454	0.000565	0.000206	0.005745	0.066735	0.002066	0.029917	0.001181	0.000218	0.008835	0.000120	0.000037	0.000056	0.003392	0.040044	0.001742	0.000459	0.000173	0.000236	0.006813	0.000230	0.000096	0.000722	0.000022	0.001147	0.061679	0.005449	0.000171	0.000104	0.000062	0.002688	0.001117	0.000146	0.000144	0.000528	0.000126	0.000087	0.000509	0.000210	0.000034	0.000138	0.001065	0.000025	0.000063	0.000371	0.000181	0.000244	0.000428	0.000704	0.000647	0.288883	0.451109
##feit	0.057182	0.000163	0.000594	0.001832	0.001202	0.008544	0.128136	0.006912	0.062902	0.000817	0.000359	0.017598	0.000118	0.000054	0.000131	0.010431	0.076145	0.002767	0.000868	0.000716	0.000596	0.011871	0.000426	0.000133	0.002093	0.000057	0.001373	0.037686	0.007948	0.000392	0.000442	0.000104	0.002040	0.002543	0.000275	0.000239	0.000388	0.000069	0.000090	0.000273	0.000099	0.000045	0.000254	0.001683	0.000063	0.000082	0.000532	0.000365	0.000540	0.000344	0.000891	0.000714	0.222124	0.325755
##ed	0.008680	0.000234	0.000514	0.000507	0.000665	0.008601	0.196473	0.005216	0.091053	0.000981	0.000239	0.008556	0.000044	0.000024	0.000034	0.004892	0.102473	0.006517	0.000671	0.000262	0.000232	0.008564	0.000227	0.000071	0.000675	0.000012	0.001055	0.075760	0.005064	0.000277	0.000127	0.000051	0.001574	0.001577	0.000248	0.000168	0.000253	0.000089	0.000029	0.000138	0.000016	0.000011	0.000317	0.000886	0.000054	0.000111	0.000327	0.000234	0.000283	0.000188	0.000293	0.000255	0.187414	0.276782
property	0.038219	0.000234	0.000681	0.000734	0.001368	0.004267	0.033485	0.003233	0.067810	0.000675	0.000248	0.005626	0.000208	0.000044	0.000181	0.005126	0.045317	0.007589	0.001087	0.000339	0.000339	0.005109	0.000406	0.000121	0.001165	0.000155	0.001658	0.041332	0.008808	0.000968	0.000449	0.000342	0.003273	0.001720	0.000516	0.000497	0.000459	0.000182	0.000088	0.000095	0.000018	0.000056	0.000621	0.000582	0.000210	0.000182	0.000565	0.000338	0.000200	0.000286	0.000466	0.000252	0.303563	0.408508
must	0.004504	0.004330	0.001940	0.008716	0.001668	0.005093	0.018097	0.002813	0.004985	0.179253	0.017850	0.005333	0.008045	0.017877	0.004730	0.021765	0.005050	0.012220	0.006416	0.000590	0.001319	0.002067	0.003546	0.008900	0.002011	0.000140	0.008302	0.023640	0.008661	0.003731	0.001001	0.001018	0.000952	0.001454	0.000665	0.003270	0.017581	0.028680	0.011072	0.009259	0.004487	0.000651	0.016901	0.034456	0.002620	0.009022	0.010289	0.003635	0.002494	0.000458	0.001367	0.001842	0.187027	0.256210
