TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.011338	0.001512	0.048830	0.002416	0.001112	0.004730	0.002402	0.001550	0.000904	0.000508	0.000630	0.003435	0.000196	0.000123	0.000230	0.000844	0.000768	0.000330	0.003588	0.000283	0.001050	0.004750	0.000223	0.005680	0.003368	0.000581	0.007185	0.004074	0.000198	0.000218	0.000731	0.000177	0.001554	0.000107	0.000279	0.001716	0.006984	0.004512	0.003062	0.001299	0.000998	0.000811	0.001841	0.001082	0.000234	0.001046	0.000528	0.000483	0.006222	0.003570	0.000992	0.000471	0.009250	0.838994
Although	0.000933	0.017028	0.316769	0.030208	0.006807	0.012644	0.009382	0.005550	0.003526	0.001454	0.000734	0.002040	0.000548	0.000715	0.001818	0.001283	0.001516	0.001073	0.003103	0.000426	0.003428	0.000727	0.000307	0.000353	0.000888	0.000262	0.000477	0.000128	0.000063	0.000054	0.000273	0.000135	0.000441	0.000064	0.000095	0.000742	0.005340	0.001965	0.000671	0.000596	0.000318	0.000157	0.000105	0.000094	0.000017	0.000156	0.000090	0.000113	0.000241	0.000732	0.000021	0.000055	0.000382	0.562953
other	0.000500	0.016133	0.119721	0.060132	0.011447	0.066889	0.068672	0.032687	0.030065	0.002002	0.001816	0.002958	0.000228	0.000206	0.000141	0.000911	0.002119	0.000990	0.003393	0.000503	0.001066	0.008004	0.000583	0.000319	0.000605	0.000054	0.000295	0.000072	0.000017	0.000019	0.000088	0.000039	0.000121	0.000049	0.000057	0.000603	0.001390	0.000255	0.000488	0.000062	0.000086	0.000026	0.000058	0.000016	0.000008	0.000039	0.000018	0.000013	0.000420	0.000091	0.000012	0.000011	0.000258	0.563244
types	0.000526	0.000887	0.025593	0.002533	0.026082	0.036683	0.068638	0.029010	0.005804	0.000148	0.000182	0.001251	0.000008	0.000019	0.000047	0.000371	0.000599	0.000596	0.001407	0.000088	0.001770	0.006679	0.000019	0.000023	0.000361	0.000005	0.000237	0.000052	0.000003	0.000002	0.000011	0.000005	0.000153	0.000014	0.000003	0.000038	0.000135	0.000029	0.000138	0.000025	0.000006	0.000011	0.000065	0.000008	0.000001	0.000019	0.000007	0.000008	0.000107	0.000077	0.000028	0.000011	0.000259	0.789216
of	0.000197	0.001632	0.016646	0.007134	0.006793	0.093023	0.528933	0.116357	0.013603	0.000976	0.001243	0.002628	0.000037	0.000056	0.000031	0.000417	0.000708	0.000135	0.000474	0.001305	0.010084	0.020225	0.000080	0.000450	0.000772	0.000028	0.000607	0.000078	0.000007	0.000000	0.000060	0.000010	0.000045	0.000045	0.000013	0.000175	0.000299	0.000066	0.000627	0.000178	0.000035	0.000030	0.000341	0.000007	0.000008	0.000023	0.000013	0.000015	0.000306	0.000140	0.000015	0.000006	0.000148	0.172732
for	0.000246	0.001833	0.002672	0.004556	0.001945	0.005792	0.110558	0.012882	0.020131	0.002332	0.000865	0.001997	0.000093	0.000042	0.000038	0.000207	0.000272	0.000228	0.000111	0.000924	0.000458	0.006458	0.000256	0.000181	0.000756	0.000065	0.000136	0.000102	0.000009	0.000001	0.000016	0.000003	0.000020	0.000030	0.000043	0.000367	0.000275	0.000211	0.000198	0.000096	0.000053	0.000024	0.000187	0.000018	0.000012	0.000018	0.000017	0.000004	0.000094	0.000119	0.000014	0.000009	0.000291	0.821733
##feit	0.001118	0.000350	0.001092	0.000397	0.002513	0.004043	0.002767	0.081290	0.140472	0.006953	0.001337	0.000650	0.000099	0.000006	0.000009	0.000039	0.000124	0.000416	0.000070	0.000022	0.000075	0.000658	0.000486	0.000057	0.000049	0.000110	0.000104	0.000081	0.000024	0.000001	0.000002	0.000001	0.000003	0.000002	0.000038	0.000304	0.000094	0.000056	0.000017	0.000014	0.000046	0.000088	0.000036	0.000010	0.000004	0.000006	0.000001	0.000001	0.000007	0.000025	0.000006	0.000033	0.000758	0.753037
##ed	0.000460	0.000756	0.003249	0.000463	0.000291	0.002731	0.012617	0.028669	0.184287	0.002695	0.001420	0.003323	0.000215	0.000037	0.000016	0.000126	0.001111	0.000069	0.000031	0.000064	0.000162	0.002381	0.000294	0.000031	0.000178	0.000116	0.000320	0.000302	0.000087	0.000000	0.000013	0.000002	0.000015	0.000018	0.000041	0.001351	0.000249	0.000053	0.000114	0.000035	0.000042	0.000013	0.000164	0.000027	0.000005	0.000008	0.000004	0.000006	0.000046	0.000040	0.000011	0.000025	0.000870	0.750346
property	0.002068	0.002037	0.002052	0.000951	0.003912	0.001355	0.004919	0.007696	0.028442	0.006956	0.002449	0.006703	0.000242	0.000018	0.000081	0.000113	0.000028	0.000610	0.000937	0.000024	0.000094	0.001075	0.000850	0.000180	0.000426	0.000039	0.000339	0.000177	0.000125	0.000233	0.000012	0.000006	0.000031	0.000002	0.000018	0.000299	0.000145	0.000040	0.000044	0.000018	0.000056	0.000235	0.000146	0.000055	0.000007	0.000020	0.000020	0.000005	0.000037	0.000034	0.000011	0.000095	0.001017	0.922517
must	0.003287	0.017995	0.015084	0.000524	0.002306	0.002535	0.004733	0.051053	0.028371	0.043879	0.031195	0.103698	0.008225	0.002880	0.001924	0.001029	0.000552	0.000432	0.000696	0.000203	0.000625	0.003333	0.003052	0.007256	0.003068	0.000287	0.003502	0.000738	0.000378	0.000182	0.000461	0.000077	0.000518	0.000011	0.000169	0.001545	0.000541	0.000188	0.001029	0.000471	0.000566	0.000174	0.000775	0.001187	0.000586	0.000192	0.002199	0.000102	0.000881	0.000103	0.000023	0.000357	0.000665	0.644159
