TOKEN	[CLS]	Although	other	types	of	for	##feit	##ed	property	must	be	sold	in	order	to	recognize	revenue	,	or	construct	##ively	sold	(	if	transferred	to	another	Federal	agency	or	placed	into	internal	use	)	,	this	is	the	last	step	in	a	process	that	is	inherent	##ly	none	##x	##chang	##e	.	[SEP]
[CLS]	0.009882	0.014380	0.014324	0.001134	0.038554	0.012401	0.002106	0.018259	0.004178	0.001728	0.004832	0.008676	0.023955	0.001544	0.015311	0.002616	0.002894	0.032053	0.007808	0.001702	0.002228	0.004923	0.005120	0.002356	0.001838	0.014275	0.002881	0.000908	0.000603	0.007966	0.000475	0.004000	0.000729	0.001614	0.006671	0.047501	0.001839	0.002429	0.010005	0.001549	0.000648	0.010411	0.008537	0.001220	0.001820	0.001294	0.000523	0.002121	0.000932	0.001813	0.005528	0.003987	0.219462	0.403456
Although	0.068131	0.131363	0.070317	0.010590	0.021710	0.004148	0.004319	0.004791	0.006006	0.019880	0.003407	0.004573	0.013842	0.014043	0.024444	0.008601	0.002074	0.011995	0.007465	0.001755	0.001544	0.002240	0.007498	0.021153	0.002768	0.002989	0.002218	0.001073	0.001283	0.001536	0.000992	0.001684	0.005693	0.002113	0.004046	0.025220	0.019324	0.004287	0.009182	0.004085	0.004776	0.004663	0.004185	0.006927	0.006329	0.001461	0.001503	0.000431	0.001205	0.001480	0.001079	0.001604	0.034907	0.375067
other	0.093921	0.094685	0.111561	0.014500	0.052945	0.011062	0.005731	0.005831	0.010765	0.006953	0.003253	0.006991	0.003872	0.002175	0.003915	0.010357	0.006818	0.006301	0.004628	0.003946	0.002588	0.003689	0.002350	0.005612	0.002687	0.003385	0.005971	0.002744	0.002064	0.000905	0.000596	0.001736	0.008540	0.001511	0.001404	0.005899	0.004330	0.001584	0.009342	0.004107	0.002369	0.001482	0.002935	0.002570	0.000930	0.001443	0.001550	0.000909	0.003171	0.000934	0.000895	0.000537	0.007737	0.441284
types	0.071037	0.061872	0.057463	0.029014	0.030840	0.016757	0.010063	0.009498	0.062414	0.008128	0.003486	0.019297	0.006060	0.003004	0.003925	0.020044	0.021766	0.005269	0.004183	0.006111	0.001043	0.011076	0.002642	0.003141	0.004860	0.007829	0.006012	0.004809	0.003342	0.001145	0.000618	0.002399	0.009071	0.004979	0.003212	0.006088	0.005674	0.002806	0.025252	0.008964	0.016670	0.003487	0.007354	0.021896	0.001184	0.002085	0.001439	0.002059	0.004598	0.002161	0.001242	0.002544	0.007106	0.360979
of	0.066135	0.132564	0.040486	0.002851	0.285137	0.022498	0.006215	0.046587	0.008380	0.006890	0.005391	0.003626	0.012726	0.000523	0.018428	0.005290	0.004837	0.020221	0.003975	0.001478	0.004635	0.002807	0.002231	0.005043	0.001244	0.006941	0.003591	0.000840	0.000967	0.000775	0.000166	0.002004	0.000918	0.000402	0.002496	0.006193	0.002421	0.003320	0.011871	0.001599	0.001456	0.004925	0.008907	0.001290	0.001437	0.002166	0.000292	0.002651	0.001322	0.003292	0.000733	0.006837	0.012582	0.197408
for	0.042934	0.028310	0.041926	0.003467	0.082673	0.257113	0.005569	0.016237	0.005546	0.005991	0.006793	0.013322	0.019984	0.001363	0.013474	0.004520	0.003849	0.006669	0.003415	0.018462	0.003463	0.011932	0.002450	0.005060	0.005320	0.007204	0.010547	0.002815	0.001046	0.000706	0.000939	0.006756	0.002490	0.000783	0.003216	0.003805	0.001243	0.002860	0.014103	0.002349	0.001225	0.008428	0.003942	0.000838	0.001368	0.002301	0.000964	0.002597	0.016513	0.025827	0.003071	0.003514	0.023168	0.235542
##feit	0.042155	0.045300	0.013026	0.005977	0.010497	0.016356	0.009583	0.003950	0.007622	0.019090	0.018089	0.020580	0.024094	0.006871	0.017890	0.004461	0.004233	0.016295	0.008815	0.002776	0.002910	0.012426	0.006782	0.007027	0.005795	0.004561	0.001282	0.003193	0.001019	0.001332	0.002295	0.003987	0.000964	0.001283	0.003328	0.019687	0.007658	0.007734	0.009749	0.005107	0.005075	0.006155	0.002346	0.001578	0.002137	0.002141	0.001662	0.001708	0.003246	0.008520	0.008391	0.001392	0.039024	0.510844
##ed	0.100698	0.033390	0.030855	0.003964	0.071996	0.005413	0.005822	0.187981	0.008033	0.010307	0.006700	0.006517	0.010197	0.000605	0.010486	0.003560	0.000941	0.028172	0.009323	0.000562	0.006237	0.005931	0.004384	0.004838	0.001839	0.008940	0.011503	0.000881	0.000306	0.003836	0.000151	0.002822	0.000683	0.000750	0.010357	0.011357	0.001332	0.004544	0.015281	0.002266	0.001601	0.007892	0.009048	0.000658	0.001083	0.002414	0.000291	0.004641	0.000259	0.001403	0.000304	0.036772	0.038966	0.260908
property	0.029588	0.014998	0.004285	0.001373	0.034798	0.006702	0.001418	0.025733	0.007488	0.005055	0.015333	0.007943	0.059028	0.001981	0.016370	0.001570	0.001357	0.046359	0.010816	0.000376	0.001271	0.003994	0.027803	0.003342	0.002337	0.013784	0.004189	0.001436	0.000743	0.007230	0.000468	0.006143	0.000183	0.000710	0.008138	0.035565	0.005136	0.006501	0.009047	0.003127	0.003088	0.020420	0.013299	0.001668	0.001433	0.001508	0.000092	0.001504	0.000231	0.000510	0.000510	0.011852	0.107817	0.402349
must	0.108806	0.028877	0.005014	0.002056	0.005143	0.012629	0.011560	0.008797	0.011394	0.089521	0.073323	0.030338	0.025079	0.012445	0.028449	0.009069	0.001884	0.022653	0.013679	0.000513	0.001069	0.006026	0.016367	0.007760	0.006065	0.003692	0.000804	0.001462	0.001407	0.001429	0.003118	0.001245	0.000205	0.000662	0.001606	0.008444	0.007269	0.005809	0.002568	0.001640	0.000721	0.001039	0.000948	0.002318	0.001832	0.005789	0.000355	0.000275	0.000829	0.001296	0.000583	0.001682	0.025784	0.376675
